series,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,1883.3222349014989,1881.4400579636533,1879.345979640968,1877.0170641820237,1874.428114690276,1871.5515037248133,1868.3570047171386,1864.8116284220043,1860.8794697996855,1856.5215721051482,1851.6958165420522,1846.356847620476,1840.456046313355,1833.9415651904014,1826.7584418397162,1818.8488089447444,1810.1522211944866,1800.6061205345181,1790.1464618151242,1778.7085202924839,1766.2279002604437,1752.6417598646854,1737.8902604058512,1721.918238757601,1704.677088633115,1686.126820297742,1666.2382492809743,1644.9952435099806,1622.3969364764062,1598.4597935885608,1573.2194023488596,1546.731847404099,1519.0745318503143,1490.3463189901993,1460.6668955691546
I,6.0,6.68217693784553,7.439819872961865,8.28077135731383,9.213566577598563,10.247464227541707,11.392470389708024,12.659352606900729,14.059640707839336,15.605610260808822,17.31024377174302,19.187163938970734,21.25053245829738,23.514907089591603,25.995049022358586,28.70567211285855,31.661125440544577,34.87500101240422,38.35965952931739,42.125669146094204,46.18115534891543,50.53106467489072,55.17635119874669,60.11310260724744,65.33163221028404,70.81557410360051,76.54103029964801,82.47583001071223,88.5789710421442,94.80031972156075,101.08064701694975,107.35207255832043,113.53897360044107,119.55939174046783,125.32693681341891
R,0.0,1.2000000000000002,2.5364353875691066,4.02439936216148,5.680553633624246,7.5232669491439585,9.572759794652299,11.851253872593905,14.38312439397405,17.19505253554192,20.316174587703685,23.77822334205229,27.615656129846435,31.86576262150591,36.56874403942423,41.767753843895946,47.50888826646766,53.84111335457657,60.81611355705741,68.4880454629209,76.91317929213973,86.14941036192282,96.25562329690096,107.2908935366503,119.3135140580998,132.3798405001566,146.5429553208767,161.8511613808063,178.34632738294874,196.06212159137758,215.02218553568972,235.23831493907966,256.70872945074376,279.41652417083196,303.32840251892554
G,6.0,7.88217693784553,9.976255260530973,12.30517071947531,14.894120211222809,17.770731176685665,20.965230184360323,24.510606479494633,28.442765101813386,32.800662796350736,37.6264183594467,42.96538728102302,48.86618858814381,55.38066971109751,62.56379306178282,70.4734259567545,79.17001370701223,88.71611436698079,99.1757730863748,110.61371460901509,123.09433464105516,136.68047503681353,151.43197449564764,167.40399614389773,184.64514626838383,203.19541460375711,223.08398562052471,244.32699139151853,266.92529842509293,290.8624413129383,316.1028325526394,342.59038749740006,370.24770305118477,398.97591591129975,428.6553393323444
