beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,Lockdown_init,c1,I_initial,metric1,metric2,r1,r2,reopen,lockdown
0.6937552765261848,0.3,0.7022631820018648,0.04025335980540535,0.0981697968713015,0.18980517378047757,0.10382386864238621,0.0019478357429707938,0.05738277741842663,0.6588596596371802,0.0384251738093412,0.650316473803152,0.301528550840912,0.8300000000000001,0.0014303286131738693,0.42254679203920464,0.5620250046711175,0.9859774684929885,0.9308299648023437,2021-03-16,2021-04-20
