State - County,RMSE_wtd_G,RMSE_wtd_D,R2_wtd_G,"R2_wtd,D"
OK-Tulsa,119.06655581672109,2.2508355845533368,0.9987490742676464,0.9951240632301064
PA-Berks,25.97881109813832,4.924241263594155,0.9997168690619009,0.998018662584714
PA-Bucks,95.38730737385528,6.4965041590753545,0.997786147832839,0.9986299051258685
PA-Delaware,66.32980733381682,6.982692996873492,0.9993766193626005,0.998896487780707
PA-Lehigh,63.22400211535933,2.6186148080227736,0.9978168905747845,0.9992786526077092
PA-Luzerne,22.713682067026582,1.782819910491353,0.9994308073255238,0.998885170306373
PA-Montgomery,130.7298709089853,12.023902716559315,0.997957129265269,0.9977995317803003
PA-Northampton,32.96896078961482,3.6061358263820376,0.9991219769416183,0.9982495229711172
PA-Philadelphia,306.60638210905535,13.47207334852004,0.9988080488595695,0.999299482132035
RI-Providence,197.7016283431843,10.70173609157103,0.9980123506362084,0.998152832176436
SC-Charleston,75.68100559181188,1.5951146799391855,0.9996032311082164,0.9993577038863121
SC-Greenville,49.30805337560003,1.9474142708845108,0.9997721888751161,0.9991135472990956
SD-Minnehaha,41.90479951056382,1.0911983175686526,0.9989274753270271,0.9967117106687483
TN-Davidson,148.3992874894699,3.028254740293848,0.99939512602487,0.9978358804384773
TN-Shelby,129.62715149899276,5.434333786967541,0.9996550677113387,0.9967460205002376
TX-Bexar,371.9274256897875,9.378659452240072,0.9991665735537437,0.998792719723417
TX-Cameron,260.00065552541207,7.417012997754548,0.9977010733451629,0.9982919144360777
TX-Dallas,886.9958809548041,16.080682068271578,0.9977602141991334,0.996550599618905
TX-El Paso,107.94063800580086,3.325818851969019,0.9995797068724577,0.9989722502666701
TX-Fort Bend,240.66124066377694,3.332763644374252,0.9954959486675982,0.9963922042811689
TX-Harris,642.9945723251485,34.52327517548069,0.9994096566748174,0.9957753207844492
TX-Hidalgo,197.14589730187117,8.167504586241785,0.9992197198606126,0.999275069234452
TX-Nueces,113.02383413330652,1.745741775704013,0.9995069130620636,0.9996189253380456
TX-Tarrant,365.56447716394064,4.166259285440822,0.9986952283041007,0.9991502937087897
TX-Travis,141.1393386252442,3.0565126974955428,0.9995910577264419,0.9989331449078682
UT-Salt Lake,72.53624983989711,1.5741984406699634,0.99986433516641,0.9993003537764672
VA-Fairfax,255.52891748339803,8.542032693375948,0.9974768444284003,0.9974654235865519
VA-Prince William,171.4968073717217,2.386355045310121,0.9961923029412113,0.9979105284745384
WA-King,275.42677557285907,7.052933854054881,0.9965055555998082,0.9986589309026577
WA-Snohomish,39.87370958680581,2.7726573653935715,0.9992916656873302,0.9972102452537155
WI-Milwaukee,929.942891078521,15.64023204650251,0.9764599427040653,0.9884748847430731
