series,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,9394.883860099733,9391.945274873604,9388.15637832092,9383.272146789863,9376.9776292005,9368.86843947307,9358.42610483634,9344.987112913872,9327.704378271083,9305.499822482905,9277.006933530532,9240.502709938142,9193.829569119069,9134.310005262818,9058.660570894837,8962.917811124855,8842.397777982585,8691.722985738334,8504.965237482327,8275.9661692735,7998.901640878251,7669.137289160669,7284.362164081347,6845.871202678136,6359.7054022403145,5837.210987773048,5294.562013972612,4751.023342700044,4226.2109304553605,3737.114121536109,3295.8334749440055,2908.6757006384883,2576.6271482714697,2296.7116697415854,2063.592280896735,1870.948030614864,1712.430472676791,1582.2098857595367,1475.2145758650126,1387.1782827114164,1314.5859000913633
I,6.0,7.738585226128502,9.979764733586059,12.868043317926745,16.58895224370329,21.380351522394193,27.546615854644394,35.47628460618459,45.66376232773785,58.735565650368486,75.48134147266683,96.88929677052414,124.18457823549303,158.86722644464515,202.74321552369753,257.9373321889402,326.86989889342215,412.17071135899016,516.4943173431977,642.1945220833838,790.8201460619567,962.4204685671473,1154.71149993304,1362.2601613496433,1575.9739295175357,1783.2735580812946,1969.2678202654722,2118.9529274849456,2219.9747542326395,2265.076612305363,2253.3419364363945,2189.831323454633,2083.9136111307253,1947.0463674344642,1790.756482792422,1625.2494365158086,1458.7171071507198,1297.19427263783,1144.7507280047882,1003.8368755574269,875.6618830659946
R,0.0,1.2000000000000002,2.7477170452257007,4.743669991942912,7.317278655528261,10.635069104268918,14.911139408747758,20.420462579676638,27.515719500913555,36.64847196646112,48.39558509653482,63.49185339106819,82.86971274517302,107.70662839227163,139.48007368120065,180.02871678594016,231.6161832237282,296.9901630024126,379.4243052742106,482.72316874285013,611.1620731595269,769.3261023719183,961.8101960853478,1192.7524960719559,1465.2045283418845,1780.3993142453917,2137.0540258616506,2530.907589914745,2954.698175411734,3398.693126258262,3851.7084487193347,4302.376836006613,4740.34310069754,5157.125822923685,5546.535096410577,5904.686392969062,6229.736280272224,6521.4797017023675,6780.9185562299335,7009.868701830891,7210.636076942376
G,6.0,8.938585226128502,12.72748177881176,17.611713309869657,23.906230899231552,32.015420626663115,42.45775526339215,55.89674718586123,73.1794818286514,95.38403761682962,123.87692656920166,160.38115016159233,207.05429098066605,266.5738548369168,342.2232892048982,437.96604897488044,558.4860821171504,709.1608743614029,895.9186226174085,1124.917690826234,1401.9822192214838,1731.7465709390658,2116.521696018388,2555.012657421599,3041.17845785942,3563.6728723266865,4106.321846127123,4649.86051739969,5174.672929644374,5663.769738563626,6105.05038515573,6492.208159461247,6824.256711828266,7104.17219035815,7337.291579203001,7529.935829484872,7688.453387422945,7818.673974340199,7925.669284234723,8013.705577388319,8086.297960008373
