beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,r1,r2,reopen
9.642965763721246,0.04,0.04,0.11128555376484896,0.023400283929943803,0.06287937212423586,0.035492451239532485,0.3706794937145416,0.34960313179464464,1.8102725965238018,0.039064217203301034,0.93,0.2839748595784943,0.2753310158176199,0.8363092789668313,0.8503223676324487,2020-06-22
10.240571426782505,0.04,0.04,0.1471140408410876,0.034814988646266504,0.0984910654371944,0.07142857142857142,0.8002299490610805,2.0,0.36175122181740893,0.034821614377047234,0.92,0.22023056899890045,0.3268259932143072,0.8113423253178123,0.814191277426142,2020-06-22
8.00515720376942,0.04,0.04,0.1337146253599997,0.029845008039278687,0.02406510106863613,0.07142857142857142,0.24251415405957974,0.1,2.0,0.04493536505855618,0.9400000000000001,0.3727937143746789,0.3119964951315826,0.8055468575325361,0.8347811400687456,2020-06-22
7.656770965836129,0.04,0.04,0.20774589271881092,0.043251734182037496,0.07288436281210542,0.07142857142857142,0.5115339602064036,1.712886883763814,0.7492896861901328,0.05,0.9500000000000001,0.22204045388340962,0.24253720206779167,0.8326903323803794,0.8553814903473143,2020-06-22
13.56028602748292,0.04,0.04,0.12508468246649584,0.029658534620717936,0.18811487259422432,0.07142857142857142,0.860835562016805,1.9999025985387697,0.6114962999368475,0.028114325455561254,0.9,0.2278677530762783,0.35579637731986113,0.8169530197352288,0.8286623062110384,2020-06-22
8.657993309613211,0.04,0.04009855323829013,0.08413996579811381,0.018361953537677885,0.07490896642183922,0.07142857142857142,0.24820077118387424,0.10000502742186759,2.0,0.04623544013472395,0.9500000000000001,0.27000531425105073,0.5003243040543685,0.8083300023489095,0.8106410644313031,2020-06-22
8.621619748679137,0.04,0.04,0.4999943338160655,0.09970796250266759,0.176939438203153,0.07142857142857142,0.6148748499542561,2.0,0.954373053028708,0.041499396080271686,0.93,0.23705873687454931,0.31511686625065355,0.8304555721109226,0.867355039604857,2020-06-22
7.737418756377123,0.04,0.04,0.4817410133458371,0.101650817626168,0.060147790974563346,0.07142857142857142,0.3060757485432673,1.0363045204844579,0.7561670742473757,0.04392156019915863,0.93,0.24265461711839445,0.29154710438361503,0.8313498902801826,0.8538670880377132,2020-06-22
7.832640674541218,0.04,0.04,0.3925581458300679,0.08205959619925397,0.0833134850616489,0.034561915132848973,0.7941448018515431,1.8223358308852742,0.3030409305703767,0.04641300788901871,0.9400000000000001,0.249392152417039,0.3556790245453765,0.8128838135544199,0.8095612150123861,2020-06-22
7.8090929085894105,0.04,0.04,0.4935095874633542,0.09414106574952243,0.14684694018060934,0.07142857142857142,0.2426028947451176,2.0,2.0,0.05,0.9500000000000001,0.2898430536592513,0.2935758194201222,0.8061932554091467,0.8299800342576428,2020-06-22
7.093942767421705,0.04,0.04,0.49988469982003,0.09903408242296355,0.07196958285600041,0.032086546818770344,0.6348392395566497,1.7426360405476344,1.174887879128025,0.048946778951547205,0.9400000000000001,0.2837881025296757,0.26406122104758006,0.789314937051292,0.874835044927581,2020-06-22
9.981361900173486,0.05786795785462931,0.04,0.11520742643810794,0.01939769651831482,0.056966503405891857,0.013839274633473128,1.829261072544112,2.0,1.9999975414782492,0.037940924774609634,0.91,0.2380196238126004,0.3139447273445609,0.8105082837362235,0.8411765422883359,2020-06-22
8.356483087076327,0.04,0.04,0.49745065338463756,0.1067327175781928,0.19054221683835115,0.07142857142857142,0.5251905469956824,1.7619819726024015,0.6966616550887613,0.038776696203754075,0.91,0.23039947022665708,0.25582897668666743,0.8583787932896374,0.8525645686338976,2020-06-22
7.564337943846638,0.044845815545583985,0.045091459368919756,0.49999407791351097,0.08980596524016381,0.1616516254774794,0.07142857142857142,0.653034074043044,1.9869045906568132,1.649371976701673,0.049455415261147176,0.9400000000000001,0.2574067567245764,0.28474931166513695,0.8110324363330775,0.8340147368221493,2020-06-22
6.7169917293867805,0.04,0.04,0.49973302994558666,0.10410696195673683,0.19290110685808834,0.07142857142857142,0.2853188423734779,1.2488043468527228,1.4009217878477083,0.049979765621873076,0.9400000000000001,0.26311514155791327,0.30694839840531724,0.8210276952182103,0.8478232122929562,2020-06-22
12.814958786030154,0.04000376159243087,0.0403381279687402,0.1720004524942877,0.036774832916752036,0.18141480778672742,0.07142857142857142,0.7002232379139672,1.6466431749844725,0.9114238509818791,0.02940829237536675,0.9,0.26334495841687794,0.2609448614912965,0.8103986418881136,0.8615310907623454,2020-06-22
8.705968179132807,0.04,0.04,0.1621542038296933,0.03568022749452919,0.09335104820200345,0.07142857142857142,0.5171219491598334,1.0563880941131145,0.9926826506559121,0.04030141205431279,0.93,0.27479057181141253,0.30787184520535604,0.8214051933904432,0.8162095998614841,2020-06-22
10.447032907819215,0.04,0.04,0.25786348210967713,0.05230231626734142,0.06886270390290239,0.07142857142857142,0.6819812554510872,1.9999999869413978,0.5386946868632676,0.03581715417572649,0.92,0.330434953332645,0.33487105676401197,0.8193883318737851,0.8259484288124409,2020-06-22
10.913154564058448,0.047155592954723366,0.052807403608163224,0.4408884020927403,0.09431814710073919,0.021182523860453453,0.07142857142857142,0.7262341146392455,1.4363073918901244,1.7022233196075414,0.03439719053256073,0.9,0.25582870206400965,0.29038744274165873,0.8184282079263205,0.8464722044227,2020-06-22
7.9650812938173265,0.04,0.04,0.4999999938784958,0.11342708682242816,0.04124499287759477,0.07142857142857142,0.5280896975996516,1.0920339128604648,0.9911438751189827,0.04676212401241507,0.9500000000000001,0.27913296043971797,0.3147029878763941,0.8031892593808743,0.8475762902059645,2020-06-22
7.578751698824825,0.04,0.040817742025024265,0.5,0.09901437573010095,0.1747069163953814,0.07142857142857142,0.7570352353202383,1.99851045009763,0.8292612372080337,0.05,0.9500000000000001,0.2679375684240314,0.2638896481571876,0.8236364507663965,0.8472317273722036,2020-06-22
8.091250456876779,0.04,0.047564074843584145,0.057330926472253046,0.01463441956237369,0.027545168030320588,0.07142857142857142,0.3120758917667615,0.1,2.0,0.05,0.9500000000000001,0.23190604511826776,0.28917747163409996,0.8407189706440032,0.8599791757372258,2020-06-22
7.739212292105447,0.04004848097604155,0.0438855455934203,0.5,0.0971399408183313,0.16193410863010516,0.07142857142857142,0.6363448724988628,2.0,1.4243273269521628,0.04787194799768844,0.9400000000000001,0.2052045412315327,0.30142383157788155,0.859631232607478,0.8439998168717876,2020-06-22
12.987802044591177,0.0435744849962466,0.04,0.12376544839885087,0.024405679366460122,0.08062437047438584,0.013546701580708097,1.7992359743644146,2.0,1.2414416007326157,0.029460847993275106,0.9,0.2621294422360495,0.31519083654277413,0.8031439076978658,0.8225563766077922,2020-06-22
8.412406725305928,0.04,0.04,0.09191031247522265,0.02177726253015187,0.12002688400774802,0.07142857142857142,0.3350863011909905,0.1,1.4245633533546491,0.04605704194279359,0.9500000000000001,0.24766130302521616,0.2617668207830848,0.8244314015689793,0.8845372092402751,2020-06-22
9.580582303603526,0.04002603404738611,0.05643775308968898,0.1952294165417725,0.0482365917546912,0.1342241086158611,0.07142857142857142,0.7042631413534316,1.6480593148806413,1.086163581118449,0.03814367270791272,0.91,0.25747372691932224,0.3312435062347652,0.8125222714818172,0.8511712412352974,2020-06-22
7.5930990735446136,0.04,0.04012585989799402,0.5,0.10410634283298852,0.09815223252295932,0.07142857142857142,0.7162539440838064,1.999970343670235,1.047062917508824,0.04993037400605397,0.9500000000000001,0.2528934438841338,0.3024657701523025,0.8246337899695682,0.8376906203719189,2020-06-22
7.444811402563599,0.04,0.04,0.47639795464071727,0.09267593955440327,0.09840862575089392,0.07142857142857142,0.4952844666115444,1.9993189844948518,1.9953258673810903,0.04999989227043444,0.9500000000000001,0.2884647878244868,0.27148784741901955,0.7965515785604411,0.8508310179826655,2020-06-22
8.427789005728965,0.04,0.04,0.49999992649196784,0.11128183997949867,0.0773622884165423,0.005947785145723811,2.2172238324383544,0.5922134102588728,1.5314777202298742,0.04286729250950862,0.9400000000000001,0.25385930192923034,0.22927172415255614,0.8265973477877702,0.8600416825858919,2020-06-22
7.217409972383034,0.04,0.06146767302463211,0.19032382795308683,0.052700152021142546,0.029245932974561926,0.03814113387844579,0.9206034342245546,1.9558372181264112,1.1315106886355843,0.04964067589175099,0.93,0.22362027883451907,0.2460159737028391,0.8536141902586027,0.8869489593172631,2020-06-22
9.255935178189368,0.04003878377727715,0.04081571089011615,0.14182787282324621,0.028998116951437277,0.06303912494089355,0.07142857142857142,0.550169413020671,1.258256639123152,1.2258667851277232,0.041831340831094015,0.9400000000000001,0.2230354715299672,0.45891186535550405,0.8559036645993527,0.850162601755841,2020-06-22
8.345775832793226,0.04,0.04,0.42009265593585,0.07969996990573583,0.07422454367892674,0.07142857142857142,0.6565425644596018,2.0,1.4768965573842272,0.041976993119789134,0.93,0.28117371000861663,0.24436572661009603,0.8024273057363702,0.8844995935983254,2020-06-22
6.966095713878978,0.04,0.07964034535883638,0.4999948680458542,0.15165889787332962,0.1948200169083026,0.06773836301105668,0.552040099172906,1.4983541756231404,1.9994700606384934,0.04979466522047327,0.9,0.30546363131356646,0.6088149449506977,0.8145341639795065,0.8336528829123436,2020-06-22
6.947876730358671,0.07466741880872362,0.04,0.5,0.06914211865179119,0.02248196502380021,0.04250255374130559,1.0299042440988955,1.9999996996166232,1.9912480403634039,0.05,0.91,0.2636765285060279,0.2718433512825422,0.8250454209357084,0.8561575010169894,2020-06-22
7.532289968232992,0.05917818935530729,0.043783146911747076,0.49699194160240673,0.07855598938769846,0.13049051550776192,0.00907357566523582,1.7939192779894009,1.0995963390778845,1.907622349010318,0.04812245533035548,0.92,0.2592932471961217,0.2628295555225812,0.8358373198805678,0.8455308671262205,2020-06-22
7.6656034749698945,0.08080580418237461,0.04,0.12090489444544375,0.017984789198541382,0.08187152306165815,0.05621372134834703,0.9909842663955504,1.9956847878903399,1.9933432235903583,0.05,0.92,0.2450471588691757,0.28875584569819496,0.8372087006260185,0.838219402745,2020-06-22
7.989629605919855,0.04,0.04,0.499999134172779,0.09527362397852544,0.05977492889161123,0.041108434410861185,0.5013125430234522,0.9689793063421535,1.9953186688277946,0.04564197515786637,0.9400000000000001,0.23018677408259805,0.24186297027331383,0.8299031424180641,0.8510302058269943,2020-06-22
9.060643423583628,0.049704802780890185,0.04,0.4999816446032744,0.08654603774936932,0.010136745270627658,0.009282768891165588,2.541616392857264,2.0,1.9996867403219842,0.03961374983177229,0.92,0.2545778044797832,0.30101295258911387,0.8054049042597434,0.8138047691958873,2020-06-22
7.130146077150655,0.040831492394302074,0.04376807717001045,0.4996948566529128,0.09855825556607387,0.18773318310818937,0.014089950511201288,1.5025164112123972,2.0,1.9999422629242312,0.049975688362522995,0.9400000000000001,0.2581672850445376,0.30291379023903414,0.8216294134023834,0.8516435507012352,2020-06-22
7.7211673533979015,0.04,0.04,0.10597566617969129,0.022326941712970862,0.17123579688922627,0.029448667333243316,0.8918726404504063,1.9990769168606222,0.7652144128293611,0.04998925813159446,0.9500000000000001,0.2605436719110884,0.35283189182572744,0.8312693213756762,0.8338634021791029,2020-06-22
6.9301277667112435,0.08065245194031939,0.04,0.38905859504075885,0.053952359027912046,0.14202647599010607,0.026315809937082185,1.1833532890534146,2.0,1.8869048823736758,0.05,0.9,0.2662873258760834,0.3201093925014294,0.8173211311207078,0.8613909263092336,2020-06-22
6.962593924868362,0.04,0.0743554489224477,0.5,0.1459666087952407,0.0889735237695066,0.03030399559463304,0.7849863520369011,2.0,2.0,0.0493390716268793,0.9,0.2975855829643815,0.2507207147890303,0.8213947863339528,0.8544370077612474,2020-06-22
8.637279962463808,0.04,0.04,0.4999977501780175,0.09547398464474384,0.04806090447581842,0.07142857142857142,0.6645107011632811,1.3955273330957612,1.6289313073643141,0.045632868642216634,0.9500000000000001,0.21025529870125545,0.26357807892745916,0.8595406395047385,0.8569686181738756,2020-06-22
8.48981352230132,0.04,0.04,0.5,0.09276662439564268,0.08992716401795144,0.07142857142857142,0.7048911582460335,2.0,1.3624517132061633,0.04389623282633277,0.9400000000000001,0.26808293293694235,0.3078238896600899,0.8038353822503324,0.8273789492281509,2020-06-22
9.50357506246937,0.04,0.04,0.08285811968367025,0.019188178688155606,0.011783463066902597,0.005861464898959382,3.1230813223536673,1.2110858488955727,0.8714840590075507,0.04074815568118997,0.9400000000000001,0.2398734270390984,0.3425352199542096,0.8456951273870092,0.851539952076128,2020-06-22
8.92807690531887,0.04,0.04,0.21556450608507183,0.04214539489369862,0.1644147216407638,0.03821075979118467,0.5436020267500326,1.5970432464686954,1.99999973995994,0.04315468978127539,0.9400000000000001,0.266067105629118,0.292398940941799,0.824266266484452,0.8410810281635899,2020-06-22
11.85891304814085,0.04436794096635581,0.04397226595606655,0.14458888250437374,0.028260581151683166,0.037643330977415325,0.02499991928885569,0.812805036084451,0.8964818140943334,1.8624313407873339,0.03185306513117172,0.9,0.2369888926178118,0.28437409382199913,0.8401888765698677,0.8565791262823577,2020-06-22
10.783859899296374,0.043374572209117154,0.04,0.3813918424646145,0.0667450680587718,0.15203824829836188,0.020408158846129204,1.101028862270902,1.9975750709825577,1.9968710376209544,0.03324522042102714,0.9,0.2769717002386861,0.3534641613178229,0.819130064333615,0.8250246015407499,2020-06-22
