series,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29
S,5549.187577084855,5546.596116275924,5543.6944950508605,5540.446275548487,5536.810913523754,5532.743340117564,5528.193512588127,5523.1059348962135,5517.419150174307,5511.065208584407,5503.96911594912,5496.048270900373,5487.211901208755,5477.360513514389,5466.385374951715,5454.168050205757,5440.580023388219,5425.482440764142,5408.726017709931,5390.151161157534,5369.5883668573315,5346.858958576413,5321.7762431211495,5294.147159854501,5263.774504902558,5230.459806954215,5194.00692164544,5154.226393031693,5110.940601677843,5063.9896778595485,5013.238104439839,4958.581867569594,4899.955936667362,4837.341772676475,4770.774482525817,4700.349167790108,4626.225968539606,4548.633291839252,4467.868749662028,4384.297420802052,4298.347197122649,4210.501169226152,4121.287234287696,4031.2653450933103,3941.01303491144,3851.1100180617454,3762.1227565704357,3674.5898850739177,3589.0092985251936,3505.827543335255,3425.4319364207495,3348.1455984016616,3274.225357343075,3203.862283422126,3137.1844696597054,3074.2615865053945,3015.110706719587,2959.702913051917,2907.97025225392,2859.8126715503813,2815.104655530786,2773.7013626696694,2735.444134475923,2700.1653126139945,2667.6923486396154,2637.851227415532,2610.4692501098957,2585.3772378073254,2562.411224235532,2541.413707894726,2522.234531696408,2504.7314534878806,2488.770464658671,2474.225907206326,2460.980432748852
I,7.0,7.84146080893095,8.782716831761373,9.835257126194124,11.011804869379484,12.326427058224038,13.79464782310493,15.433563559242264,17.261957391337955,19.3004096334043,21.571399860339405,24.099394944001833,26.91091589961938,30.034574619080427,33.50106952698415,37.34312689119623,41.59537198593518,46.294111613528656,51.47700676435728,57.18261162566415,63.44975301945058,70.31672304550659,77.8202577393936,85.99427657119371,94.8683623803384,104.4659697335965,114.8023626089726,125.88230057047639,137.69751678170707,150.22406140457502,163.41961947314098,177.22095147510083,191.54164450855743,206.27039737230518,221.27008817988678,236.37788087062387,251.40660990347104,266.14763412795753,280.37526777319255,293.85277968987015,306.3398084468056,317.60088423160084,327.41459811215714,335.58283777850363,341.93943851574795,346.35759573650574,348.7554582936888,349.0994652167846,347.40518546131244,343.7356442859226,338.1973401289474,330.93434311579836,322.12099839543566,311.95382271752567,300.64318080056466,288.4052687547346,275.4548313518584,261.9989171815635,248.23184868416956,234.33146721666597,220.45661643209445,206.74575518518785,193.31654458263742,180.26623029890635,167.67263669855907,155.59559874800294,144.07867636663838,133.1510195775489,122.82927825495523,113.11947503202228,104.01878247233473,95.51716506277837,87.59886262629334,80.24370442206445,73.4282527740226
R,0.0,1.75,3.7103652022327376,5.906044410173081,8.364858691721611,11.117809909066482,14.19941667362249,17.64807862939872,21.506469519209286,25.821958867043776,30.64706127539485,36.039911240479704,42.06475997648016,48.792488951385,56.30113260615511,64.67639998790115,74.0121817107002,84.411024707184,95.98455261056617,108.85380430165549,123.14945720807152,139.01189546293418,156.59107622431083,176.04614065915922,197.54470980195765,221.26180039704224,247.37829283044135,276.0788834826845,307.5494586253036,341.97383782073035,379.5298531718741,420.38475804015934,464.6899959089345,512.5754070360739,564.1430063791502,619.4605284241219,678.5549986417778,741.4066511176457,807.9435596496351,878.0373765929332,951.5005715154008,1028.0855236271022,1107.4857446850024,1189.3393942130417,1273.2351036576677,1358.7199632866045,1445.309362220731,1532.4982267941532,1619.7730930983494,1706.6243894636775,1792.5583005351582,1877.107635567395,1959.8412213463446,2040.3714709452036,2118.359926624585,2193.5207218247265,2265.6220390134104,2334.485746851375,2399.985476146766,2462.043438317808,2520.6263051219744,2575.740459229998,2627.426898026295,2675.7560341719545,2720.822591746681,2762.740750921321,2801.6396506083215,2837.659319699981,2870.947074594368,2901.654394158107,2929.934262916113,2955.9389585341964,2979.818249799891,3001.7179654564643,3021.7788915619803
G,7.0,9.59146080893095,12.493082033994112,15.741301536367207,19.376663561101097,23.44423696729052,27.99406449672742,33.08164218864099,38.76842691054725,45.12236850044808,52.218461135734266,60.13930618448155,68.97567587609956,78.82706357046546,89.80220213313929,102.0195268790974,115.6075536966354,130.70513632071268,147.46155937492347,166.03641592731967,186.59921022752212,209.32861850844077,234.4113339637044,262.04041723035294,292.41307218229605,325.72777013063876,362.18065543941395,401.9611840531609,445.24697540701067,492.1978992253054,542.9494726450151,597.6057095152603,656.231640417492,718.8458044083791,785.413094559037,855.8384092947457,929.9616085452489,1007.5542852456031,1088.3188274228276,1171.8901562828032,1257.8403799622063,1345.686407858703,1434.9003427971595,1524.9222319915452,1615.1745421734154,1705.07755902311,1794.0648205144196,1881.5976920109376,1967.1782785596615,2050.3600337496,2130.7556406641056,2208.0419786831935,2281.9622197417802,2352.325293662729,2419.0031074251497,2481.9259905794606,2541.076870365268,2596.484664032938,2648.217324830935,2696.374905534474,2741.082921554069,2782.4862144151857,2820.743442608932,2856.0222644708606,2888.4952284452397,2918.336349669323,2945.7183269749594,2970.8103392775297,2993.7763528493233,3014.773869190129,3033.953045388447,3051.4561235969745,3067.4171124261843,3081.961669878529,3095.2071443360032
