county,NAICS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
NY-New York,7211,18194,21126,22063,19270,15094,17534,18666,19290,20119,20923,19392,15969,17579,16447,18098,18082,19283,18971,17040,14138,15838,17465,17753,19787,16512,13241,16646,15592,16753,17469,18608
NY-New York,7224,22627,28710,32114,29775,24174,27430,28546,29381,31723,35180,33766,27645,27255,26463,29316,28958,30618,26646,25727,22813,25752,28503,28637,33038,25612,22836,26951,25249,26565,29465,33407
NY-New York,7225,200127,304966,326568,279857,227296,299867,321477,328533,336513,366440,324728,261348,310321,290820,329604,316891,320793,262315,258196,240806,291392,321183,313880,355704,253746,238798,310018,294027,308876,318577,357038
NY-New York,7139,41288,65875,69728,54467,47031,71636,75982,75716,76767,80153,63721,55057,70908,69403,75845,72586,70202,51844,49831,51237,68021,74489,71748,75143,49200,48028,72187,71928,75997,79289,83506
NY-New York,7131,1305,1296,1818,1759,1476,1565,1261,1158,1145,1469,1825,1184,1142,1074,1182,1145,1270,1260,1315,1054,1207,1304,1372,1389,1323,1233,1238,1086,1014,1126,1373
NY-New York,8131,9593,10453,11647,11581,14627,11495,13257,13558,13576,14391,14230,16750,12389,12176,13443,12575,13032,12041,16304,10233,12585,13382,13495,14977,12795,16633,13401,13085,13762,13845,13992
NY-New York,8121,4460,6665,7402,6540,5637,6870,7579,7901,7928,8304,7946,6560,7540,7073,8024,7928,7805,6887,6613,6472,7593,8040,7843,8718,6618,6458,7722,7659,8060,8437,8629
CA-Los Angeles,7211,19577,17204,18283,17548,14883,15004,15902,16792,17528,18636,18873,15656,13593,14668,16119,15226,17826,19703,17185,14008,14712,14911,16024,16655,16269,14432,14917,13609,13719,15316,16126
CA-Los Angeles,7224,9887,11544,13729,14786,11428,10660,11467,12278,12770,15209,15701,12137,9822,10117,11484,11055,13780,14680,12301,9374,10112,10424,11346,13278,13378,10374,9763,9435,9641,11139,13470
CA-Los Angeles,7225,185125,241327,268860,252654,218113,229216,240436,250250,256449,288843,268508,231480,216345,223861,246966,234376,268033,269484,237781,212910,226834,237184,242916,269521,234462,215252,225977,211260,216915,239882,277399
CA-Los Angeles,7139,32431,46481,49241,44193,37151,52757,54930,56195,56381,57094,48557,39931,49734,52242,55998,51609,51717,47353,39793,43067,51806,53481,52813,52438,41792,35669,50712,49198,49950,52915,53762
CA-Los Angeles,7131,4826,5543,5644,6138,4830,3212,2949,3025,2947,3908,4467,3784,2273,2225,2465,2270,3010,4882,4615,4339,2150,2409,2344,2987,4061,3410,2379,2007,2000,2312,3040
CA-Los Angeles,8131,9505,9552,11007,12199,23167,12250,13748,15037,14529,15581,14960,25398,12545,13876,15594,13478,14765,14971,25297,9465,14293,15158,14819,15040,14633,24739,13488,13414,14705,14692,13750
CA-Los Angeles,8121,5092,8307,9187,8034,6509,8788,9656,10075,10216,10589,8857,7233,8441,9067,9930,9372,9777,8624,7209,7778,9238,9220,9554,9750,7540,6532,8760,8555,8665,9500,9573
FL-Miami-Dade,7211,14695,13415,14933,14413,11719,11572,11228,11675,12244,13956,13784,11656,10909,10005,11322,11670,12776,14419,13707,11159,10198,10818,11101,13021,12350,10602,10881,9376,9687,11349,14573
FL-Miami-Dade,7224,5223,4871,5382,5615,4757,4087,4042,4145,4470,5376,5853,4698,3936,3575,4169,4372,4753,5966,5261,3719,3172,3754,3629,5119,5039,4355,3451,3266,3592,4172,5930
FL-Miami-Dade,7225,58992,77147,89084,81768,68596,79353,80609,84165,85623,95225,87740,68299,75462,71013,83878,82512,83958,87232,71466,69999,71532,80064,73031,93119,75646,63637,76444,67812,70284,77408,99891
FL-Miami-Dade,7139,12586,18930,20081,17346,13788,21485,22733,23394,23206,22291,18948,14429,21890,20460,23308,22617,19343,18310,15286,18507,20126,21927,19741,22195,16035,12883,21078,19307,19752,20621,22919
FL-Miami-Dade,7131,683,878,1033,1197,953,673,672,726,726,736,744,499,635,664,667,765,711,1152,1069,574,574,582,529,675,913,811,626,563,531,627,731
FL-Miami-Dade,8131,2980,2873,3468,3832,7506,4133,4711,4884,4821,5121,4617,7577,4362,4468,4913,4402,4312,4935,7544,2989,4178,4501,4162,4853,4048,7090,4349,4058,4134,4457,4874
FL-Miami-Dade,8121,2535,3870,4214,3406,2781,4414,4623,4769,4865,4932,3906,2923,4307,4069,4776,4558,4220,3788,3133,3798,4163,4862,4075,4780,3250,2629,4359,3881,4072,4298,4841
IL-Cook,7211,10726,10784,12025,11461,8032,9519,10202,10709,11098,12536,11898,9067,10003,9844,11252,10470,12918,15317,11453,8763,9026,9958,9581,11705,10156,7472,9574,8767,8929,9424,11744
IL-Cook,7224,8883,10833,13225,13790,10076,10402,11294,11544,12503,14770,13537,10444,9947,10404,11894,11744,12716,14453,11241,8754,10067,11074,10827,13680,12970,9526,10775,9480,9767,10993,13441
