series,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,12892.344640079324,12880.15971176098,12870.941466879942,12853.168477388896,12828.098032453127,12792.844920430081,12746.618301362625,12689.213369068719,12621.422166859145,12544.668342637082,12460.728336923541,12371.479512378857,12278.727990332021,12184.106775525664,12089.026955791765,11994.664420646259,11901.968178657331,11811.68041839864,11724.361831163937,11640.41818978677,11560.125874083202,11483.655140026272,11411.090621448002,11342.448965635553,11277.693735268984,11216.747825801049,11159.503694258208,11105.831701551182,11055.586854134297,11008.614203645791,10964.753131842188,10923.840716648407,10885.714345601158,10850.21371637208,10817.182340763762,10786.46864854535,10757.926770506123,10731.417065835865,10706.806447043547,10683.968545762466,10662.783754648526,10643.139173881533,10624.928485285878,10608.051772591069,10592.41530267998,10577.931279677914,10564.51758129735,10552.097484871301,10540.599388899756,10529.956534630703,10520.106731143811,10510.992086555241,10502.558747278625,10494.75664672951,10487.539264423152,10480.863396068184
E,0.0,12.184928318344,15.310709040210817,25.42834401115243,37.78461694134532,54.14542049371766,73.29932931431554,94.05459695106393,114.81850068510562,134.16307456461632,151.0215429958488,164.7595960426089,175.1313200681405,182.18687484042658,186.17325715411258,187.44916372256284,186.42082385020873,183.4981721837945,179.0676733266015,173.47747804046833,167.03105472380162,159.98626141883017,152.55764928768596,144.92048045629232,137.21547059471524,129.55364476529257,122.02095392548722,114.68246966977068,107.58608225177127,100.76569161439136,94.2439176107998,88.03437399918181,82.1435580468403,76.57240825249797,71.31757973456764,66.37248208569679,61.7281190820748,57.37376421129499,53.297500897964454,49.48665173006441,45.9281169789722,42.60863925647966,39.51500822389525,36.63421680675684,33.95357831446728,31.46081215929997,29.14410446021415,26.992148656155944,24.994170299622784,23.139939418865474,21.41977319632405,19.82453118673203,18.34560486998182,16.974902984106826,15.70483379840934,14.528285254172648
I,6.0,4.968586694541938,10.206939782701863,16.107698719492618,26.052921595136418,40.466675069262514,60.58307413377378,86.81837399974381,118.92140145834745,155.8877991729237,196.17187808431058,237.96026871342585,279.43416884782977,318.9644755903556,355.22721232851126,387.2494953628338,414.40503021592406,436.37829847211935,453.1129873544677,464.7556966788937,471.6019008087875,474.04801560843885,472.55124119709814,467.5974595607063,459.67665955730234,449.2649577086737,436.81213758185675,422.73363943001624,407.4060242027633,391.1650663142324,374.305769783614,357.0837367115903,339.71743751001156,322.3910356761078,305.2575058428997,288.4418535239654,272.04430030421327,256.14334134395165,240.7986150551595,226.05354958684748,211.93776898689663,198.46925499935236,185.6562695724787,173.49904923796578,161.99128632995064,151.1214141390213,140.8737140049005,131.22926239934958,122.16673551007146,113.66308791163893,105.69412075248603,98.23495360851386,91.26041283306711,84.74534792512117,78.66488617956746,72.99463469911382
R,0.0,1.031413305458062,1.8855243764701366,3.64011995978479,6.409069089717202,10.887624086263765,17.843935268611332,28.25830005979907,43.182571076727406,63.62542370470396,90.42288207562527,124.14526294443439,165.05116083133493,213.0865141228793,267.917214804937,328.9815603476707,395.55060735586187,466.7877510247709,541.8021482343198,619.6932755731946,699.5858104635349,780.6552230257844,862.1451281465402,943.377734426775,1023.758774658325,1102.7782118043112,1180.0078543137745,1255.0968294283587,1327.765679490497,1397.7996785049136,1465.0418208427277,1529.3858127201513,1590.769298921321,1649.167479778645,1704.587213738102,1757.0616559243201,1806.6454501869207,1853.4104686882197,1897.4420770826594,1938.8358929999536,1977.6949994649367,2014.127571941967,2048.2448769970806,2080.1596014435413,2109.984472754935,2137.8311341030976,2163.8092403168685,2188.0257441525264,2210.5843453698826,2231.5850781181266,2251.124014986712,2269.2930687288463,2286.179875097659,2301.867742440596,2316.435655678203,2329.9583240578613
G,6.0,6.0,12.092464159172,19.747818679277408,32.461990684853625,51.354299155526284,78.42700940238511,115.07667405954288,162.10397253507483,219.51322287762764,286.5947601599358,362.1055316578602,444.48532967916464,532.0509897132349,623.1444271334482,716.2310557105045,809.9556375717859,903.1660494968903,994.9151355887875,1084.4489722520882,1171.1877112723223,1254.703238634223,1334.696369343638,1410.975193987481,1483.435434215627,1552.0431695129846,1616.819991895631,1677.8304688583744,1735.1717036932598,1788.9647448191454,1839.3475906263411,1886.469549431741,1930.4867364313318,1971.5585154547518,2009.8447195810008,2045.5035094482846,2078.689750491133,2109.5538100321705,2138.240692137818,2164.8894425868,2189.6327684518324,2212.5968269413183,2233.901146569558,2253.6586506815056,2271.975759084884,2288.9525482421177,2304.6829543217677,2319.255006551875,2332.751080879953,2345.2481660297644,2356.8181357391973,2367.5280223373593,2377.4402879307254,2386.6130903657163,2395.1005418577697,2402.9529587569746
