beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
7.351632319106925,0.20151373146754045,0.7139727827120977,0.0427286517219499,0.04057555217086383,0.04,0.046054323791357196,0.0015049627147716844,0.11919296727857696,0.06059234011071811,0.07142857142857142,0.8999960271277214,0.9200000000000002,0.004405402952986844,0.0056553390760133975,0.03819476073807775,0.9988904596944675,0.9671996776484701,2021-03-26
