beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,eta,c1,metric1,metric2,metric3,r1,r2,r3
71.69496950929017,0.2,0.136991261187457,0.13304542785296328,0.04029625449729411,0.04,0.4006672556035405,0.02448003068774818,0.02801050452568017,2.5933363236583142,0.05,0.9700000000000002,0.3500125787879107,7.898937595465991,0.35656343043857164,0.9617223965365008,0.9842705889846419,0.9955072936865
