beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,Lockdown_init,c1,I_initial,metric1,metric2,r1,r2,reopen,lockdown
4.778274547594868,0.22889924885140972,0.6181415607750961,0.14418624874570324,0.15788580576719805,0.04,0.01115449252577329,0.004777610088538266,0.02818939603870884,0.07918300145800235,0.07142857142857142,0.6828038630297586,0.06409736484174697,0.8700000000000001,0.00010281608551565134,0.020091558247844848,0.02764000770866684,0.9910436292624287,0.9915815127831441,2021-03-24,2021-04-20
