series,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15
S,25048.41129246024,25045.292548807243,25041.48547168134,25036.84653716719,25031.206355904047,25024.366948109582,25016.09968936836,25006.144489260616,24994.210939514014,24979.98232370748,24963.12346062156,24943.293277364966,24920.16268136981,24893.43764207911,24862.886388523115,24828.368387577786,24789.861561551992,24747.483438415686,24701.502017246992,24652.333300933347,24600.524563644634,24546.724963381017,24491.647353409255,24436.026457815366,24380.578673867338,24325.967789103597,24272.77929326837,24221.50423929258
I,5.0,6.118743652998937,7.478323317705161,9.125928504773842,11.1157383660052,13.508850814069326,16.372569229663934,19.778741645540503,23.800794733927482,28.509092646890842,33.964318674056585,40.20877446102523,47.255860671771146,55.07855569376215,63.59838697225007,72.67703312867768,82.11304590299972,91.6459506781066,100.96899157555671,109.75011125897728,117.65880404409924,124.3948826900751,129.71453958580634,133.44961934537275,135.5175555552508,135.92141809688965,134.7413466933595,132.1198619918063
IH,1.0,1.9746454491992056,3.1483279314437143,4.564168154509397,6.273631422127288,8.337713988730542,10.828085158654643,13.828057769356992,17.43320190527561,21.751349848733287,26.901672673385892,33.0124565817735,40.21719546651695,48.648678675349885,58.430924419236625,69.66911197216172,82.43808955915283,96.77051801010478,112.6461351308197,129.9838412902435,148.63818163476307,168.40128811638658,189.01052563993545,210.1611565828741,231.52253873101444,252.75589987228017,273.5316711881458,293.54466787405164
IN,1.0,1.896532135035919,2.9240507347877696,4.1171701117536585,5.516361011551349,7.168742588516072,9.1287782612191,11.45875691073303,14.228892127145174,17.516817984730736,21.406208756264398,25.984217774089622,31.337441130447885,37.546195137597095,44.67708162793759,52.77411677351893,61.849098211333356,71.87231325005287,82.76502858366158,94.39530609753031,106.5784475647834,119.08276395288885,131.6405011506768,143.9628474709759,155.75724287807893,166.74488461584244,176.6764310303371,185.34436726082632
D,0.01,0.025354550800794552,0.05567434466408154,0.10401550582499448,0.17409625761677774,0.2704250499932922,0.3984469029957507,0.564707286639643,0.7770309021355567,1.0447098864106195,1.3786920926488497,1.7917551923387,2.2986466339825657,2.9161636048386845,3.6631422129508753,4.560322810283431,5.630060729306232,6.895860563362695,8.381728398168054,10.111359202547392,12.107202696920853,14.38947520776955,16.97520134107185,19.877373058895117,23.104303214000595,26.65922779647488,30.54018110126435,34.740137042148966
R,0.0,0.1134678649640811,0.32944445030401004,0.6634730161935902,1.1351094988957624,1.768611909353352,2.5937235393514957,3.646539587356899,4.970433277746425,6.616998385999114,8.646939642330954,11.130811086050908,14.149467187715423,17.794057269585615,22.16536870475105,27.37232019781209,33.52943650545481,40.75321154292677,49.157391525040424,58.84737367759123,69.91409287503603,82.42791911209807,96.43317133348899,111.94383818675053,128.9409782145508,147.3720729751476,167.15236917875367,188.16801899881784
G,5.0,8.118743652998937,11.925820778904736,16.564755293055484,22.20493655619638,29.044344350662588,37.311603091884926,47.26680319962707,59.200352946230254,73.4289687527646,90.28783183868669,110.11801509527797,133.248611090434,159.97365038113347,190.52490393712625,225.04290488245388,263.549730908247,305.9278540445538,351.90927521324653,401.0779915268898,452.8867288156026,506.6863290792182,561.7639390509795,617.3848346448684,672.8326185928955,727.4435033566347,780.6319991918604,831.9070531676509
H,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598,12524.205349130598
beta,14.423927649614589,14.423927649614653,14.389886011695763,14.348548258173318,14.298497979170634,14.238113432769477,14.165570535224473,14.078863749521009,13.975852233143025,13.85433898289635,13.71218954381114,13.547493216842081,13.358762847467572,13.14515913758369,12.906713301143819,12.644510930588073,12.360794850416028,12.058950186638134,11.743352934658915,11.419091037943684,11.091596290379252,10.766245969834944,10.44799752688124,10.141107062028794,9.848958644025068,9.574005887778592,9.317807428616375,9.08112767905756
