beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,Lockdown_init,c1,I_initial,metric1,metric2,r1,r2,reopen,lockdown
1.573318238739049,0.2,0.9,0.19984809371071696,0.04987568924675601,0.04000144168483146,0.2187579314684407,0.0046066355880705874,0.045494749096637054,0.5219777396597006,0.039598688791790945,0.8558261248464922,0.0,0.8200000000000001,0.0015566866578197607,0.004269743815931747,0.006349463882818093,0.999788525242583,0.9994286616202873,2021-03-20,2021-04-20
