beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,r1,r2
21.210749913665637,0.04,0.04,0.4857028508047725,0.2,0.048000547823305525,0.04964739259492712,0.5000000964135097,0.3918008856557639,1.6597953404735626,0.03364331423788037,0.9700000000000001,0.22040460513125815,0.1524616899064583,0.9989168258724234,0.9970411424048164
