beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,r1,r2
21.23362506270445,0.08184990648524856,0.15429078386607348,0.09295445096095337,0.010020293740427219,0.09687602377683945,0.056967646317475876,0.49999745372185067,0.5875035458694321,0.9021985815530609,0.028021443263444034,0.9,0.26197781334981446,0.5939805593876102,0.997511263742402,0.9559932091364324
