beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,metric3,r1,r2,r3
9.631957288704855,0.04,0.04,0.41466280161857766,0.032536320084650544,0.01400368768404418,0.07142857142857142,1.0519294351614985,0.20286128642123658,1.5941047790325127,0.05,0.9700000000000001,0.6823135154620967,1.0055200413976706,0.5916546205196066,0.7816059290988084,0.032954305018576546,0.9770271843079785
