beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,antibody ratio,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
10.795500868989517,0.3,0.1,0.11026917640174974,0.2,0.2,0.13762784300446157,0.0071191139652337435,0.01,0.04104514013213343,0.81,0.000463685471953568,0.0,0.03721343171382036,1.4214775170178877,2021-03-18,0.4157712684769815,0.03333333333333333,1.5883915627942469,2021-07-23,0.004492072830878329,0.005126328467238579,0.9996421263730914,0.999635450497758
