beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,r1,r2
12.316252655792088,0.04,0.04,0.11768538464797597,0.041652444901599014,0.02587552163341867,0.04002747110394002,0.49982930270036136,0.779005355860517,0.6015065187106947,0.03589258102827942,0.9800000000000001,0.30293919628966687,37.52138204616596,0.9962768813996108,0.9925810156070634
