series,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,2487.694586302038,2481.1370551105865,2472.605792099053,2461.5269643730644,2447.1739551769865,2428.636406109662,2404.7898830818103,2374.2720586874607,2335.475522385608,2286.5729551187605,2225.5966775249412,2150.5991085984065,2059.9184209680616,1952.5566762118613,1828.637499425557,1689.8458459051365,1539.68327959075,1383.3476011821415,1227.1262157287576,1077.3914126589514,939.5089864360419,817.0528223902345,711.5690959970188,622.8571282047138,549.5314598883393,489.60622079581975,440.9446318390528,401.53369945457143,369.61417235234126,343.716238363965,322.64462379657965,305.4422238789694,291.34863319616414
I,13.0,16.9575311914513,22.0972879646948,28.756658097744324,37.358335674273555,48.424217606743596,62.58589711324646,80.5865420849467,103.26576996980985,131.51518324269566,166.18842418797567,207.94830827691544,257.0393342518772,312.9932121577021,374.31374651246597,438.2426507303933,500.7566868987011,556.9410279275695,601.7742077954396,631.154169306158,642.8057616678358,636.700773380076,614.8443450972765,580.5874438701261,537.7956234124754,490.1617378224999,440.7909792147669,392.0437157562949,345.5544997072661,302.3415337541892,262.9448415707367,227.55827317419957,196.1402092221649
R,0.0,2.6,5.99150623829026,10.410963831229221,16.162295450778085,23.633962585632798,33.31880610698152,45.83598552963081,61.95329394662015,82.60644794058211,108.90948458912125,142.14716942671637,183.73683108209946,235.1446979324749,297.74334036401535,372.6060896665085,460.2546198125872,560.4059571923274,671.7941627778413,792.1490043369292,918.3798381981609,1046.940990531728,1174.281145207743,1297.2500142271983,1413.3675030012237,1520.9266276837188,1618.9589752482188,1707.1171710911722,1785.525914242431,1854.6368141838843,1915.1051209347222,1967.6940892488697,2013.2057438837096
G,13.0,19.5575311914513,28.088794202985063,39.167621928973546,53.52063112505164,72.0581801923764,95.90470322022799,126.42252761457752,165.21906391643,214.12163118327777,275.0979087770969,350.0954777036318,440.7761653339767,548.137910090177,672.0570868764813,810.8487403969018,961.0113067112883,1117.346985119897,1273.5683705732808,1423.3031736430871,1561.1855998659967,1683.6417639118042,1789.1254903050199,1877.8374580973248,1951.1631264136993,2011.088365506219,2059.749954462986,2099.1608868474673,2131.0804139496977,2156.978347938074,2178.0499625054595,2195.25236242307,2209.345953105875
