series,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15
S,2528.3538660235317,2525.6583517662075,2522.467374921265,2518.6919189680325,2514.2278026858303,2508.9534309008545,2502.727348878531,2495.3856447428484,2486.7392790161616,2476.5714682954494,2464.635314128387,2450.6519508086294,2434.30958819606,2415.263946033361,2393.1407077097783,2367.5407490189964,2338.0489944792866,2304.247778515916,2265.7354830743593,2222.150915687593,2173.203310036139,2118.706925210631,2058.6180026159445,1993.0704323307523,1922.405153716334,1847.1874871855848,1768.206759848087,1686.4541505045818,1603.0777208622007,1519.3176846162203,1436.4291231679706,1355.6023365258568,1277.8917773236938,1204.1627073690397
I,7.0,8.295514257324163,9.827388250801596,11.637366553874129,13.774009525301533,16.29357940521702,19.26094554649725,22.750460572880463,26.846734184991355,31.64519806870524,37.25231262202639,43.785213417378785,51.37053334647274,60.142068839876984,70.23689339548424,81.78947340716937,94.92333326544505,109.7398825757268,126.30420150213796,144.6279285884765,164.64994852223535,186.21634364329609,209.06199750932367,232.79716829265112,256.9030132485392,280.74007712958075,303.57278904116254,324.61084057643524,343.0651021035293,358.212117928804,369.4582557912929,376.3933912751481,378.8252722222814,376.78928773247924
R,0.0,1.4000000000000001,3.059102851464833,5.024580501625152,7.352053812399978,10.106855717460284,13.365571598503688,17.217760707803137,21.76785282237923,27.1371996593775,33.466239273118546,40.91670179752383,49.67374448099959,59.947851150294134,71.97626491826954,86.02364359736639,102.38153827880026,121.36620493188927,143.31418144703463,168.57502174746222,197.50060746515751,230.4305971696046,267.6738658982638,309.4862654001285,356.0456990586587,407.42630170836657,463.57431713428275,524.2888749425152,589.2110430578023,657.8240634785082,729.4664870642689,803.3581382225275,878.6368164775571,954.4018709220134
G,7.0,9.695514257324163,12.88649110226643,16.661947055499283,21.126063337701513,26.400435122677308,32.626517145000946,39.96822128068361,48.61458700737059,58.78239772808274,70.71855189514494,84.70191521490261,101.04427782747233,120.08991999017113,142.21315831375378,167.81311700453577,197.30487154424534,231.1060875076161,269.61838294917266,313.2029503359388,362.150555987393,416.64694081290077,476.73586340758754,542.2834336927797,612.948712307198,688.1663788379474,767.1471061754453,848.8997155189505,932.2761451613317,1016.0361814073123,1098.924742855562,1179.7515294976758,1257.462088699839,1331.191158654493
