beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,Lockdown_init,c1,I_initial,metric1,metric2,r1,r2,reopen,lockdown
12.83459163996644,0.20001122755505024,0.8963463899144621,0.06771410906183958,0.05087494160401895,0.15662697212422422,0.4923926776764916,0.009805917954591011,0.11929661101727414,0.07704043702267448,0.07142857142857142,0.8790158887760285,0.0,0.8500000000000001,0.002504687111073769,0.003521005451414672,0.007927292903471233,0.9999050126827103,0.9992630426544926,2021-03-15,2021-04-20
