smoothed_dc,smoothed_dc_se,sample_size,country,region,iso_code,gid_0,gid_1,survey_date
0.178144,0.019061,502.0,India,Chhattisgarh,IND,IND,IND.7_1,20201001
0.174781,0.019315,503.0,India,Chhattisgarh,IND,IND,IND.7_1,20201002
0.207232,0.021078,506.0,India,Chhattisgarh,IND,IND,IND.7_1,20201003
0.2377,0.022711,465.0,India,Chhattisgarh,IND,IND,IND.7_1,20201004
0.235833,0.023109,442.0,India,Chhattisgarh,IND,IND,IND.7_1,20201005
0.241343,0.023433,431.0,India,Chhattisgarh,IND,IND,IND.7_1,20201006
0.257292,0.024447,451.0,India,Chhattisgarh,IND,IND,IND.7_1,20201007
0.241609,0.024263,440.0,India,Chhattisgarh,IND,IND,IND.7_1,20201008
0.241838,0.024173,422.0,India,Chhattisgarh,IND,IND,IND.7_1,20201009
0.22672,0.023924,401.0,India,Chhattisgarh,IND,IND,IND.7_1,20201010
0.22624,0.024635,391.0,India,Chhattisgarh,IND,IND,IND.7_1,20201011
0.239737,0.025743,395.0,India,Chhattisgarh,IND,IND,IND.7_1,20201012
0.227962,0.025173,394.0,India,Chhattisgarh,IND,IND,IND.7_1,20201013
0.244952,0.025508,375.0,India,Chhattisgarh,IND,IND,IND.7_1,20201014
0.250419,0.026151,353.0,India,Chhattisgarh,IND,IND,IND.7_1,20201015
0.244641,0.026038,352.0,India,Chhattisgarh,IND,IND,IND.7_1,20201016
0.242623,0.026659,346.0,India,Chhattisgarh,IND,IND,IND.7_1,20201017
0.23316,0.026123,340.0,India,Chhattisgarh,IND,IND,IND.7_1,20201018
0.222403,0.024954,331.0,India,Chhattisgarh,IND,IND,IND.7_1,20201019
0.251483,0.027582,309.0,India,Chhattisgarh,IND,IND,IND.7_1,20201020
0.229627,0.026972,293.0,India,Chhattisgarh,IND,IND,IND.7_1,20201021
0.228424,0.026925,292.0,India,Chhattisgarh,IND,IND,IND.7_1,20201022
0.253179,0.028899,289.0,India,Chhattisgarh,IND,IND,IND.7_1,20201023
0.228063,0.026914,283.0,India,Chhattisgarh,IND,IND,IND.7_1,20201024
0.23884,0.027749,269.0,India,Chhattisgarh,IND,IND,IND.7_1,20201025
0.228006,0.029615,229.0,India,Chhattisgarh,IND,IND,IND.7_1,20201026
0.198918,0.027828,223.0,India,Chhattisgarh,IND,IND,IND.7_1,20201027
0.224691,0.029867,221.0,India,Chhattisgarh,IND,IND,IND.7_1,20201028
0.24644,0.031375,227.0,India,Chhattisgarh,IND,IND,IND.7_1,20201029
0.232617,0.030829,212.0,India,Chhattisgarh,IND,IND,IND.7_1,20201030
0.254946,0.033236,200.0,India,Chhattisgarh,IND,IND,IND.7_1,20201031
0.243384,0.032135,210.0,India,Chhattisgarh,IND,IND,IND.7_1,20201101
0.252223,0.031935,217.0,India,Chhattisgarh,IND,IND,IND.7_1,20201102
0.257368,0.031533,225.0,India,Chhattisgarh,IND,IND,IND.7_1,20201103
0.240657,0.031711,208.0,India,Chhattisgarh,IND,IND,IND.7_1,20201104
0.217289,0.031119,192.0,India,Chhattisgarh,IND,IND,IND.7_1,20201105
0.218537,0.030723,202.0,India,Chhattisgarh,IND,IND,IND.7_1,20201106
0.215815,0.030768,197.0,India,Chhattisgarh,IND,IND,IND.7_1,20201107
0.207445,0.031061,185.0,India,Chhattisgarh,IND,IND,IND.7_1,20201108
0.208885,0.031021,192.0,India,Chhattisgarh,IND,IND,IND.7_1,20201109
0.215828,0.033237,176.0,India,Chhattisgarh,IND,IND,IND.7_1,20201110
0.195942,0.031589,176.0,India,Chhattisgarh,IND,IND,IND.7_1,20201111
0.208038,0.033104,166.0,India,Chhattisgarh,IND,IND,IND.7_1,20201112
0.197037,0.032797,157.0,India,Chhattisgarh,IND,IND,IND.7_1,20201113
0.225462,0.035419,158.0,India,Chhattisgarh,IND,IND,IND.7_1,20201114
0.21319,0.035143,154.0,India,Chhattisgarh,IND,IND,IND.7_1,20201115
0.212054,0.034469,158.0,India,Chhattisgarh,IND,IND,IND.7_1,20201116
0.210694,0.033632,163.0,India,Chhattisgarh,IND,IND,IND.7_1,20201117
0.241055,0.033716,199.0,India,Chhattisgarh,IND,IND,IND.7_1,20201118
0.247924,0.032141,229.0,India,Chhattisgarh,IND,IND,IND.7_1,20201119
0.263037,0.031303,268.0,India,Chhattisgarh,IND,IND,IND.7_1,20201120
0.268225,0.029076,315.0,India,Chhattisgarh,IND,IND,IND.7_1,20201121
0.270109,0.027763,358.0,India,Chhattisgarh,IND,IND,IND.7_1,20201122
0.201295,0.039474,128.0,India,Chhattisgarh,IND,IND,IND.7_1,20201124
0.205103,0.03404,184.0,India,Chhattisgarh,IND,IND,IND.7_1,20201125
0.234763,0.0308,249.0,India,Chhattisgarh,IND,IND,IND.7_1,20201126
0.230638,0.027041,306.0,India,Chhattisgarh,IND,IND,IND.7_1,20201127
0.228904,0.025345,363.0,India,Chhattisgarh,IND,IND,IND.7_1,20201128
0.234759,0.023673,429.0,India,Chhattisgarh,IND,IND,IND.7_1,20201129
0.24425,0.024147,444.0,India,Chhattisgarh,IND,IND,IND.7_1,20201130
0.232472,0.023683,423.0,India,Chhattisgarh,IND,IND,IND.7_1,20201201
0.248743,0.024539,409.0,India,Chhattisgarh,IND,IND,IND.7_1,20201202
0.238695,0.023943,403.0,India,Chhattisgarh,IND,IND,IND.7_1,20201203
0.250441,0.024006,423.0,India,Chhattisgarh,IND,IND,IND.7_1,20201204
0.247257,0.023279,439.0,India,Chhattisgarh,IND,IND,IND.7_1,20201205
0.235684,0.022774,425.0,India,Chhattisgarh,IND,IND,IND.7_1,20201206
0.246173,0.022987,418.0,India,Chhattisgarh,IND,IND,IND.7_1,20201207
0.258063,0.023871,413.0,India,Chhattisgarh,IND,IND,IND.7_1,20201208
0.251162,0.023768,409.0,India,Chhattisgarh,IND,IND,IND.7_1,20201209
0.240932,0.023714,402.0,India,Chhattisgarh,IND,IND,IND.7_1,20201210
0.235458,0.024305,382.0,India,Chhattisgarh,IND,IND,IND.7_1,20201211
0.230661,0.024244,364.0,India,Chhattisgarh,IND,IND,IND.7_1,20201212
0.244675,0.025188,362.0,India,Chhattisgarh,IND,IND,IND.7_1,20201213
0.238481,0.024961,369.0,India,Chhattisgarh,IND,IND,IND.7_1,20201214
0.230994,0.024696,373.0,India,Chhattisgarh,IND,IND,IND.7_1,20201215
0.237607,0.024682,383.0,India,Chhattisgarh,IND,IND,IND.7_1,20201216
0.259773,0.025285,399.0,India,Chhattisgarh,IND,IND,IND.7_1,20201217
0.247988,0.024718,391.0,India,Chhattisgarh,IND,IND,IND.7_1,20201218
0.257363,0.025319,400.0,India,Chhattisgarh,IND,IND,IND.7_1,20201219
0.249596,0.024281,420.0,India,Chhattisgarh,IND,IND,IND.7_1,20201220
0.245781,0.024765,401.0,India,Chhattisgarh,IND,IND,IND.7_1,20201221
0.254728,0.025353,397.0,India,Chhattisgarh,IND,IND,IND.7_1,20201222
0.224826,0.023516,403.0,India,Chhattisgarh,IND,IND,IND.7_1,20201223
0.206748,0.023046,395.0,India,Chhattisgarh,IND,IND,IND.7_1,20201224
0.218673,0.023631,394.0,India,Chhattisgarh,IND,IND,IND.7_1,20201225
0.21521,0.023409,380.0,India,Chhattisgarh,IND,IND,IND.7_1,20201226
0.235414,0.024884,362.0,India,Chhattisgarh,IND,IND,IND.7_1,20201227
0.223812,0.024256,355.0,India,Chhattisgarh,IND,IND,IND.7_1,20201228
0.209486,0.02334,344.0,India,Chhattisgarh,IND,IND,IND.7_1,20201229
0.24317,0.025706,332.0,India,Chhattisgarh,IND,IND,IND.7_1,20201230
0.235644,0.025562,310.0,India,Chhattisgarh,IND,IND,IND.7_1,20201231
0.228396,0.026494,283.0,India,Chhattisgarh,IND,IND,IND.7_1,20210101
0.254603,0.028254,274.0,India,Chhattisgarh,IND,IND,IND.7_1,20210102
0.249383,0.028653,264.0,India,Chhattisgarh,IND,IND,IND.7_1,20210103
0.2552,0.029784,250.0,India,Chhattisgarh,IND,IND,IND.7_1,20210104
0.262438,0.030257,254.0,India,Chhattisgarh,IND,IND,IND.7_1,20210105
0.250654,0.029717,250.0,India,Chhattisgarh,IND,IND,IND.7_1,20210106
0.259952,0.030006,254.0,India,Chhattisgarh,IND,IND,IND.7_1,20210107
0.290731,0.02995,268.0,India,Chhattisgarh,IND,IND,IND.7_1,20210108
0.266998,0.029152,259.0,India,Chhattisgarh,IND,IND,IND.7_1,20210109
0.250136,0.028732,246.0,India,Chhattisgarh,IND,IND,IND.7_1,20210110
0.255922,0.027451,270.0,India,Chhattisgarh,IND,IND,IND.7_1,20210111
0.273185,0.028906,259.0,India,Chhattisgarh,IND,IND,IND.7_1,20210112
0.270071,0.029157,256.0,India,Chhattisgarh,IND,IND,IND.7_1,20210113
0.288586,0.030611,245.0,India,Chhattisgarh,IND,IND,IND.7_1,20210114
0.261529,0.030316,237.0,India,Chhattisgarh,IND,IND,IND.7_1,20210115
0.254512,0.030218,230.0,India,Chhattisgarh,IND,IND,IND.7_1,20210116
0.255829,0.031289,217.0,India,Chhattisgarh,IND,IND,IND.7_1,20210117
0.255054,0.033626,192.0,India,Chhattisgarh,IND,IND,IND.7_1,20210118
0.245764,0.032604,194.0,India,Chhattisgarh,IND,IND,IND.7_1,20210119
0.244347,0.03316,186.0,India,Chhattisgarh,IND,IND,IND.7_1,20210120
0.233419,0.032558,191.0,India,Chhattisgarh,IND,IND,IND.7_1,20210121
0.220296,0.031718,202.0,India,Chhattisgarh,IND,IND,IND.7_1,20210122
0.228362,0.032868,215.0,India,Chhattisgarh,IND,IND,IND.7_1,20210123
0.21736,0.031694,239.0,India,Chhattisgarh,IND,IND,IND.7_1,20210124
0.216435,0.031603,258.0,India,Chhattisgarh,IND,IND,IND.7_1,20210125
0.21251,0.032725,264.0,India,Chhattisgarh,IND,IND,IND.7_1,20210126
0.219059,0.033019,287.0,India,Chhattisgarh,IND,IND,IND.7_1,20210127
0.247714,0.035237,303.0,India,Chhattisgarh,IND,IND,IND.7_1,20210128
0.251432,0.035532,300.0,India,Chhattisgarh,IND,IND,IND.7_1,20210129
0.233569,0.03297,295.0,India,Chhattisgarh,IND,IND,IND.7_1,20210130
0.266437,0.035384,297.0,India,Chhattisgarh,IND,IND,IND.7_1,20210131
0.269697,0.036284,276.0,India,Chhattisgarh,IND,IND,IND.7_1,20210201
0.26923,0.036355,255.0,India,Chhattisgarh,IND,IND,IND.7_1,20210202
0.257302,0.033198,263.0,India,Chhattisgarh,IND,IND,IND.7_1,20210203
0.243707,0.033026,257.0,India,Chhattisgarh,IND,IND,IND.7_1,20210204
0.252774,0.035792,259.0,India,Chhattisgarh,IND,IND,IND.7_1,20210205
0.273687,0.037461,265.0,India,Chhattisgarh,IND,IND,IND.7_1,20210206
0.253874,0.036696,252.0,India,Chhattisgarh,IND,IND,IND.7_1,20210207
0.265438,0.036322,262.0,India,Chhattisgarh,IND,IND,IND.7_1,20210208
0.276585,0.037585,285.0,India,Chhattisgarh,IND,IND,IND.7_1,20210209
0.299362,0.043082,269.0,India,Chhattisgarh,IND,IND,IND.7_1,20210210
0.270316,0.039804,266.0,India,Chhattisgarh,IND,IND,IND.7_1,20210211
0.260285,0.037401,275.0,India,Chhattisgarh,IND,IND,IND.7_1,20210212
0.244316,0.037237,271.0,India,Chhattisgarh,IND,IND,IND.7_1,20210213
0.272665,0.038411,276.0,India,Chhattisgarh,IND,IND,IND.7_1,20210214
0.288668,0.040214,284.0,India,Chhattisgarh,IND,IND,IND.7_1,20210215
0.295012,0.03784,282.0,India,Chhattisgarh,IND,IND,IND.7_1,20210216
0.2658,0.034954,280.0,India,Chhattisgarh,IND,IND,IND.7_1,20210217
0.258131,0.035819,267.0,India,Chhattisgarh,IND,IND,IND.7_1,20210218
0.285677,0.038825,272.0,India,Chhattisgarh,IND,IND,IND.7_1,20210219
0.307356,0.038117,290.0,India,Chhattisgarh,IND,IND,IND.7_1,20210220
0.291071,0.037191,300.0,India,Chhattisgarh,IND,IND,IND.7_1,20210221
0.302568,0.037032,292.0,India,Chhattisgarh,IND,IND,IND.7_1,20210222
0.28911,0.037614,292.0,India,Chhattisgarh,IND,IND,IND.7_1,20210223
0.304039,0.038382,295.0,India,Chhattisgarh,IND,IND,IND.7_1,20210224
0.284657,0.034067,318.0,India,Chhattisgarh,IND,IND,IND.7_1,20210225
0.267209,0.032237,306.0,India,Chhattisgarh,IND,IND,IND.7_1,20210226
0.280593,0.033956,302.0,India,Chhattisgarh,IND,IND,IND.7_1,20210227
0.259689,0.031801,304.0,India,Chhattisgarh,IND,IND,IND.7_1,20210228
0.236177,0.030917,313.0,India,Chhattisgarh,IND,IND,IND.7_1,20210301
0.261859,0.031512,320.0,India,Chhattisgarh,IND,IND,IND.7_1,20210302
0.259224,0.03163,316.0,India,Chhattisgarh,IND,IND,IND.7_1,20210303
0.269602,0.033699,313.0,India,Chhattisgarh,IND,IND,IND.7_1,20210304
0.282698,0.034211,318.0,India,Chhattisgarh,IND,IND,IND.7_1,20210305
0.24822,0.031478,314.0,India,Chhattisgarh,IND,IND,IND.7_1,20210306
0.268145,0.032819,313.0,India,Chhattisgarh,IND,IND,IND.7_1,20210307
0.273988,0.03282,319.0,India,Chhattisgarh,IND,IND,IND.7_1,20210308
0.229615,0.030608,313.0,India,Chhattisgarh,IND,IND,IND.7_1,20210309
0.241966,0.031434,315.0,India,Chhattisgarh,IND,IND,IND.7_1,20210310
0.243665,0.030876,314.0,India,Chhattisgarh,IND,IND,IND.7_1,20210311
0.237875,0.030861,308.0,India,Chhattisgarh,IND,IND,IND.7_1,20210312
0.244254,0.031276,298.0,India,Chhattisgarh,IND,IND,IND.7_1,20210313
0.235362,0.031235,296.0,India,Chhattisgarh,IND,IND,IND.7_1,20210314
0.214641,0.029884,289.0,India,Chhattisgarh,IND,IND,IND.7_1,20210315
0.210524,0.028311,314.0,India,Chhattisgarh,IND,IND,IND.7_1,20210316
0.209292,0.028497,319.0,India,Chhattisgarh,IND,IND,IND.7_1,20210317
0.20678,0.028319,322.0,India,Chhattisgarh,IND,IND,IND.7_1,20210318
0.189084,0.026063,333.0,India,Chhattisgarh,IND,IND,IND.7_1,20210319
0.191394,0.026626,356.0,India,Chhattisgarh,IND,IND,IND.7_1,20210320
0.186243,0.02641,360.0,India,Chhattisgarh,IND,IND,IND.7_1,20210321
0.181451,0.026622,380.0,India,Chhattisgarh,IND,IND,IND.7_1,20210322
0.208257,0.030248,364.0,India,Chhattisgarh,IND,IND,IND.7_1,20210323
0.229237,0.031204,360.0,India,Chhattisgarh,IND,IND,IND.7_1,20210324
0.233365,0.032239,362.0,India,Chhattisgarh,IND,IND,IND.7_1,20210325
0.237693,0.032742,360.0,India,Chhattisgarh,IND,IND,IND.7_1,20210326
0.23173,0.03163,357.0,India,Chhattisgarh,IND,IND,IND.7_1,20210327
0.233352,0.030165,365.0,India,Chhattisgarh,IND,IND,IND.7_1,20210328
0.250012,0.0312,352.0,India,Chhattisgarh,IND,IND,IND.7_1,20210329
0.245002,0.030669,355.0,India,Chhattisgarh,IND,IND,IND.7_1,20210330
0.217612,0.027684,373.0,India,Chhattisgarh,IND,IND,IND.7_1,20210331
0.218287,0.027162,377.0,India,Chhattisgarh,IND,IND,IND.7_1,20210401
0.225017,0.027605,420.0,India,Chhattisgarh,IND,IND,IND.7_1,20210402
0.22236,0.027184,435.0,India,Chhattisgarh,IND,IND,IND.7_1,20210403
0.230159,0.029418,449.0,India,Chhattisgarh,IND,IND,IND.7_1,20210404
0.236319,0.028762,481.0,India,Chhattisgarh,IND,IND,IND.7_1,20210405
0.225625,0.027585,501.0,India,Chhattisgarh,IND,IND,IND.7_1,20210406
0.225562,0.02808,519.0,India,Chhattisgarh,IND,IND,IND.7_1,20210407
0.214831,0.027417,527.0,India,Chhattisgarh,IND,IND,IND.7_1,20210408
0.215476,0.026782,526.0,India,Chhattisgarh,IND,IND,IND.7_1,20210409
0.216481,0.026984,538.0,India,Chhattisgarh,IND,IND,IND.7_1,20210410
0.191122,0.022646,548.0,India,Chhattisgarh,IND,IND,IND.7_1,20210411
0.167314,0.020713,558.0,India,Chhattisgarh,IND,IND,IND.7_1,20210412
0.152033,0.019052,586.0,India,Chhattisgarh,IND,IND,IND.7_1,20210413
0.156964,0.020201,617.0,India,Chhattisgarh,IND,IND,IND.7_1,20210414
0.150248,0.018685,644.0,India,Chhattisgarh,IND,IND,IND.7_1,20210415
0.134661,0.017455,650.0,India,Chhattisgarh,IND,IND,IND.7_1,20210416
0.122294,0.016534,669.0,India,Chhattisgarh,IND,IND,IND.7_1,20210417
0.119432,0.016318,706.0,India,Chhattisgarh,IND,IND,IND.7_1,20210418
0.113914,0.016334,708.0,India,Chhattisgarh,IND,IND,IND.7_1,20210419
0.123189,0.016623,707.0,India,Chhattisgarh,IND,IND,IND.7_1,20210420
0.11849,0.015699,693.0,India,Chhattisgarh,IND,IND,IND.7_1,20210421
0.125866,0.01745,698.0,India,Chhattisgarh,IND,IND,IND.7_1,20210422
0.118467,0.016894,714.0,India,Chhattisgarh,IND,IND,IND.7_1,20210423
0.123276,0.019114,710.0,India,Chhattisgarh,IND,IND,IND.7_1,20210424
0.118439,0.019854,690.0,India,Chhattisgarh,IND,IND,IND.7_1,20210425
0.118888,0.019159,688.0,India,Chhattisgarh,IND,IND,IND.7_1,20210426
0.107923,0.018665,691.0,India,Chhattisgarh,IND,IND,IND.7_1,20210427
0.092084,0.017217,688.0,India,Chhattisgarh,IND,IND,IND.7_1,20210428
0.096376,0.017632,684.0,India,Chhattisgarh,IND,IND,IND.7_1,20210429
0.111271,0.019953,653.0,India,Chhattisgarh,IND,IND,IND.7_1,20210430
0.115557,0.018169,637.0,India,Chhattisgarh,IND,IND,IND.7_1,20210501
0.122741,0.018845,623.0,India,Chhattisgarh,IND,IND,IND.7_1,20210502
0.123289,0.018526,624.0,India,Chhattisgarh,IND,IND,IND.7_1,20210503
0.137783,0.020207,602.0,India,Chhattisgarh,IND,IND,IND.7_1,20210504
0.151545,0.021125,588.0,India,Chhattisgarh,IND,IND,IND.7_1,20210505
0.138194,0.019337,569.0,India,Chhattisgarh,IND,IND,IND.7_1,20210506
0.126387,0.017699,557.0,India,Chhattisgarh,IND,IND,IND.7_1,20210507
0.13444,0.019817,549.0,India,Chhattisgarh,IND,IND,IND.7_1,20210508
0.146993,0.021393,544.0,India,Chhattisgarh,IND,IND,IND.7_1,20210509
0.152909,0.022962,542.0,India,Chhattisgarh,IND,IND,IND.7_1,20210510
0.135048,0.02135,542.0,India,Chhattisgarh,IND,IND,IND.7_1,20210511
0.131609,0.021229,528.0,India,Chhattisgarh,IND,IND,IND.7_1,20210512
0.137437,0.021676,523.0,India,Chhattisgarh,IND,IND,IND.7_1,20210513
0.149705,0.021962,542.0,India,Chhattisgarh,IND,IND,IND.7_1,20210514
0.136802,0.019083,538.0,India,Chhattisgarh,IND,IND,IND.7_1,20210515
0.120961,0.016673,531.0,India,Chhattisgarh,IND,IND,IND.7_1,20210516
0.131075,0.018875,504.0,India,Chhattisgarh,IND,IND,IND.7_1,20210517
0.128983,0.01904,497.0,India,Chhattisgarh,IND,IND,IND.7_1,20210518
0.150233,0.019739,499.0,India,Chhattisgarh,IND,IND,IND.7_1,20210519
0.144695,0.021789,417.0,India,Chhattisgarh,IND,IND,IND.7_1,20210520
0.149555,0.024624,336.0,India,Chhattisgarh,IND,IND,IND.7_1,20210521
0.152371,0.028785,272.0,India,Chhattisgarh,IND,IND,IND.7_1,20210522
0.166956,0.034979,208.0,India,Chhattisgarh,IND,IND,IND.7_1,20210523
0.162223,0.035863,154.0,India,Chhattisgarh,IND,IND,IND.7_1,20210524
0.226783,0.03783,229.0,India,Goa,IND,IND,IND.10_1,20200715
0.220545,0.035873,240.0,India,Goa,IND,IND,IND.10_1,20200716
0.234413,0.036715,242.0,India,Goa,IND,IND,IND.10_1,20200717
0.219688,0.036707,245.0,India,Goa,IND,IND,IND.10_1,20200718
0.21024,0.034982,267.0,India,Goa,IND,IND,IND.10_1,20200719
0.193906,0.034024,258.0,India,Goa,IND,IND,IND.10_1,20200720
0.18211,0.032634,264.0,India,Goa,IND,IND,IND.10_1,20200721
0.218585,0.036432,271.0,India,Goa,IND,IND,IND.10_1,20200722
0.218902,0.038024,269.0,India,Goa,IND,IND,IND.10_1,20200723
0.211993,0.037116,273.0,India,Goa,IND,IND,IND.10_1,20200724
0.211784,0.036317,277.0,India,Goa,IND,IND,IND.10_1,20200725
0.219519,0.038911,255.0,India,Goa,IND,IND,IND.10_1,20200726
0.209503,0.037174,251.0,India,Goa,IND,IND,IND.10_1,20200727
0.247255,0.040625,238.0,India,Goa,IND,IND,IND.10_1,20200728
0.236905,0.038079,224.0,India,Goa,IND,IND,IND.10_1,20200729
0.232787,0.038136,207.0,India,Goa,IND,IND,IND.10_1,20200730
0.215533,0.037146,196.0,India,Goa,IND,IND,IND.10_1,20200731
0.217986,0.038082,184.0,India,Goa,IND,IND,IND.10_1,20200801
0.24722,0.03978,190.0,India,Goa,IND,IND,IND.10_1,20200802
0.250275,0.040183,199.0,India,Goa,IND,IND,IND.10_1,20200803
0.250134,0.039981,191.0,India,Goa,IND,IND,IND.10_1,20200804
0.236124,0.03969,191.0,India,Goa,IND,IND,IND.10_1,20200805
0.250518,0.042376,195.0,India,Goa,IND,IND,IND.10_1,20200806
0.270399,0.043591,191.0,India,Goa,IND,IND,IND.10_1,20200807
0.320442,0.051498,182.0,India,Goa,IND,IND,IND.10_1,20200808
0.297248,0.048497,177.0,India,Goa,IND,IND,IND.10_1,20200809
0.32475,0.053247,157.0,India,Goa,IND,IND,IND.10_1,20200810
0.262786,0.046668,164.0,India,Goa,IND,IND,IND.10_1,20200811
0.260016,0.04587,162.0,India,Goa,IND,IND,IND.10_1,20200812
0.245917,0.044284,156.0,India,Goa,IND,IND,IND.10_1,20200813
0.264527,0.045271,160.0,India,Goa,IND,IND,IND.10_1,20200814
0.226124,0.040455,162.0,India,Goa,IND,IND,IND.10_1,20200815
0.213268,0.040998,155.0,India,Goa,IND,IND,IND.10_1,20200816
0.223407,0.041373,161.0,India,Goa,IND,IND,IND.10_1,20200817
0.249265,0.046069,167.0,India,Goa,IND,IND,IND.10_1,20200818
0.245934,0.047205,172.0,India,Goa,IND,IND,IND.10_1,20200819
0.272823,0.050261,173.0,India,Goa,IND,IND,IND.10_1,20200820
0.245924,0.048897,171.0,India,Goa,IND,IND,IND.10_1,20200821
0.274041,0.051692,167.0,India,Goa,IND,IND,IND.10_1,20200822
0.291487,0.054901,161.0,India,Goa,IND,IND,IND.10_1,20200823
0.263826,0.053853,163.0,India,Goa,IND,IND,IND.10_1,20200824
0.287918,0.053123,155.0,India,Goa,IND,IND,IND.10_1,20200825
0.282335,0.049395,158.0,India,Goa,IND,IND,IND.10_1,20200826
0.285979,0.048446,159.0,India,Goa,IND,IND,IND.10_1,20200827
0.331097,0.051276,158.0,India,Goa,IND,IND,IND.10_1,20200828
0.319379,0.051571,157.0,India,Goa,IND,IND,IND.10_1,20200829
0.346688,0.049263,167.0,India,Goa,IND,IND,IND.10_1,20200830
0.35064,0.048709,165.0,India,Goa,IND,IND,IND.10_1,20200831
0.339631,0.049231,163.0,India,Goa,IND,IND,IND.10_1,20200901
0.357105,0.053126,157.0,India,Goa,IND,IND,IND.10_1,20200902
0.327828,0.049494,164.0,India,Goa,IND,IND,IND.10_1,20200903
0.276587,0.046524,160.0,India,Goa,IND,IND,IND.10_1,20200904
0.299885,0.05016,161.0,India,Goa,IND,IND,IND.10_1,20200905
0.265395,0.051829,152.0,India,Goa,IND,IND,IND.10_1,20200906
0.254489,0.052765,151.0,India,Goa,IND,IND,IND.10_1,20200907
0.271637,0.053308,151.0,India,Goa,IND,IND,IND.10_1,20200908
0.262046,0.052107,148.0,India,Goa,IND,IND,IND.10_1,20200909
0.267497,0.053938,137.0,India,Goa,IND,IND,IND.10_1,20200910
0.27385,0.055582,135.0,India,Goa,IND,IND,IND.10_1,20200911
0.263517,0.051222,136.0,India,Goa,IND,IND,IND.10_1,20200912
0.224447,0.045743,133.0,India,Goa,IND,IND,IND.10_1,20200913
0.211679,0.041736,134.0,India,Goa,IND,IND,IND.10_1,20200914
0.199054,0.042824,131.0,India,Goa,IND,IND,IND.10_1,20200915
0.198711,0.043782,126.0,India,Goa,IND,IND,IND.10_1,20200916
0.198661,0.043883,125.0,India,Goa,IND,IND,IND.10_1,20200917
0.221142,0.047112,118.0,India,Goa,IND,IND,IND.10_1,20200918
0.195671,0.046529,110.0,India,Goa,IND,IND,IND.10_1,20200919
0.239477,0.052008,116.0,India,Goa,IND,IND,IND.10_1,20200920
0.260136,0.054058,119.0,India,Goa,IND,IND,IND.10_1,20200921
0.226858,0.049008,121.0,India,Goa,IND,IND,IND.10_1,20200922
0.239727,0.050022,123.0,India,Goa,IND,IND,IND.10_1,20200923
0.264802,0.05053,134.0,India,Goa,IND,IND,IND.10_1,20200924
0.275359,0.05002,144.0,India,Goa,IND,IND,IND.10_1,20200925
0.31164,0.052375,147.0,India,Goa,IND,IND,IND.10_1,20200926
0.292945,0.049541,146.0,India,Goa,IND,IND,IND.10_1,20200927
0.315038,0.053722,146.0,India,Goa,IND,IND,IND.10_1,20200928
0.344475,0.055191,144.0,India,Goa,IND,IND,IND.10_1,20200929
0.336385,0.054575,144.0,India,Goa,IND,IND,IND.10_1,20200930
0.312665,0.052897,143.0,India,Goa,IND,IND,IND.10_1,20201001
0.30467,0.053213,137.0,India,Goa,IND,IND,IND.10_1,20201002
0.280097,0.05213,131.0,India,Goa,IND,IND,IND.10_1,20201003
0.288522,0.052167,134.0,India,Goa,IND,IND,IND.10_1,20201004
0.263753,0.051116,126.0,India,Goa,IND,IND,IND.10_1,20201005
0.254358,0.053409,126.0,India,Goa,IND,IND,IND.10_1,20201006
0.29256,0.05508,128.0,India,Goa,IND,IND,IND.10_1,20201007
0.343857,0.059569,122.0,India,Goa,IND,IND,IND.10_1,20201008
0.336834,0.060846,119.0,India,Goa,IND,IND,IND.10_1,20201009
0.340246,0.061616,121.0,India,Goa,IND,IND,IND.10_1,20201010
0.326721,0.060923,115.0,India,Goa,IND,IND,IND.10_1,20201011
0.32465,0.058329,117.0,India,Goa,IND,IND,IND.10_1,20201012
0.316223,0.054585,118.0,India,Goa,IND,IND,IND.10_1,20201013
0.271093,0.050462,115.0,India,Goa,IND,IND,IND.10_1,20201014
0.200877,0.042232,116.0,India,Goa,IND,IND,IND.10_1,20201015
0.212725,0.043571,120.0,India,Goa,IND,IND,IND.10_1,20201016
0.208066,0.042118,124.0,India,Goa,IND,IND,IND.10_1,20201017
0.218419,0.043579,124.0,India,Goa,IND,IND,IND.10_1,20201018
0.216965,0.044524,113.0,India,Goa,IND,IND,IND.10_1,20201019
0.208979,0.045727,105.0,India,Goa,IND,IND,IND.10_1,20201020
0.217724,0.047009,104.0,India,Goa,IND,IND,IND.10_1,20201021
0.299119,0.052489,106.0,India,Goa,IND,IND,IND.10_1,20201120
0.269292,0.052234,110.0,India,Goa,IND,IND,IND.10_1,20201121
0.300846,0.051012,112.0,India,Goa,IND,IND,IND.10_1,20201122
0.137073,0.038937,109.0,India,Goa,IND,IND,IND.10_1,20201126
0.150814,0.041228,135.0,India,Goa,IND,IND,IND.10_1,20201127
0.195136,0.042239,156.0,India,Goa,IND,IND,IND.10_1,20201128
0.181776,0.037303,176.0,India,Goa,IND,IND,IND.10_1,20201129
0.201835,0.038848,176.0,India,Goa,IND,IND,IND.10_1,20201130
0.207073,0.040948,167.0,India,Goa,IND,IND,IND.10_1,20201201
0.214792,0.041471,160.0,India,Goa,IND,IND,IND.10_1,20201202
0.2225,0.044606,154.0,India,Goa,IND,IND,IND.10_1,20201203
