beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,eta,c1,metric1,metric2,metric3,r1,r2,r3
1.3075085949157264,0.2,0.1,0.04,0.07911263971432984,0.04,0.5,0.028254605372127,0.1104459681640853,0.0,0.2,0.8,0.41015766549495103,2.860944370780651,0.42694972511882584,0.9536541247590893,0.5010997726538975,0.5890698326710788
