series,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,67846.2,67843.6119429863,67839.89274149094,67834.54963736451,67826.87693734007,67815.8658222366,67800.07787761455,67777.46977354058,67745.15431085114,67699.0829321293,67633.64012623124,67541.15700535639,67411.38901424955,67231.0717586137,66983.77200543937,66650.36175162793,66210.47812974497,65645.15016005503,64940.27793545913,64089.994211931,63098.60811071011,61980.27300392008,60756.558511089344,59452.97782027894,58095.663581514076,56708.928945726904,55313.88243724378,53927.90956140999,52564.724386553404,51234.72855234814,49945.49515017051,48702.26923575796,47508.42969055842,46365.88974919957,45275.43149062442,44236.978428895396,43249.813962274595,42312.75431187062,41424.284133638386,40582.66199962774,39786.00181637795,39032.335169784805,38319.65863419698,37645.9692799105,37009.29095201564,36407.693358212215
I,5.0,7.188057013693702,10.332213947963997,14.848740958554973,21.333541706310815,30.637973473265546,43.97488021746655,63.064993874039224,90.33525705355768,129.1798152111169,184.28823589227906,262.02829789574184,370.83402517092543,521.4845587931031,727.0655472639892,1002.3105572943091,1362.0093345937275,1818.376557516163,2377.77865751076,3037.840088438029,3786.198982583872,4601.6381707671935,5457.22160993656,6324.224571952038,7175.600844960734,7988.287413151049,8744.270928582086,9430.702130129303,10039.431134575545,10566.272478014762,11010.204081951215,11372.61366980767,11656.644121422596,11866.652533067643,12007.778588997378,12085.609363606609,12105.925081138883,12074.510725051745,11997.020045279842,11878.880575668101,11725.23031286444,11540.878534428432,11330.284787261979,11097.551358567498,10846.425577776965,10580.309125358232
IH,0.2,0.282134531123631,0.40338721768587266,0.5789486578480361,0.8317080211272185,1.194901409987668,1.7162322741721354,2.4638048743905183,3.5344170456524777,5.064898716342484,7.247208014722029,10.347759596914235,14.730673829192693,20.88284594731644,29.435396153773397,41.17093419820212,57.000199173228346,77.88879654898255,104.72186122231938,138.1175511498762,178.2347050557172,224.64407895190487,276.320707302761,331.76622306777415,389.2162987497295,446.86452481585,503.04653763371203,556.3582946528381,605.7092235454411,650.3254607488389,689.7217831024163,723.6580395824071,752.0911156670419,775.1290205947089,792.9903946570344,805.9706148133882,814.4144672798757,818.694755297227,819.1959783006375,816.302189691629,810.3882110543002,801.813491229893,790.9180171309816,778.0197939619048,763.4135092525253,747.3700762905881
IN,0.2,0.36564226305392555,0.590351340149803,0.9022242178152156,1.3411819444470496,1.9641237304788002,2.8522284371027564,4.1212430740409705,5.935859901858884,8.529556618717097,12.23146791429912,17.501769564671086,24.976295506531855,35.519011558864655,50.276629631968525,70.72229544537615,98.66542762147454,136.19619696577078,185.53429372438882,248.77274773352786,327.55000814114555,422.7285823625103,534.1741220312075,660.6979165879274,800.1664733712715,949.7309611439097,1106.109425007327,1265.8631788607331,1425.6302935208118,1582.3003858681186,1733.1299828520644,1875.806025909184,2008.4683227012451,2129.701956078685,2238.509359498932,2334.2699244338773,2416.69313885398,2485.769606378895,2541.7229441583986,2584.964504443611,2616.0520751772683,2635.6531425109815,2644.5128971306845,2643.426896270577,2633.218120922064,2614.7180664317584
D,0.01,0.027865468876369003,0.05306779730005996,0.08910130621352019,0.14081725235251868,0.21511152118089255,0.32184889093321317,0.47515536232742456,0.6952405088317748,1.0109605974578368,1.4633945493517266,2.1107683954896688,3.0351062805837685,4.3509582547006955,6.216367426309648,8.845753195553801,12.523443413198882,17.61511983457961,24.572719187398036,33.92724494911194,46.264919005854026,62.18615188516265,82.25301088904183,106.93600587011056,136.57180153234964,171.3394598897938,211.25668119004877,256.19249249735014,305.8905014835002,359.9968978904038,418.0887442829973,479.6997595298471,544.3422104463156,611.5245125420314,680.7647295050572,751.6004555800813,823.5956702511642,896.3451518394305,969.4769801894762,1042.6535814593597,1115.571688277598,1187.9615150894329,1259.585384950535,1330.2359910446,1399.7344331157271,1467.9281345624804
R,0.0,0.1343577369460745,0.33823820595976073,0.6413474950558444,1.0858137356902273,1.7320676284745187,2.666932565775018,4.015029274621534,5.954914638960448,8.741836727070782,12.739567398104676,18.46439919078489,26.644884963210913,38.30086683231148,54.84405408458995,78.19870823862858,110.93346545340361,156.38316907947063,218.72453289599042,302.95815579844145,414.753274503283,560.1400121131318,745.0820387510747,975.0074622431978,1254.3909998718223,1586.4586952724783,1973.0439903430279,2414.584342449761,2910.224460321274,3457.9862251297095,4054.9702576407735,4697.563269412911,5381.63453920436,6102.7122285173455,6856.135436717159,7637.181212670626,8441.167680201483,9263.535449562061,10099.90991843324,10946.14714910954,11798.36589624842,12652.968146956435,13506.650279328816,14356.406680244894,15199.52740691706,16033.591239144705
G,5.0,7.588057013693701,11.307258509059494,16.65036263548759,24.323062659927828,35.33417776338743,51.12212238544968,73.73022645941968,106.04568914886129,152.1170678707051,217.55987376875663,310.04299464360173,439.8109857504447,620.1282413862964,867.4279945606306,1200.8382483720698,1640.721870255033,2206.049839944967,2910.922064540857,3761.2057880689867,4752.591889289873,5870.926996079904,7094.641488910645,8398.222179721048,9755.536418485906,11142.27105427308,12537.317562756201,13923.290438589986,15286.475613446572,16616.47144765183,17905.704849829464,19148.930764242017,20342.770309441556,21485.31025080041,22575.768509375554,23614.221571104576,24601.38603772538,25538.44568812935,26426.91586636159,27268.53800037224,28065.198183622026,28818.864830215174,29531.541365802994,30205.230720089472,30841.909047984336,31443.50664178776
H,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293,33923.31630255293
beta,10.352228054774784,10.352228054774807,10.348675215363576,10.343573828798824,10.336253837361314,10.325760428850252,10.310738480334248,10.289275831182453,10.258696759534224,10.215302035246268,10.154066211777334,10.068334266375434,9.949618153924048,9.787684502996507,9.57122925491118,9.289477997722022,8.934875399447314,8.506466354226115,8.012710493757488,7.471947676887039,6.9094457080896134,6.35190901632288,5.8219661463345,5.33492952654282,4.898408879881283,4.513847659826622,4.178679701051418,3.8882350198478135,3.63707925358079,3.419812598941591,3.23147520077417,3.067707062159861,2.9247718957311655,2.799514374323068,2.6892906733666337,2.5918933397134967,2.5054805198035868,2.428513577906801,2.3597040678941563,2.29796958384533,2.242397438402824,2.192214973366292,2.1467653628583663,2.1054879051499644,2.0679019553027334,2.0335937997567797
