beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,metric3,r1,r2,r3
5.624080606594061,0.04,0.04,0.18858513312416209,0.01,0.12889680547316593,0.009632348208969053,0.5013463042699117,1.5837753208546077,0.4131749482437619,0.04326796982511673,0.9700000000000001,0.18266819381788388,152.57540188777872,0.5489040724584396,0.990757494969529,-5.772084293153276,0.87739162452355
