series,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15
S,19869.809482798897,19866.92492011823,19862.638103132835,19856.30677752297,19847.03928900385,19833.645119216148,19814.622608007634,19788.22774125889,19752.66590685385,19706.406040687183,19648.533037079236,19578.98783624717,19498.57743999388,19408.76473616031,19311.358029187297,19208.228448626025,19101.119943108766,18991.55386279891,18880.801185461412,18769.893149237283,18659.6491852971,18550.709783791106,18443.568122472683,18338.59792509067,18236.076899527383,18136.205968411286,18039.124832465808,17944.924476972818,17853.6571907145,17765.34458672586,17679.984028239553,17597.553784935597
I,5.0,7.484562680670072,11.172614651610704,16.610131089349004,24.548809121319184,35.97907417931397,52.123259453482774,74.34826544595145,103.9622386153149,141.90512569275788,188.42571924528403,242.89686253772715,303.8755097880043,369.3781728385333,437.23462598446315,505.38543646697735,572.0631070668774,635.8641388113824,695.7476850439703,750.9959064645831,801.1601978875996,846.0067835625857,885.4679021960009,919.600667402331,948.5536395734326,972.5402795236532,991.818193107239,1006.673093151652,1017.4065319578365,1024.3266133898517,1027.741042804972,1027.9520026845307
IH,0.2,0.3808106726595926,0.6436556766244672,1.0288036653226038,1.594498657382132,2.42346423883317,3.630103963122024,5.366738075121042,7.8257482245904715,11.233383547376675,15.8317832049322,21.84980562323452,29.469264762600996,38.796808314067746,49.84951195510065,62.55600398114929,76.76938325231787,92.28614341024337,108.86616388828395,126.25072901430916,144.17723244278923,162.39031981639977,180.64978613955148,198.7357628263593,216.45176148684965,233.62608854689222,250.11206228591175,265.7873788352577,280.55289748423064,294.3310518319208,307.0640418672691,318.71192151017004
IN,0.2,0.3720091515216289,0.6193273997843851,0.9795544888194718,1.5068669260291614,2.277926871864173,3.398284309460932,5.007610381637508,7.2807046823198975,10.420228719039576,14.638078530826851,20.126446109783853,27.02553909395763,35.39822063635148,45.21921639871249,56.379980265455835,68.70478030001529,81.97177910710285,95.93404641711102,110.33757703297795,124.93520129055783,139.4963977613678,153.81355643878604,167.70541276563884,181.01835547310367,193.62621425678313,205.42901531421805,216.35108083490132,226.33875295205968,235.35794553705023,243.3916671141028,250.4376124508567
D,0.01,0.018372521224202312,0.03431424842042831,0.06125935248851157,0.10432775510576474,0.17107762436023471,0.2725301532388648,0.4244957656253652,0.6491614078187931,0.9767676233470295,1.447026334197111,2.109786038698434,3.0244758453245644,4.2581360687571355,5.88227157396134,7.969102058262376,10.58785941342966,13.801625866674424,17.66496433868463,22.222385677445352,27.507570218661943,33.54320491203196,40.341286908371,47.90375775137602,56.223354712734675,65.2845895480578,75.06478647248892,85.53512922207796,96.66168157419443,108.40635701768531,120.72782190970804,133.58232294832334
R,0.0,0.03880765459457623,0.11146768962432513,0.232956679951875,0.4256913352133245,0.7228206683783395,1.1726969119592143,1.8446318716757428,2.8357230150066117,4.277936529197686,6.343838404425435,9.248746242287513,13.247253315139302,18.623408780886468,25.675827699371013,34.70051140103506,45.97440965749793,59.741932804590284,76.2054376494419,95.51973537230667,117.79009566219676,143.0729929554142,171.37882864351207,202.67595696252653,236.8954720253992,273.93634251222863,313.67059315323536,355.94832378219627,400.60242811608066,447.452928296536,496.3108808633005,546.9818382694282
G,5.0,7.884562680670072,12.17137966606431,18.502705275931465,27.770193795049565,41.16436358274988,60.186874791263804,86.58174154001111,122.14357594505066,168.40344211171882,226.27644571966562,295.8216465517314,376.2320428050267,466.04474663859605,563.4514536116086,666.5810341728799,773.6895396901381,883.2556199999933,994.0082973374917,1104.9163335616222,1215.1602975018054,1324.0996990077997,1431.2413603262216,1536.2115577082318,1638.7325832715198,1738.603514387615,1835.684650333093,1929.885005826085,2021.1522920844016,2109.4648960730437,2194.8254545593522,2277.255697863309
H,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296,9935.745826617296
beta,13.540937749544685,13.540937749544684,13.445294860011648,13.305627708168375,13.104576520266749,12.821006187365395,12.43219447386312,11.918855958197438,11.272983800257895,10.505954112980309,9.651681490106593,8.76050861198047,7.885559789589351,7.069221855210211,6.3365403593263885,5.696241012739913,5.1457228697424195,4.676337218511643,4.277222768331214,3.937524733875927,3.64743800245044,3.39855743497324,3.1838783664015544,2.9976485586472568,2.835175869589758,2.692639780311568,2.5669255985510597,2.4554860762788495,2.3562290720454415,2.2674276891862664,2.1876489082079154,2.1156970542304556
