series,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29
S,21974.98053735622,21971.52257808886,21967.221573789877,21961.87253110451,21955.22090618388,21946.95078903706,21936.670358864973,21923.894028812967,21908.020602007284,21888.306664445394,21863.83435646444,21833.472614021608,21795.83098804278,21749.205288312285,21691.51463926931,21620.230198027333,21532.296937911346,21424.05176822531,21291.144121203888,21128.469295388488,20930.130556741682,20689.45330864861,20399.083088180174,20051.207302974548,19637.945505644493,19151.94952734177,18587.23579523295,17940.22987392343,17210.933376924644,16404.032045396634,15529.6755244839,14603.619414679904,13646.48155012277,12682.055128222972,11734.904937207612,10827.738080400748,9979.14958751695,9202.223582716406,8504.176255607772,7886.906761331677,7348.117995829878,6882.632081426299,6483.613002186849,6143.541195958636,5854.899254451057,5610.5984906061985,5404.205634820648,5230.031523892607,5083.133378171716,4959.268496883103,4854.824671828645,4766.742967841361,4692.441795948145,4629.7468525180875,4576.828848835873,4532.149442305455,4494.414982353074,4462.5373146076245,4435.60076169826,4412.834404461632,4393.588856271666,4377.316817422481,4363.556795428253,4351.919470479967,4342.07626867981,4333.749777780612,4326.705701315129,4320.7460982590355,4315.703698032252,4311.437116010634,4307.826823989634,4304.771754256764,4302.186435975511,4299.998579197666,4298.147035612466,4296.580076608846,4295.253938779785,4294.13159496891,4293.181715621922,4292.377790782658,4291.697387748782,4291.121523326296,4290.634132919424,4290.221621465994,4289.872483563386,4289.576982097321,4289.326876344274,4289.115191917279,4288.9360261056545,4288.784383156064,4288.656034884364,4288.547402719106,4288.455457878804,4288.3776368933,4288.311770109269,4288.2560211832415,4288.208835872858,4288.168898696953,4288.135096254981,4288.106486182287,4288.082270875107,4288.061775252342,4288.044427933822,4288.029745310101,4288.017318059532,4288.006799736605,4287.997897113348,4287.99036200446,4287.983984348234,4287.9785863503585,4287.974017527306,4287.970150511125
I,7.0,8.70795926735839,10.831973749503465,13.47302299749429,16.756392168748697,20.83741127338304,25.90848862712479,32.207696522347916,40.02919919744397,49.73583695997171,61.774185700932634,76.69238171852888,95.16091226772252,117.9963839312868,146.18793699144146,180.9253939855576,223.6273056051569,275.96564888990645,339.8818836888512,417.58623858204,511.5284175833368,624.3235612805718,758.6128914288673,916.8354537772752,1100.8883876630111,1311.6622690499826,1548.4604338963047,1808.35124673175,2085.5599320475976,2371.07128056371,2652.6599813355156,2915.5510958056325,3143.80118641136,3322.277311708317,3438.8581747965973,3486.3104879043103,3463.3213588120307,3374.4170239095656,3228.8600950408086,3038.914565556701,2817.974689669325,2578.9669316555733,2333.24427798113,2090.0050147140605,1856.1457025431246,1636.4100407522012,1433.7003863497016,1249.4494006903176,1083.9851962386288,936.8537784675851,807.0841589051472,693.3948231661443,594.3472892678242,508.45541038092597,434.2595614679085,370.37407763135,315.515018175893,268.51393137736966,228.32200144239226,194.00785831842177,164.75144192878207,139.83562029577166,118.63673721605684,100.61487786032905,85.30436019540312,72.30476104575042,61.27264724979584,51.91408849344005,43.97796659686334,37.25005696926593,31.54783474794919,26.715945793831942,22.62227762662723,19.154564997814916,16.217467333560357,13.730059503791086,11.623682456903957,9.840105653553415,8.329958587152406,7.05139377962896,5.96894836859819,5.052575698934689,4.2768221810727125,3.6201280892340524,3.0642339695338747,2.5936769432149487,2.195363460458354,1.8582070223390064,1.5728210783788983,1.3312587583744284,1.126792340480727,0.9537264206184517,0.8072396557660554,0.683250727328383,0.5783048295282288,0.489477548173777,0.4142934715141312,0.35065727954082615,0.29679540162761686,0.2512066239148243,0.21262027511646564,0.17996082910207395,0.15231794034686016,0.12892107898055782,0.10911805980448025,0.09235686778049904,0.07817027409220112,0.06616281445711927,0.05599976706816491,0.04739782317642158,0.040117190434803454,0.03395490900708564
R,0.0,1.75,3.9269898168395976,6.634983254215464,10.003239003589037,14.192337045776211,19.40168986412197,25.87881202090317,33.93073615149015,43.938035950851145,56.371995190844075,71.81554161607724,90.98863704570945,114.77886511264009,144.2779610954618,180.82494534332216,226.05629383971154,281.96312024100075,350.95453246347734,435.92500338569016,540.3215630312002,668.2036674270344,824.2845577471774,1013.9377806043942,1243.146644048713,1518.3687409644658,1846.2843082269615,2233.399416701038,2685.4872283839754,3206.877211395875,3799.6450315368024,4462.810026870681,5191.697800822089,5977.64809742493,6808.217425352009,7667.931969051158,8539.509591027236,9405.339930730242,10248.944186707635,11056.159210467837,11815.887851857013,12520.381524274344,13165.123257188237,13748.43432668352,14270.935580362035,14734.972005997815,15144.074516185865,15502.49961277329,15814.86196294587,16085.858262005528,16320.071706622424,16521.84274634871,16695.191452140247,16843.778274457203,16970.892127052433,17079.45701741941,17172.050536827246,17250.92929137122,17318.057774215562,17375.13827457616,17423.640239155764,17464.828099637958,17499.7870047119,17529.446189015915,17554.599908480996,17575.925998529845,17594.00218879128,17609.320350603728,17622.29887272709,17633.293364376306,17642.605878618622,17650.49283730561,17657.171823754066,17662.827393160722,17667.616034410177,17671.670401243566,17675.102916119515,17678.00883673374,17680.46886314713,17682.55135279392,17684.314201238827,17685.806438330976,17687.06958225571,17688.138787800977,17689.043819823284,17689.809878315667,17690.45829755147,17691.007138416586,17691.47169017217,17691.864895441766,17692.19771013136,17692.47940821648,17692.717839821635,17692.919649735577,17693.090462417407,17693.23503862479,17693.357408011834,17693.460981379714,17693.5486456996,17693.62284455001,17693.685646205988,17693.738801274765,17693.78379148204,17693.821870967127,17693.854101236873,17693.881380751824,17693.90446996877,17693.924012537293,17693.940553240907,17693.954553182673,17693.966402638467,17693.976431936077
G,7.0,10.45795926735839,14.758963566343063,20.108006251709753,26.75963117233773,35.029748319159246,45.31017849124676,58.08650854325108,73.95993534893411,93.67387291082284,118.1461808917767,148.5079233346061,186.14954931343195,232.77524904392686,290.4658980869032,361.75033932887976,449.68359944486843,557.9287691309072,690.8364161523286,853.5112419677303,1051.8499806145371,1292.5272287076064,1582.8974491760448,1930.7732343816697,2344.0350317117245,2830.031010014449,3394.7447421232664,4041.750663432788,4771.0471604315735,5577.948491959585,6452.305012872318,7378.361122676314,8335.49898723345,9299.925409133248,10247.075600148608,11154.242456955471,12002.83094983927,12779.756954639814,13477.804281748447,14095.073776024541,14633.862541526341,15099.348455929921,15498.367535169371,15838.439341397585,16127.081282905165,16371.382046750023,16577.774902535573,16751.949013463614,16898.847159184505,17022.712040473118,17127.155865527577,17215.237569514862,17289.53874140808,17352.23368483814,17405.151688520353,17449.831095050773,17487.565555003155,17519.443222748607,17546.379775657973,17569.146132894602,17588.39168108457,17604.663719933753,17618.42374192798,17630.061066876267,17639.904268676422,17648.23075957562,17655.274836041102,17661.234439097196,17666.27683932398,17670.543421345596,17674.153713366595,17677.208783099464,17679.794101380718,17681.98195815856,17683.83350174376,17685.40046074738,17686.72659857644,17687.848942387314,17688.7988217343,17689.602746573564,17690.28314960744,17690.859014029924,17691.346404436794,17691.758915890223,17692.108053792832,17692.403555258898,17692.653661011944,17692.86534543894,17693.044511250562,17693.19615420015,17693.324502471853,17693.43313463711,17693.525079477415,17693.60290046292,17693.668767246952,17693.72451617298,17693.771701483365,17693.81163865927,17693.845441101243,17693.874051173938,17693.89826648112,17693.918762103884,17693.936109422404,17693.950792046126,17693.963219296693,17693.97373761962,17693.982640242877,17693.990175351766,17693.99655300799,17694.001951005866,17694.00651982892,17694.0103868451
