beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,eta,c1,metric1,metric2,metric3,r1,r2,r3
88.88847728044011,0.2,0.29019903280070536,0.13856468369192607,0.2,0.04,0.5,0.06163449509503658,0.16400872592137086,0.8040866677025934,0.05,0.9900000000000002,0.4052964574777738,8.78932065281164,0.4462016982738384,0.8334641786371517,0.8884357066914883,0.9630001787500011
