series,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01
IN2,0.0,0.0,0.0,0.0,0.0,4.841044637628315e-08,3.091812694372056e-07,1.1369839453699158e-06,3.171053641004528e-06,7.459374986232749e-06,1.562524195263642e-05,3.0090342942510193e-05,5.43722144678804e-05,9.34789863087001e-05,0.00015443091809543195,0.0002469466236156962,0.00038434256650664213,0.0005847079997375681,0.0008724347798927767,0.0012802033791186572,0.0018515541503508932,0.0026442079889156924,0.0037343448725447453,0.005222104726941279,0.007238645625629412,0.009955183202675601,0.013594546968427755,0.018445929749304882,0.02488368291877629,0.03339123139875688,0.04459145970638,0.05928526738727123,0.0785004260778284,0.10355341225173084,0.1361275653929225,0.17837176278195765,0.23302484828997477,0.30357235103889824,0.3944436380000929,0.511259631645309,0.6611436718403843,0.853111106888139,1.0985568735947773,1.4118647964002662,1.811167738306881,2.3192942135213244,2.9649447571416934,3.7841503441183812,4.822075494344842,6.135240305071328,7.7942482169838545,9.88711921002347,12.52334018811055,15.838753643766474,20.001409335326688,25.218497301576043,31.744457983137018,39.89031846705193,50.03422304258994,62.63300043656317,78.23442923126002,97.4896213310317,121.16464479986655,150.15017203555092,185.46760977587635,228.26991207439164,279.8351849850333,341.55135523536103,414.8906636251312,501.3735690991058,602.5227413240501,719.8090246599794,854.5923671712853,1008.0615167904883,1181.1766420705635,1374.6188822692836,1588.7502184972257,1823.5861107682563,2078.782229618913,2353.6354874787007,2647.098574195581,2957.8064073298037,3284.1123592150857,3624.131819589727,3975.790568730391,4336.875530522994,4705.085701322523,5078.081363451218,5453.530051594357,5829.148113172715,6202.737064716577,6572.214277408477,6935.637814853303,7291.22548871351,7637.368391298845,7972.639309882613,8295.79652901034,8605.783589369741,8901.72560066362,9182.922707382673,9448.84128629578,9699.103418345574,9933.475130368757,10151.853847896757,10354.255442772132,10540.801201284705,10711.704982183339,10867.260780862196,11007.830867351175,11133.834622125947,11245.738155510302,11344.04476361398,11429.286246167168,11502.015088964783,11562.797495507952,11612.207238358256,11650.82029020932,11679.210187237602,11697.944072445705,11707.579364014071,11708.660992726522
D2,0.0,0.0,0.0,0.0,0.0,0.0,4.965370831199066e-10,3.4835959277885878e-09,1.3855411442166653e-08,4.1257478787297064e-08,1.0253630709369253e-07,2.2500774709333012e-07,4.508296504809567e-07,8.428448192463649e-07,1.4923638657131217e-06,2.5294916954164752e-06,4.136773618765486e-06,6.56715743960525e-06,1.0167548861114826e-05,1.540959518692301e-05,2.292978675503547e-05,3.358154219910017e-05,4.8502674348537925e-05,6.920255832545251e-05,9.767449226565001e-05,0.00013654021680944848,0.000189235420545023,0.00026024740301124386,0.00035541901711317063,0.00048233672155838085,0.0006508252313735443,0.0008735770972982294,0.0011669528667647604,0.001551996644721899,0.0020557233328774723,0.002712748138195103,0.0035673467920207384,0.004676057152810557,0.006110960508970505,0.007963815208801142,0.010351257740742536,0.013421338893193815,0.01736172730888967,0.022409992162202727,0.028866473770128763,0.037110369014267834,0.047619801110837155,0.06099681424077574,0.07799843633636239,0.09957519059165516,0.12691870892299953,0.16152040628371545,0.2052435055493837,0.26041104198950016,0.329912794207126,0.41733433570901046,0.5271115022292314,0.6647134140819979,0.8368566274954523,1.0517518156846912,1.3193823609568969,1.6518111178960444,2.063507161839949,2.5716784615967967,3.196589245632956,3.9618328841595516,4.894523405988095,6.0253628591183865,7.3885395381207335,9.021415568878506,10.963972812524581,13.258003678766446,15.946056774203157,19.070173341442803,22.670475163544413,26.783683957566026,31.44166313869905,36.67007370515695,42.487227193721615,48.90320203594184,55.91926799151241,63.52763970387624,71.7115575809696,80.4456742770526,89.6967093837585,99.42432412042969,109.5821618148267,120.11899830965594,130.9799483734642,142.10767887344187,153.44358601564903,164.92890158122628,176.50570110915305,188.11779485828995,199.71148972390267,211.23621681550512,222.6450249645412,233.8949449551955,244.94723276445973,255.76750261632125,266.3257622933235,276.5963640220463,286.5578844824247,296.1929472102556,305.4879999879355,314.433058860287,323.0214292670182,331.2494135331829,339.11601267153037,346.62262917922556,353.7727762964256,360.57179806436136,367.0266034946898,373.14541725047644,378.9375484461066,384.41317849742495,389.58316838936554,394.45888526849683,399.0520479028114,403.3745902703618,407.4385423313132
R2,0.0,0.0,0.0,0.0,0.0,8.246953224493736e-08,5.505002080201501e-07,2.107340798461592e-06,6.093666528406126e-06,1.48068580575276e-05,3.193226762924735e-05,6.312422392358894e-05,0.00011678522222845756,0.00020510583005990733,0.00034544600601465385,0.0005621617890667873,0.0008890110052524074,0.0013723094716589885,0.002075057317918477,0.0030823162160177114,0.004508195931724348,0.006504906980984071,0.009274460681257046,0.01308375528572041,0.018283985636684517,0.025335564456871486,0.03484005924145671,0.04758104623636793,0.06457628278863217,0.08714422709363279,0.11698872196684014,0.1563066463937484,0.20792457444909085,0.27547202661363757,0.3636008287598438,0.47826250177098045,0.6270586036676333,0.8196826754025762,1.0684770705668845,1.38913368314841,1.8015746724362414,2.331058013041358,3.0095634147057657,3.877527258031017,4.986011125783465,6.3994077618959695,8.198811363720566,10.4862064787175,13.389661795798489,17.069751916409,21.727471444491073,27.61395039208876,35.04232573164413,44.40216694144623,56.17688703951784,70.96458482690842,89.50274425530245,112.69714292568946,141.65516783911193,177.7234719235044,222.5294972373901,278.0258130372246,346.5354586377316,430.7955640993873,533.9955181296162,659.804997534766,812.3864648614413,996.3865189865314,1216.9009734095966,1479.409879441213,1789.6808903375022,2153.642167818422,2577.2290822764176,3066.2117803445644,3626.0128423350006,4261.5254141416535,4976.942254116117,5775.605161168581,6659.882470472477,7631.080020509567,8689.388522278783,9833.867869535192,11062.466819989235,12372.074776906838,13758.601163962214,15217.077113167397,16741.77383657155,18326.33206363345,19963.897223001066,21647.255553498893,23368.966972839975,25121.49125105646,26897.304776628178,28689.005925682563,30489.407718060538,32291.617047804204,34089.100297388075,35875.735579335065,37645.852195704894,39394.258169349894,41116.25688767661,42807.65401860463,44464.755919085525,46084.360768798004,47663.74363507011,49200.63661866264,50693.205151875685,52140.021427595,53540.0358363974,54892.547183650706,56197.1723536404,57453.81598618797,58662.64063523983,59824.03779005082,60938.6000588264,62007.09474251207,63030.43896293569,64009.67645454143,64945.95608210948,65840.51210759609,66694.646196921
G2,0.0,0.0,0.0,0.0,3.1032466176812215e-07,1.7538340887069219e-06,5.832406126837621e-06,1.4976268044751366e-05,3.290123430804912e-05,6.509624494925728e-05,0.00011947576315977164,0.00020724547819917294,0.0003440451715022001,0.0005514511436271407,0.000858943834516208,0.001306475733433345,0.0019478120898529189,0.002854864392863452,0.004123296689804856,0.005879760831270274,0.008291212754322862,0.011576883076944048,0.016023627988543055,0.02200557869764333,0.03000924954012675,0.04066556872798945,0.0547906771546641,0.07343781897523845,0.09796324682293259,0.1301098142295138,0.17211286486607238,0.2268341980223767,0.2979313482184812,0.3900712326365873,0.5091994771141768,0.6628795319031707,0.8607191558462869,1.1149061303981698,1.4408803393677372,1.8581758232934733,2.3914743275425625,3.071921478916399,3.9387683379792704,5.041414982120987,6.44194925439383,8.218293070249745,10.468090758942193,13.313498595614142,16.90706124196723,21.438887780260757,27.14536474930548,34.31966170711536,43.324289573978625,54.60595334462692,68.7128846476322,86.31472742517428,108.22485866287779,135.42472994218042,169.08939076335855,210.61278748260517,261.63073219751743,324.03865479604434,400.00049818073836,491.9445694320613,602.5420538842083,734.6644829237839,891.31789846505,1075.5537844270293,1290.3597934994336,1538.5363866832308,1822.5680757637267,2144.49941289993,2505.8258532865975,2907.4081376838494,3349.4162552813436,3831.305910215623,4351.827303939486,4909.063411849954,5500.493032929309,6123.0727929517,6773.331912550891,7447.473760978063,8141.478829928712,8851.204615300698,9572.47885287477,10301.183515713119,11033.327877964279,11765.109740186392,12492.964574489528,13213.60287799123,13924.036424715468,14621.59439003774,15303.930502646486,15969.022472956687,16615.164970404316,17240.957390759395,17845.28758284892,18427.31260448253,18986.437460634606,19522.292651849228,20034.71123435442,20523.705970766103,20989.44703530432,21432.240632632038,21852.50879620251,22250.770550966656,22627.624556403214,22983.733288578453,23319.80877348228,23636.599847189118,23934.88089031745,24215.441963648453,24479.080257476424,24726.592758233353,24958.770031179592,25176.391016608995,25380.218738316198,25570.99682636071,25749.4467608845,25916.26574943985,26072.12515659046
H2,0.0,0.0,2092.5548812327074,6100.146237940214,11858.27418969051,19214.52344822993,28027.696141933877,38167.006628883486,49511.33387024354,61948.527251932624,75374.76203629805,89693.9408982495,104817.13825356516,120662.08432225382,137152.68608822802,154218.58251931754,171794.73159994197,189821.02690360142,208241.9415946972,227006.19789994787,246066.46022965485,265379.05025905767,284903.682400723,304603.21821099287,324443.4383775913,344392.8310321316,364422.39522100374,384505.45845144964,404617.5073070113,424736.030198384,444840.37138242694,464911.5954440318,484932.3614930792,504886.80638212786,524760.4363000848,544540.0261431626,564213.5261071987,583769.9749851252,603199.4196902557,622492.8405602964,641642.082028789,660639.7882802133,679479.3435324013,698154.8166153652,716660.9095392869,734992.9097663646,753146.6459215978,771118.446696516,788905.1027174346,806503.8311661398,823912.2429560568,841128.3122810315,858150.3483669165,874976.9692682902,891607.0775639017,908039.8378148943,924274.6556595798,940311.1584275487,956149.1771642849,971788.729965225,987230.0065254286,1002473.3538177294,1017519.2628184655,1032368.3562056689,1047021.3769599636,1061479.1778034074,1075742.7114161423,1089813.0213750147,1103691.2337623236,1117378.549396555,1130876.2366404072,1144185.6247446076,1157308.0976889816,1170245.0884850044,1182998.073906608,1195568.5696184041,1207958.1256726873,1220168.3223486242,1232200.7663089463,1244057.0870512258,1255738.9336324516,1267247.9716471494,1278585.8804407036,1289754.350540848,1300755.0812915158,1311589.7786743701,1322260.153304385,1332767.918586828,1343114.7890238948,1353302.4786600966,1363332.6996562742,1373207.1609828414,1382927.5672235384,1392495.6174815928,1401913.0043807742,1411181.4131543632,1420302.5208155583,1429277.9954033112,1438109.495298006,1446798.6686018072,1455347.1525788652,1463756.573150924,1472028.5444441843,1480164.6683835823,1488166.5343309185,1496035.718763527,1503773.784990414,1511382.2829030165,1518862.7487579382,1526216.7049892088,1533445.6600477928,1540551.1082662342,1547534.52974648,1554397.3902690685,1561141.1412219924,1567767.2195476787,1574277.0477066336,1580672.03365641,1586953.5708446517,1593123.0382150572,1512429.3853245159
S3,0.0,0.0,0.0,4.9077839153796585,19.21479154495657,47.02665144015809,92.09152334025467,157.82640669540606,247.34156063254088,363.4631703286196,508.7543851009727,685.5348445547667,895.8988007935423,1141.731936953264,1424.7269751193842,1746.3981599886376,2108.094698403492,2511.013229080148,2956.209391434997,3444.608557354899,3977.0157850195783,4554.125049436021,5176.527800150587,5844.720892629044,6559.113936000116,7320.0360962033865,8127.742390022127,8982.4195019641,9884.191152419051,10833.123041900382,11829.22739238687,12872.467102718208,13962.759530544032,15099.979908332723,16283.964395233928,17514.512759939007,18791.390681831537,20114.331648345647,21483.03841517093,22897.183982306993,24356.412022453416,25860.336678228185,27408.541620591855,29000.578231951873,30635.962743121643,32314.172113180546,34034.63839527476,35796.74128016972,37599.798454759504,39443.0533585008,41325.659873492856,43246.663454452144,45204.97820961226,47199.35950638395,49228.37182866314,51290.351896460226,53383.367518683874,55505.17332904933,57653.16547704505,59824.33849104138,62015.24880388175,64221.99063138644,66440.19070185073,68665.02834513626,70891.28627247518,73113.43479933584,75325.74842697577,77522.4492014124,79697.86708004567,81846.60470511654,83963.6932472561,86044.72747335506,88085.97140461579,90084.4299594726,92037.88588668246,93944.90441530435,95804.81008987824,97617.64125759389,99384.08785660224,101105.41780276297,102783.39663452425,104420.20433113158,106018.35247685022,107580.60425866986,109109.89917818458,110609.28383281504,112081.84967218,113530.67825505481,114958.7942142379,116369.12587518094,117764.47326473962,119147.48308464415,120520.63010605515,121886.2043624064,123246.30347284996,124602.82941295908,125957.4890577436,127311.79784940918,128667.08598383008,130024.50656101995,131385.04520212935,132749.53069542817,134118.64629371994,135492.94134365677,136872.84298200053,138258.66768401454,139650.63249428337,141048.8658100918,142453.41762204727,143864.26914609584,145281.34180578048,146704.5055439305,148133.5864594036,149568.37377749133,151008.62617260963,152454.0774693592,153904.44175336775,155359.41792687855,156818.6937461592,158281.94937875101,228668.65040005534
E3,0.0,0.0,0.0,0.0,4.139430511862801e-08,2.3717714004901966e-07,8.099543607856924e-07,2.1504524055715364e-06,4.902807672509342e-06,1.008573863289125e-05,1.92627118720409e-05,3.4778939192493096e-05,6.0089035361642624e-05,0.00010020700870778941,0.00016232056530711853,0.0002566252248019592,0.00039745141873158505,0.0006047807902348492,0.0009062779067552093,0.0013400025504554177,0.001958018247283977,0.002831178039366589,0.00405545291745904,0.005760277193909941,0.0081195252671705,0.011365914421599206,0.01580985958157911,0.021864102306538402,0.030075815480945015,0.04116836944812899,0.05609556283276648,0.07611190717778782,0.10286355270892542,0.13850570760289496,0.1858540024724764,0.24857926802674474,0.3314577273746417,0.4406917756027124,0.5843204701219091,0.7727437496624798,1.0193904204785074,1.3415672890761186,1.7615356697531712,2.3078720043960463,3.0171815647106053,3.936248052699108,5.124716954840039,6.658425808775187,8.633508370002264,11.171409058642364,14.424944288221706,18.585531148094354,23.891661076895574,30.6386125275585,39.189254312657404,49.985569920536506,63.56021323804693,80.54697678667344,101.68852439054537,127.83915868491772,159.95986476009367,199.10256924328178,246.38071552020446,302.92413060126046,369.8179136927949,448.0276620655442,538.3163924586598,641.1613139956887,756.6803009606715,884.5778017649693,1024.117796383825,1174.1277104545966,1333.0328396401083,1498.9168944309438,1669.6015494126175,1842.736703992499,2015.8934040318566,2186.6526176746675,2352.6848069638513,2511.817067603285,2662.0862436841553,2801.777726402696,2929.450586797658,3043.950306900006,3144.4107237625076,3230.2469534161028,3301.141075927042,3357.0222852583006,3398.04307323393,3424.5528500373366,3437.07022114039,3436.254953762672,3422.880482673052,3397.807630737082,3361.960057821376,3316.3018050534556,3261.817171644593,3199.4930493791735,3130.303745642719,3055.19824909478,2975.0898318863046,2890.8478373720336,2803.291470989779,2713.1853926070808,2621.2368993347195,2528.094486753803,2434.3475819629557,2340.527252228922,2247.107706897087,2154.5084263620756,2063.096769286398,1973.1909270553538,1885.0631120186217,1798.9428829058268,1715.0205265695183,1633.4504296790137,1554.3543870354492,1477.8248047532743,1403.9277666674716,1332.7059410343295,1264.1813119827145
I3,0.0,0.0,0.0,0.0,0.0,2.8041682248752704e-09,1.81584728046274e-08,6.841165039814874e-08,1.9670085818468261e-07,4.788344789079676e-07,1.0403631519056102e-06,2.0808392982959725e-06,3.907965327612401e-06,6.98525867543544e-06,1.1998085200082733e-05,1.9944523221823843e-05,3.225963752915559e-05,5.098451882630823e-05,7.899507595218832e-05,0.00012031030872385517,0.00018050596364801183,0.0002672675005142595,0.00039112671027026035,0.0005664398087052057,0.0008126822619973507,0.0011561580965976097,0.0016322504310665904,0.0022883772525589072,0.003187864345554873,0.004415008680060001,0.006081684167340573,0.0083359421446364,0.011373187108688837,0.015450671421652885,0.020906260133255458,0.028182680105856034,0.03785880039899879,0.050689910685186176,0.06765949240060157,0.09004563872190069,0.11950610429861853,0.15818698871361142,0.20886131793784962,0.2751053274586003,0.3615221108120124,0.47402451320347316,0.6201917405533415,0.8097171053073968,1.0549675679729957,1.3716790848344962,1.7798149082061865,2.3046163394454835,2.977876097805542,3.839462060867601,4.939111671042113,6.338502097239072,8.113574902104927,10.357052653309658,13.181025021958693,16.71940139102024,21.129927549596896,26.595354035154646,33.323241177070884,41.54382037497893,51.5053415407023,63.46646324426057,77.68551168579822,94.40684179320323,113.84502695517715,136.16808639368534,161.4813114472805,189.8133708772478,221.10621301722244,255.20986655387298,291.88266429944986,330.7967989809425,371.5485814024663,413.6723860099261,456.65706576196675,499.9635851503572,543.0427195767758,585.3518541239295,626.3701408257048,665.6115058932855,702.6352132669311,737.0538748653936,768.5389454745043,796.823851234458,821.7049782371826,843.0407964802971,860.7494194679017,874.8049060613042,885.2326032368712,892.103810065538,895.5300177331726,895.6569504456683,892.6585997743468,886.7314121234526,878.0887568891827,866.9557725460334,853.5646600723097,838.1504682963089,820.9473941806372,802.1856028602183,782.0885573618536,760.8708361995091,738.7364082169183,715.877327838853,692.4728099636163,668.6886417389358,644.6768880725726,620.5758486153542,596.5102258212636,572.5914662713394,548.918240514519,525.5770300335855,502.6427934268816,480.1796873776184,458.24182136306734,436.87402826230215,416.1126360024987
A3,0.0,0.0,0.0,0.0,0.0,6.330937705269437e-09,4.1860126022347594e-08,1.6080900506986427e-07,4.707751869409165e-07,1.165206634518145e-06,2.5705856398535124e-06,5.214084352956123e-06,9.919503447625583e-06,1.7942030558952228e-05,3.115595887789849e-05,5.231426245273172e-05,8.540518842924263e-05,0.00013613925576984093,0.00021261083563749053,0.0003261925918598105,0.0004927394605980368,0.0007342028061150978,0.001080786521054722,0.0015738172168409637,0.002269552924065989,0.0032442222817944807,0.0046006733604749064,0.006477123540387773,0.009058646255770048,0.012592215797754965,0.017406368999966785,0.023936846731024555,0.0327599666173603,0.04463597385370738,0.060565247556581187,0.08186104109259414,0.11024344987606284,0.14796058319067049,0.19794453362596998,0.26401176866826565,0.3511201094293038,0.4656976237211782,0.6160626733965295,0.8129591614005811,1.0702368711446304,1.405713820605613,1.84226587345674,2.409198490296341,3.1439663495185246,4.0943182520987085,5.320956470408122,6.900810098343156,8.931028666370173,11.533801650836951,14.862096155701737,19.106371499719554,24.502265984455818,31.339146211144225,39.96925109314972,50.81694217851984,64.38728838625127,81.27288219727706,102.15744606052489,127.8145139975233,159.099365632755,196.93256315035205,242.27398999209612,296.0872392331263,359.2954648644486,432.73118440159067,517.0837174231713,612.848675167535,720.2839943386081,839.3764111105346,969.8211413339807,1111.0161190278573,1262.0707177357008,1421.8276569338716,1588.8959074110355,1761.6918932174228,1938.486112239231,2117.4523925515928,2296.717284770269,2474.4074842880436,2648.6936185714358,2817.82917758009,2980.18377946155,3134.2703311825485,3278.7659561584533,3412.5268160141763,3534.5971531359332,3644.213028795937,3740.8013337500424,3823.974710273648,3893.5230526863033,3949.402253449811,3991.720839531651,4020.725104117954,4036.783286669403,4040.369293942276,4032.046389591174,4012.451213408041,3982.278425650486,3942.266209249001,3893.1828044326166,3835.8141974966193,3770.953038675947,3699.388823667062,3621.8993392652405,3539.243345641233,3452.154445596478,3361.3360742219857,3267.457530185291,3171.1509617913243,3073.0092164104813,2973.584460261802,2873.3874763358426,2772.8875509401355,2672.512863501134,2572.6512994657633,2473.651612073678
IH3,0.0,0.0,0.0,0.0,0.0,0.0,2.753025421246353e-10,1.9529621448674743e-09,7.92400346392498e-09,2.4211124864546026e-08,6.19810224756047e-08,1.404646737063711e-07,2.9114479382858396e-07,5.636976784127838e-07,1.0343468961325853e-06,1.817511677751555e-06,3.08193034880989e-06,5.072830955868971e-06,8.142236057806763e-06,1.2790163553909793e-05,1.9720368149597095e-05,2.9915420071707197e-05,4.473741792754553e-05,6.606258254550292e-05,9.646050819717451e-05,0.0001394321231094472,0.00019972464518866394,0.00028374728262016874,0.0004001184680018119,0.0005603844683699656,0.0007799608397865143,0.0010793631009820806,0.001485812079654939,0.002035323764636965,0.002775424594920761,0.003768672709500062,0.00509721598870561,0.006868681494823559,0.009223771572022386,0.01234604356704457,0.016474477951398094,0.021919599641957617,0.029084116700874435,0.03848928761505928,0.05080853223288662,0.0669101719502854,0.0879116313987182,0.11524796441924005,0.1507581848776677,0.1967935827300607,0.256352967537288,0.3332505605490081,0.43232296921473723,0.5596821837754793,0.7230216120034275,0.9319814828904491,1.1985780335462444,1.5376971226467668,1.9676465261896117,2.510751341266132,3.1939629400141736,4.049433505896658,5.114985999942114,6.434385622937466,8.0572977017588,10.038804878097523,12.438361457053572,15.31809231842092,18.740402037949885,22.76494430264117,27.445101284797968,32.82421879927037,38.93191419570798,45.780801985908,53.36395870537481,61.65337728688894,70.59955677303829,80.13225572340315,90.16232720407798,100.5844649975957,111.28063285663411,122.1239226304998,132.9825891658313,143.7240333588277,154.2185420639983,164.3426377452141,173.98193613854474,183.0334527470645,191.40733619823484,199.02803711717866,205.83494488924947,211.782541811248,216.84013534019164,220.9912352998379,224.2326449079867,226.57333322299192,228.03315288309153,228.6414615389913,228.43569876839194,227.45996302012819,225.76362568008128,223.40001200928617,220.42517172716362,216.89675558122025,212.87300848061096,208.41188474522204,203.57028676231334,198.40342484266782,192.96429329422742,187.30325563020523,181.46773033411438,175.50196764163186,169.44690729106395,163.34010706325404,157.21573210431887,151.1045954323372,145.03424061062256,139.02905827168374,133.11042895149802,127.29688550514362,121.6042891913684
IN3,0.0,0.0,0.0,0.0,0.0,0.0,4.374484280654303e-10,3.265446861754182e-09,1.3902449307053402e-08,4.443791850947864e-08,1.1865716540243822e-07,2.796751379419126e-07,6.012724598808903e-07,1.2044364720320244e-06,2.28115983204106e-06,4.128283956724261e-06,7.195152682412136e-06,1.2150139332561604e-05,1.9972827295064964e-05,3.208088919990079e-05,5.0503689899268275e-05,7.811854966723497e-05,0.00011897072513975438,0.0001787048557880469,0.00026514434544737137,0.0003890664955215192,0.0005652359407932769,0.0008137780360479613,0.0011619985497531527,0.0016467879329684259,0.002317789578180771,0.003241564447793022,0.004507052517221594,0.006232718802314187,0.008575883584691142,0.011744879445315697,0.016014860207649053,0.021748319329157603,0.029421670704757028,0.039659619445750416,0.05327952393913834,0.07134854780529443,0.09525715084573652,0.12681340706845912,0.16836380690789404,0.22294764736195122,0.2944938904803402,0.38807153235429964,0.5102071235452285,0.669286157753529,0.8760586110946414,1.1442729307108321,1.4914671117516969,1.9399498987183472,2.5180091212271396,3.261386941556424,4.21506215681112,5.435375951254309,6.992527342797994,8.973445181781258,11.485011822000347,14.657566673952541,18.648554283432183,23.64610270514604,29.872229695997014,37.58528857977909,47.081200636208116,58.692998622988476,72.78824755446546,89.76402686856417,110.03935011962899,134.0451432261889,162.21216309549877,194.95747111330456,232.6702412470396,275.69775591226767,324.3324193711948,378.8005112710258,439.2532368122288,505.76043402086816,578.3070995369931,656.7927129136015,741.0331887907138,830.7651725677442,925.6523189278705,1025.2931506463322,1129.2300823485775,1236.9592042764193,1347.940448719404,1461.6078011684303,1577.3792648267668,1694.6663370968693,1812.8828070911034,1931.4527318614657,2049.8174943049908,2167.4418864983704,2283.8191978966192,2398.4753180906637,2510.9718886245696,2620.9085579022776,2727.924407800505,2831.698630693632,2931.9505417033765,3028.439013663281,3120.96142209694,3209.3521849974027,3293.480977880261,3373.250698938209,3448.5952525720945,3519.4772124784413,3585.8854181442825,3647.8325512889674,3705.352731698462,3758.499165171161,3807.3418700429806,3851.9655030539398,3892.4673001977158,3928.955143673348,3961.5457621277274,3990.3630680166507,4015.536633087762
D3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.486828417128798e-12,3.631583363278414e-11,1.6545973344926222e-10,5.600480369736049e-10,1.5702029408115106e-09,3.859469450029383e-09,8.604491869247723e-09,1.7791529310503823e-08,3.464911809599205e-08,6.427057738679379e-08,1.1449929144781984e-07,1.971753245582558e-07,3.298759376408584e-07,5.38327588143334e-07,8.597263937155551e-07,1.3472822144944073e-06,2.0764041343908253e-06,3.153079527166122e-06,4.7251745247990515e-06,6.997612720973945e-06,1.025268696299735e-05,1.4877146152941478e-05,2.1398200766508454e-05,3.053124014128356e-05,4.3242893412605164e-05,6.0834147734165945e-05,8.504963012695443e-05,0.00011822094934091354,0.00016345429098020353,0.00022487540128795879,0.0003079488570209382,0.00041989332030609313,0.0005702205932875345,0.0007714340607993873,0.001039931965901297,0.001397173427627781,0.0018711808243393438,0.0024984719059745757,0.003326539690949528,0.004417028934472754,0.005849795965651667,0.0077280853478775445,0.010185113542399787,0.013392417886513254,0.0175704097447972,0.023001663933574234,0.03004758137654507,0.03916917505070609,0.05095284362818908,0.0661421003978472,0.08567629699319498,0.11073739193835246,0.1428057204050597,0.18372546774701154,0.23578006764977597,0.301776963963596,0.3851400319565034,0.4900064238065676,0.6213227277335808,0.784933258364524,0.9876513052714854,1.2373026574895771,1.5427301619483806,1.9137488900108433,2.361043925520762,2.8960067941598187,3.530511719535484,4.276638514166842,5.146354153266775,6.151169158198844,7.301787293147116,8.607767540672858,10.077215983581086,11.716522443993624,13.530153011746174,15.520505451796282,17.68783037167476,20.030217303964008,22.543641741097098,25.22206676213197,28.05759123317047,31.040635598590598,34.16015592220738,37.40387697850784,40.758535721721024,44.21012726721531,47.74414650913703,51.34581958787967,55.00032054328903,58.692969591216375,62.40941050203125,66.13576551150506,69.85876703851848,73.5658662100755,77.24531879862744,80.88624966157745,84.47869714398459,88.01363917181476,91.48300293547409,94.87966015384039,98.19740993006548,101.43095117443491,104.57584648837556,107.62847928826405,110.58600580789334,113.44630346297275,116.20791689727203,118.87000286412255,121.43227493390249,123.89494886169217,126.25868930232286,128.52455842451076,130.69396685287683,132.7686272569856
