beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,metric3,r1,r2,r3
6.573245904309587,0.04,0.044031067255928036,0.2970276015670513,0.05813726755154101,0.19908760792835076,0.013809200509515453,1.1724867851338363,1.425213233105314,0.6044423329114129,0.05,0.9400000000000001,0.11100117191537566,174.06236623503617,0.27796592104450357,0.9594235151330635,0.9585175835397634,0.462881434472313
5.941680536002638,0.04,0.05462100367970741,0.23781100521564225,0.0646042290967552,0.12042816718156316,0.009108443314712568,1.1525167923311317,0.9479984665938722,0.6287645687114926,0.05,0.92,0.11058021923902975,133.88656758094015,0.2948744777187904,0.9504803774719115,0.9568406869991486,0.5794695318738061
5.882860869526628,0.04722774207953293,0.05433916164945413,0.2957487206128739,0.060297797818733505,0.010521098242536456,0.07142857142857142,0.4320819675297309,0.8722146976079773,1.9441186270407882,0.05,0.91,0.08621325153488794,86.067384756224,0.18994431440617732,0.9631941343261359,0.9581558548564402,0.5369616392550215
6.177481095202573,0.05737507360675871,0.0400020500608365,0.3850791684396506,0.05717729003483544,0.11088028103771004,0.07095795337996955,0.7361505667360083,1.9036574916970708,0.3259518266304991,0.05,0.92,0.09626629327970508,303.0710776397142,0.23930197764271227,0.9588025392682711,0.9503515225954121,0.5183656857626737
5.831550589275738,0.0658124929388348,0.040948526754657544,0.4048260983394018,0.060982516989865,0.060163468411971205,0.07142857142857142,0.4924116359184586,1.1850991205269534,0.3619877156704166,0.05,0.9,0.07868350537389021,186.2823402879865,0.19078623984219376,0.9648587565965542,0.960791695191004,0.5203321234734005
6.288667021220237,0.04,0.05147917477032102,0.26733130751057194,0.06266203739723222,0.08917552677672035,0.07142857142857142,0.4365445008909756,0.7475366504873191,1.0069423611313852,0.05,0.93,0.10770239766049981,66.80669342653671,0.2421628116216882,0.9529993914197479,0.9607580883292252,0.588163361000513
8.542217927535798,0.04,0.04621805714572421,0.29283887521051793,0.06321853738381235,0.10610658869103948,0.07142857142857142,0.7287740837008548,2.0,2.0,0.03627941865249625,0.9,0.10636603567179077,289.42597138252387,0.349308996760773,0.9491515369986558,0.9524166817150053,0.5159278403794658
5.781390309291193,0.05072523595261174,0.05501712299581144,0.2941581349002772,0.06523527585609407,0.05715496445788732,0.058823735260035266,0.759539809793355,1.9979977065258336,1.0833332381102347,0.05,0.9,0.10614368025224974,157.04672637890422,0.26771118121371174,0.9534109264437804,0.9523232810242742,0.5140143468460732
7.810658718396518,0.04091580215567702,0.054069682675336975,0.26760510599875215,0.062246188866178345,0.18888484838551162,0.058077513121821966,0.6563213878816022,1.7942291369982577,1.9560903767493905,0.04013196040333592,0.9,0.10507701151072778,170.06813475676117,0.17828923647051007,0.9475532074057316,0.9461597935592282,0.5710902449226354
6.134077074973718,0.04,0.05712108500843429,0.2453358220710189,0.0635496558699378,0.1326036284175191,0.06135719971707498,0.6282316856544848,1.745888325287917,1.654680837651713,0.05,0.92,0.10376475259651621,149.83749196441437,0.18256653950352436,0.9599649413111457,0.9510719049615939,0.5702812790895386
