county,NAICS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
IL-Cook,8131,5527,5359,4097,3803,3796,4401,4495,4442,5052,4206,4135,4822,4705,4263,5196,4998,3920,4704,4579,5187,4999,5577,5387,6032,5164,5415,5342,5247,5922,6019,5555
IL-Cook,8121,1974,1768,1272,1630,1691,2154,2246,1900,2566,2066,2040,2032,2038,1957,2033,2017,1420,2073,1848,1966,2004,2211,1997,1768,1788,2123,2098,2093,2562,2686,2173
TX-Dallas,7211,3548,3125,2553,3017,3019,3407,3239,3448,3305,2654,3325,3341,3356,3270,3795,3515,3291,3535,3645,3608,3680,3918,4145,3810,3079,3700,3932,3964,4191,4422,3872
TX-Dallas,7224,1316,1109,837,1105,1257,1350,1301,1340,1384,981,1202,1434,1491,1536,1975,1472,1545,1699,1600,1529,1651,2208,2093,1569,1206,1713,1834,2065,2316,2500,1864
TX-Dallas,7225,47463,43025,32947,37353,40357,41834,41513,48979,49178,37757,39852,40147,41654,43755,50435,39997,40057,42952,44873,45631,47702,55616,50046,38236,32807,45740,48298,50726,56369,51970,42393
TX-Dallas,7139,4468,3582,2700,3736,4106,4522,4482,4638,4270,3145,4344,4224,4693,5100,5081,3109,3512,5349,5523,5759,5848,6013,5017,3664,3510,5774,6201,6495,6531,5566,4433
TX-Dallas,7131,217,174,113,178,187,225,249,243,190,221,237,209,238,258,243,165,219,246,253,238,256,266,292,222,175,265,298,324,327,320,260
TX-Dallas,8131,3126,2843,2722,2448,2726,2965,2823,2839,2876,3391,2803,2882,3116,3020,3089,2394,3400,3002,3100,3320,3271,3530,3250,3717,2346,3306,3502,3609,3250,3263,4072
TX-Dallas,8121,1692,1296,1006,1460,1551,1653,1670,1972,1709,1218,1798,1782,1871,1959,2098,1467,1330,1961,2001,2113,2158,2255,1907,1297,1122,2132,2209,2295,2194,1812,1333
TX-Harris,7211,4643,4103,3305,4209,4690,4703,4581,4457,4299,3870,4859,4847,4889,4841,4951,4823,4378,5267,5309,5315,5211,6010,6117,5501,4413,5622,5933,5883,6307,6158,5175
TX-Harris,7224,3817,3495,2413,2831,3302,3493,3507,4100,3993,3101,3318,3668,3822,4083,4132,4542,3729,3785,3964,4089,4592,6068,5443,4150,3878,4743,4722,5590,6420,6538,4636
TX-Harris,7225,87175,78022,59592,68930,75264,78510,77887,93371,91220,72980,75172,79445,80623,84683,90034,90941,72485,81839,86062,88068,91057,105425,94017,70213,70987,86837,89815,97154,110693,100724,80715
TX-Harris,7139,9291,7737,5652,7710,8537,10148,10202,9989,10025,7236,9437,9842,10022,10069,9631,8307,7636,11763,12261,12565,12821,13413,10767,7740,9934,13762,13750,14625,15073,12309,9030
TX-Harris,7131,239,182,116,204,212,251,235,229,281,213,269,252,247,238,263,302,233,268,248,263,314,333,345,243,263,363,316,397,500,482,354
TX-Harris,8131,3826,3390,3383,2865,3361,3642,3592,3615,3756,4504,3407,3532,3784,3658,3565,3183,4764,3560,3882,4145,4049,4146,3844,5315,2808,3940,4066,4166,4149,4003,5850
TX-Harris,8121,3626,3035,2301,3036,3236,3540,3467,4315,3913,3042,3780,3885,3983,4167,4000,3782,2857,4012,4248,4204,4275,4701,4067,2765,3125,4470,4364,4712,4850,4128,2940
AZ-Maricopa,7211,3512,2906,2436,2910,3000,3166,3105,3471,3111,2674,3260,3264,3258,3392,3880,4047,3531,3753,3898,4077,4195,4934,5505,4965,3941,4249,4456,4761,5506,5600,4439
AZ-Maricopa,7224,1268,1032,717,999,1164,1084,1167,1363,1161,899,1608,1667,1692,1767,2479,2371,1675,1828,2025,2140,2209,2896,2847,2315,1840,2017,2239,2434,3072,3034,2033
AZ-Maricopa,7225,61090,52928,39994,46518,52339,49190,50782,62124,59275,49149,53349,56665,57793,60807,72205,69818,54327,60449,64376,67324,70030,78731,72191,57398,55504,62832,65551,68644,78851,75537,57123
AZ-Maricopa,7139,13378,10386,8207,11362,12255,12163,12351,13180,12214,9737,12573,13392,13888,13847,14901,13446,10846,16745,17286,18094,17971,18819,15892,13079,14715,19201,18994,19211,19647,17378,13814
AZ-Maricopa,7131,462,474,320,425,514,424,441,426,541,331,411,403,440,480,493,582,449,539,579,656,738,714,863,665,626,754,693,712,690,1032,696
AZ-Maricopa,8131,2029,1665,1597,1629,1738,1812,1832,1682,1700,2024,1710,1913,1945,1885,2011,1941,2502,2091,2212,2328,2381,2212,2357,2890,1765,2287,2416,2239,2283,2308,2984
AZ-Maricopa,8121,1896,1234,926,1645,1763,1825,1868,2388,1911,1297,2234,2480,2507,2533,2622,2065,1395,2582,2706,2721,2741,2649,2140,1476,1527,2753,2782,2891,2723,2222,1407
GA-Fulton,7211,1691,1614,1081,1640,1665,1642,1574,1626,1572,1288,1564,1673,1806,1755,1926,2044,1700,1888,1791,1888,1960,2224,2218,1937,1656,1995,2061,2131,2389,2419,1901
GA-Fulton,7224,752,662,450,571,691,720,738,759,872,619,734,743,837,846,939,953,695,748,811,827,940,1188,1179,889,675,846,845,1043,1550,1214,854
GA-Fulton,7225,18081,17366,10365,14677,15917,16309,16496,17298,17494,12896,15241,16637,17141,17925,20051,18605,13260,16437,19407,18549,19439,22379,19231,13989,12990,17803,18080,20062,22644,19937,14657
GA-Fulton,7139,4580,4214,2835,3696,4056,4267,4300,3581,4227,2899,4099,4605,4664,4874,5153,4828,3709,4285,5398,4979,5403,5491,4868,3652,4116,5271,5237,5773,6164,5404,4274
GA-Fulton,7131,17,22,16,15,17,18,19,17,33,25,17,16,18,22,34,36,24,15,22,22,39,30,83,59,62,27,26,50,58,85,92
GA-Fulton,8131,834,731,530,648,783,770,770,634,664,605,682,775,811,769,677,655,680,725,832,826,834,733,684,648,564,823,696,844,823,765,809
GA-Fulton,8121,1029,996,533,864,965,1022,1013,1012,952,657,985,1051,1054,1064,1177,1016,725,1116,1170,1163,1160,1279,998,713,745,1208,1119,1307,1253,1029,803
NJ-Bergen,7211,421,310,253,310,337,343,305,331,302,263,315,360,343,354,371,361,309,409,427,391,370,406,327,320,306,400,377,436,421,407,323
NJ-Bergen,7224,219,243,158,207,213,214,205,222,219,223,200,225,242,242,257,222,194,253,265,264,246,287,213,199,163,248,277,267,254,283,186
NJ-Bergen,7225,9112,9962,7268,7938,8657,7972,8853,8985,9868,8727,7756,8896,9248,9477,10863,10614,8007,9313,9918,10124,10198,11486,9192,8809,8428,10301,10474,10125,11524,11453,8968
NJ-Bergen,7139,1469,1501,1047,1459,1700,1637,1675,1606,1425,1181,1498,1687,1825,1818,1808,1559,1300,1827,1996,2008,2003,2113,1369,1540,1585,2119,2101,1995,2101,1984,1596
NJ-Bergen,7131,58,74,51,52,66,56,84,40,35,49,61,78,86,84,89,75,74,97,86,104,81,76,39,61,81,102,89,90,82,86,78
NJ-Bergen,8131,468,502,492,363,414,390,472,363,412,480,385,464,532,516,495,512,477,487,506,532,531,570,398,615,599,595,575,532,564,600,620
NJ-Bergen,8121,334,297,244,321,336,329,343,315,318,288,329,388,347,333,427,317,295,404,422,375,395,455,318,323,337,409,441,414,449,393,291
PA-Philadelphia,7211,509,444,346,466,449,431,516,491,388,352,470,458,483,525,545,431,417,545,544,588,552,571,491,483,455,557,587,552,605,637,556
PA-Philadelphia,7224,1340,1173,785,975,1064,1020,1145,1114,1104,930,1082,1113,1204,1178,1335,1163,988,1243,1488,1205,1584,1532,1475,1296,1344,1298,1315,1318,1478,1510,1173
PA-Philadelphia,7225,17237,15463,10922,13784,14317,13963,15071,15449,14197,12837,13741,15004,15813,16217,17405,15690,12724,15761,16124,15947,16496,17079,15061,13122,12481,16366,17034,16841,18286,16998,13151
PA-Philadelphia,7139,2864,2767,2047,2335,2510,2426,2724,2313,2477,2495,2447,2646,2864,2904,2991,2908,2373,2729,2815,2842,3074,2840,2536,2669,2669,3078,3055,2978,3167,3572,3010
PA-Philadelphia,7131,125,125,101,106,121,120,109,92,112,92,118,127,159,129,149,127,141,167,181,159,180,164,140,162,129,172,201,120,159,176,148
PA-Philadelphia,8131,1973,1832,1377,1536,1517,1458,1649,1464,1522,1687,1595,1731,1705,1832,1985,1837,1628,1881,1819,1809,1897,1912,1866,1919,1865,1902,1938,1891,2047,1943,1799
PA-Philadelphia,8121,1119,1038,784,848,879,854,932,870,997,915,913,946,1024,1031,1071,1007,853,1004,1055,949,1037,1101,1043,1100,983,1114,1114,1091,1164,1114,971
MD-Prince George's,7211,495,433,355,415,385,441,475,473,475,311,410,454,464,456,432,451,395,447,500,444,450,492,540,479,464,466,493,536,574,563,486
MD-Prince George's,7224,111,112,61,95,83,88,98,102,95,92,94,93,93,82,114,114,103,105,100,111,104,114,111,91,97,79,89,90,115,112,95
MD-Prince George's,7225,8097,8099,4901,6353,6533,5983,6906,7466,8017,6573,5932,6236,6808,6970,8598,8086,5709,6388,6777,6932,7065,8176,8580,5824,5913,6884,7494,7353,8860,8806,6892
MD-Prince George's,7139,774,682,385,583,640,583,753,701,633,526,646,672,712,849,842,784,556,757,783,740,824,747,815,640,657,827,830,782,928,875,765
MD-Prince George's,7131,9,4,2,2,8,7,11,0,9,11,11,8,9,9,11,9,6,6,16,8,8,6,10,3,2,13,10,12,8,3,2
MD-Prince George's,8131,552,507,372,406,441,421,468,476,448,416,417,458,484,505,588,540,420,482,542,516,526,572,567,549,495,591,598,515,533,570,475
MD-Prince George's,8121,482,345,225,365,360,373,399,417,382,344,401,412,414,402,423,406,297,412,405,389,394,437,435,368,406,444,435,408,449,403,352
NV-Clark,7211,1766,1447,1177,1721,1755,1795,1807,1759,1509,1304,1818,1916,1936,1952,2077,1795,1607,2035,2166,2173,2243,2541,2232,1911,1929,2460,2292,2355,2658,2403,1940
NV-Clark,7224,760,646,549,756,776,769,811,788,729,632,812,962,921,977,981,905,713,922,1066,1040,1024,1125,998,914,876,1095,1205,1167,1329,1188,956
NV-Clark,7225,25439,22692,17512,21403,22919,21986,23026,25294,25698,22507,22765,24930,25316,25321,29095,27669,22203,25489,27474,28152,28902,31793,29105,24836,23280,26479,28033,28932,32812,31129,26868
NV-Clark,7139,4297,3615,2737,4031,4360,4169,4303,4322,4416,3492,4094,4193,4883,4742,5034,4583,3579,4705,4878,5267,5632,6084,5198,4304,4577,6167,5228,5283,5895,6399,5740
NV-Clark,7131,353,291,258,352,364,330,377,405,402,379,384,427,439,488,513,540,398,542,499,565,577,948,780,753,594,652,713,682,893,958,921
NV-Clark,8131,767,637,612,615,668,657,702,690,684,691,562,641,689,752,755,670,733,684,748,810,797,766,706,758,595,732,801,817,771,797,868
NV-Clark,8121,1162,883,685,1052,1083,1090,1186,1197,1272,1005,1308,1325,1381,1448,1505,1219,946,1395,1619,1610,1761,1819,1621,1288,1379,1876,1548,1547,1723,1644,1363
NC-Mecklenburg,7211,2512,1909,1659,2336,2389,2454,2482,2660,2362,2065,2746,2735,2713,2743,2636,2413,2356,2760,2863,2937,2933,3268,2989,2630,2620,3220,3152,3094,3456,3295,3084
NC-Mecklenburg,7224,1758,1291,1112,1596,1686,1772,1742,1832,1611,1392,1807,1838,1782,1892,1787,1662,1640,1944,1737,2007,1993,2424,2100,1871,1936,2382,2199,2252,2616,2478,2365
NC-Mecklenburg,7225,15407,13567,8991,12600,13023,13398,14220,15514,15756,11391,12866,14011,14264,14743,16680,15131,10861,13592,13719,13156,14577,18084,17877,12596,12501,16264,15773,18305,20577,20437,14962
NC-Mecklenburg,7139,3007,2579,1846,2654,2589,2897,3113,2934,2904,1931,2856,3191,3244,3311,3243,2919,2331,2973,2687,2603,2948,3492,3488,2712,2752,3650,3270,3928,4152,4037,3233
NC-Mecklenburg,7131,57,47,38,55,56,73,62,58,54,37,57,63,68,55,56,57,27,66,64,62,70,77,62,38,71,79,44,89,73,77,47
NC-Mecklenburg,8131,810,692,639,714,817,868,851,730,626,783,861,896,980,870,895,725,892,883,834,839,835,908,810,974,530,926,930,1011,959,798,1409
NC-Mecklenburg,8121,594,403,256,544,547,607,606,538,457,301,574,568,616,607,600,400,327,630,554,585,618,708,652,452,423,875,833,876,920,711,427
LA-Jefferson,7211,530,388,291,442,456,479,489,496,387,365,552,564,524,574,543,470,451,651,651,662,603,645,527,465,512,620,656,734,709,554,517
LA-Jefferson,7224,497,416,293,352,419,383,431,440,398,379,381,415,418,405,621,567,319,444,469,565,521,633,486,394,360,471,521,567,654,564,363
LA-Jefferson,7225,8667,7449,5238,6739,7314,7292,7605,7994,7891,5721,6893,7590,7748,7575,9246,8735,6682,8567,9544,9500,9758,10870,9052,6970,6736,8922,9923,10221,11719,10103,7423
LA-Jefferson,7139,1341,1069,689,1032,1104,1232,1183,1148,1127,821,1158,1127,1143,1091,1414,1366,965,1557,1766,1794,1796,1889,1498,1186,1297,1632,1755,1935,1871,1670,1243
LA-Jefferson,7131,19,8,5,16,21,21,27,18,16,17,21,31,21,36,30,21,11,24,28,29,25,25,7,14,11,23,27,31,27,20,9
LA-Jefferson,8131,662,557,486,503,554,580,585,576,609,667,594,598,617,606,674,638,788,685,641,746,766,682,634,829,560,604,719,682,738,749,848
LA-Jefferson,8121,259,234,145,213,208,258,260,253,228,178,223,234,233,219,279,259,196,321,336,325,300,364,314,227,203,320,359,334,369,322,199
CA-Riverside,7211,1062,890,694,806,901,889,863,1057,889,813,964,996,1023,1007,1058,1127,839,998,1134,1072,1050,1148,1276,1160,1025,1122,1205,1167,1375,1302,1135
CA-Riverside,7224,559,379,247,457,478,532,462,520,417,311,481,498,520,506,595,451,326,565,584,539,584,655,523,434,421,612,648,654,838,712,537
CA-Riverside,7225,25839,24005,19600,21456,22796,21785,22131,26040,26426,23099,21172,22460,22828,23307,27429,25947,22491,22555,24365,24645,25178,29781,28138,24047,23060,25472,26290,27710,32526,31338,27398
CA-Riverside,7139,6040,4965,3623,4694,5053,5178,5614,5444,5338,4342,5137,5442,5636,5736,6270,5531,4556,5446,6092,6074,6189,6951,6162,5466,4808,5982,6461,6649,7276,6816,5594
CA-Riverside,7131,129,130,98,144,153,154,160,161,110,116,190,198,224,239,175,172,154,185,220,240,205,169,188,176,169,235,267,281,256,308,246
CA-Riverside,8131,752,625,657,615,624,638,725,642,661,761,679,733,727,692,763,734,786,740,881,904,868,816,722,862,623,831,859,888,933,854,1265
CA-Riverside,8121,832,679,475,686,710,764,729,764,685,591,718,761,752,777,822,686,569,772,795,828,784,878,710,598,598,827,950,865,911,820,697
FL-Broward,7211,1774,1411,1277,1415,1472,1571,1614,1684,1616,1194,1507,1630,1618,1576,1556,1649,1659,1819,1810,1853,1860,2064,2200,1693,1569,2023,2230,2476,2685,3212,3163
FL-Broward,7224,827,716,531,655,735,717,759,883,749,428,701,773,769,796,737,773,601,880,976,1010,1005,1334,1153,729,696,957,1150,1254,1500,1495,1240
FL-Broward,7225,23838,21237,15249,18597,20318,20335,20237,24245,23581,16456,18759,19960,20426,20239,21112,22014,16813,20809,24464,24118,24623,29996,28147,18271,17549,22741,25287,27888,32980,31981,25735
FL-Broward,7139,6754,5507,4000,5264,5799,6088,5936,6406,6253,4166,5655,6078,6284,6160,5646,6064,5055,6219,7002,7142,7082,7960,7093,4450,4836,7195,7695,8592,9040,8460,6705
FL-Broward,7131,121,78,80,87,108,119,114,124,105,65,74,140,110,82,110,71,69,101,130,139,124,138,143,98,63,111,124,155,139,141,157
FL-Broward,8131,1118,956,845,833,874,1020,979,1016,1003,878,923,1052,1015,994,852,893,1052,902,1064,1030,1112,1225,1135,1082,753,1022,1285,1311,1285,1215,1460
FL-Broward,8121,1491,1215,938,1274,1399,1497,1703,1483,1386,964,1327,1467,1496,1418,1434,1281,1153,1663,1637,1731,1666,1748,1698,1110,1264,1673,1855,1820,1950,1878,1597
NJ-Hudson,7211,392,327,270,307,275,287,301,311,263,286,308,290,337,344,291,295,270,314,363,284,325,355,322,318,319,350,342,371,364,343,269
NJ-Hudson,7224,404,310,273,317,358,339,348,295,284,307,342,365,364,394,406,366,360,399,435,437,426,406,375,357,342,424,448,478,503,441,358
NJ-Hudson,7225,7721,7742,5740,6594,6965,6642,7559,7063,7452,6741,6690,7268,7516,7653,8412,8169,6646,8027,7978,7916,7957,8818,7495,7785,7139,8410,8359,8289,8763,8821,7498
NJ-Hudson,7139,730,763,576,750,828,734,875,756,672,644,740,787,829,811,913,742,611,864,825,945,923,974,680,727,699,973,989,953,968,936,829
NJ-Hudson,7131,38,45,40,29,36,21,56,28,18,41,30,31,43,44,44,54,43,28,43,30,41,44,33,95,51,40,45,47,37,68,65
NJ-Hudson,8131,373,439,293,318,320,304,367,321,382,465,314,361,348,395,406,404,323,377,392,393,398,468,388,399,427,447,390,419,412,484,393
NJ-Hudson,8121,230,222,156,199,224,198,232,198,187,212,203,220,223,199,267,198,161,247,227,222,227,248,209,214,189,247,249,251,253,239,235
MA-Middlesex,7211,452,375,286,367,411,432,431,402,379,340,452,492,443,517,468,473,362,511,524,477,506,466,417,365,426,578,535,533,524,492,412
MA-Middlesex,7224,270,219,162,258,200,209,231,240,202,185,228,241,259,296,278,229,178,256,259,249,231,307,223,175,211,277,274,266,300,216,206
MA-Middlesex,7225,8319,8482,6803,7095,7645,7664,7910,8803,7927,7525,6767,7673,8182,8631,9576,8773,7065,7896,8621,8844,9044,10207,8466,7358,7127,8942,9739,9621,10348,9473,7956
MA-Middlesex,7139,2799,2642,2097,2781,2911,3074,3070,3054,2266,2071,2781,3273,3386,3555,3288,2841,2438,3393,3699,3643,3687,3761,2784,2536,2635,3898,3873,3906,3871,3150,2842
MA-Middlesex,7131,55,63,35,47,41,57,53,53,52,63,59,57,65,56,56,56,50,74,62,66,78,68,59,66,44,72,74,71,83,76,66
MA-Middlesex,8131,395,399,354,333,339,419,418,396,333,350,365,375,417,432,449,411,360,397,462,458,431,447,420,546,361,453,425,465,504,456,552
MA-Middlesex,8121,373,380,269,334,371,371,396,382,301,291,359,379,416,403,425,345,337,422,413,444,380,483,340,335,339,509,514,511,509,415,373
OH-Franklin,7211,1153,1031,785,1121,1146,1089,1109,1041,964,890,1181,1265,1224,1114,1144,1088,1050,1287,1239,1185,1163,1274,1264,1117,961,1345,1411,1404,1466,1365,1266
OH-Franklin,7224,766,588,412,617,624,646,695,695,608,478,609,708,743,729,977,987,680,770,764,868,958,1267,1247,842,734,1031,1112,1173,1449,1226,763
OH-Franklin,7225,18483,16934,12398,15305,15882,15856,16551,17799,17360,14068,13916,16341,17689,16430,19835,19689,16061,16256,17123,18060,19300,23321,21084,17272,14789,20153,21208,21911,24690,22651,18900
OH-Franklin,7139,2646,2357,1598,2375,2210,2548,2689,2064,2135,1576,2060,2673,3081,2666,2746,3009,2446,2581,2460,2742,2777,3526,3395,2629,2575,4253,4319,4386,4321,4095,3386
OH-Franklin,7131,52,69,41,65,39,60,75,43,53,46,52,60,67,71,62,55,41,60,53,68,67,72,79,44,46,65,68,72,58,94,56
OH-Franklin,8131,941,1002,822,815,834,968,1009,893,881,952,856,975,1065,904,919,1009,1067,831,890,906,952,1143,1169,1223,927,1120,1196,1209,1126,1185,1349
OH-Franklin,8121,408,297,211,345,331,350,424,350,243,238,375,417,457,445,565,468,286,559,515,548,594,672,476,317,291,647,581,591,605,509,357
VA-Fairfax,7211,582,504,366,486,512,490,488,511,495,454,541,546,589,574,549,490,473,521,571,587,558,587,587,500,532,604,617,589,601,607,579
VA-Fairfax,7224,204,222,143,155,186,170,189,231,228,198,159,183,181,202,191,189,158,141,189,208,217,221,233,179,151,169,198,196,300,282,261
VA-Fairfax,7225,9444,9061,5782,7904,8199,7981,8458,9290,9062,7957,7848,8416,8559,8443,9734,9105,6984,8571,8772,8786,8981,10154,9477,7492,7393,8912,9241,9037,11485,10906,8777
VA-Fairfax,7139,1436,1299,910,1308,1316,1236,1451,1309,1176,1018,1359,1452,1558,1519,1551,1351,1130,1488,1508,1562,1435,1496,1608,1122,1326,1574,1745,1571,1893,1791,1539
VA-Fairfax,7131,5,8,6,4,4,6,3,3,2,9,3,3,5,4,1,5,5,5,11,7,2,11,6,5,5,4,10,6,5,4,5
VA-Fairfax,8131,263,276,220,199,221,232,254,248,245,268,218,231,284,249,305,254,273,290,280,304,262,289,311,351,253,293,324,277,321,300,367
VA-Fairfax,8121,257,203,143,259,285,266,272,258,200,158,278,301,257,249,281,221,162,295,272,334,301,313,258,212,215,310,316,357,394,319,252
TN-Shelby,7211,1148,972,754,1007,1106,1066,1195,1228,1182,873,1133,1159,1085,1142,1234,1264,944,1226,1250,1214,1292,1595,1885,1369,1092,1236,1333,1672,2373,2322,1310
TN-Shelby,7224,450,376,250,420,494,450,469,544,541,399,426,415,506,528,607,572,345,522,537,578,585,649,673,487,449,569,610,656,852,872,538
TN-Shelby,7225,18028,14861,9979,14714,15970,16335,16796,18405,18074,12351,15749,15528,17073,17893,20136,17694,12543,17184,17760,18339,19456,21744,19091,14199,12195,17100,19057,19622,23829,21686,16138
TN-Shelby,7139,2040,1566,1226,2005,2146,2128,2310,2098,2236,1561,2378,2183,2665,2832,2721,2360,1660,2818,3046,2918,3114,3044,2943,2443,2210,3124,3137,3256,3666,3563,3116
TN-Shelby,7131,27,18,8,25,27,22,28,30,21,12,32,21,24,33,29,26,32,28,40,49,45,41,52,37,34,54,52,51,75,78,39
TN-Shelby,8131,1610,1475,1209,1233,1381,1440,1434,1263,1567,1643,1371,1309,1530,1553,1527,1564,1564,1496,1477,1533,1614,1485,1552,1937,1249,1573,1657,1670,1624,1775,2059
TN-Shelby,8121,486,326,196,480,470,535,584,550,425,285,521,522,613,636,645,427,290,607,649,675,653,636,436,311,281,658,714,712,785,539,360
WI-Milwaukee,7211,769,780,441,761,677,684,760,633,1014,857,747,796,730,661,648,682,545,733,843,862,942,1012,945,836,939,1060,898,919,1459,2744,2353
WI-Milwaukee,7224,1029,721,524,673,784,813,796,817,753,474,749,878,876,825,1026,853,462,793,867,971,967,1226,1020,893,778,1088,1144,1137,1331,1159,865
WI-Milwaukee,7225,9790,8186,6475,7291,7786,8191,8087,8949,8398,6200,7417,8263,8458,8196,10312,8836,5636,7974,8704,9494,9416,10862,9200,7975,7278,9835,10182,10161,11769,9892,8567
WI-Milwaukee,7139,1420,1426,1013,978,1103,1297,1225,1191,1290,682,1181,1376,1404,1239,1627,1320,677,1191,1262,1568,1542,1921,1768,1832,1559,2177,2161,1814,2682,2514,2291
WI-Milwaukee,7131,40,29,48,30,36,24,22,29,40,32,39,30,41,38,30,54,47,60,44,58,47,60,59,59,78,73,77,80,79,68,96
