series,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10
S,104983.9920922442,104979.08720033303,104972.73398173024,104964.51224428751,104953.88489124856,104940.16870430888,104922.49999173713,104899.79565300874,104870.71140286977,104833.60076064688,104786.4810432443,104727.01587780591,104652.52708895948,104560.0509199826,104446.4523454475,104308.60437170291,104143.6254402671,103949.1491758063,103723.58291207833,103466.30360677482,103177.74861570625,102859.38333248656,102513.55827852896,102143.2921167051,101752.02617288395,101343.39060226001,100921.00851951729,100488.34939120093,100048.63140059756,99604.76576432698,99159.33340558066,98714.58450726398,98272.45292162852,97834.5792720074,97402.33833931781,96976.86777052979,96559.09623773677,96149.76995347551,95749.4769753941,95358.66907609563,94977.68116643658,94606.74838450388,94246.02102823624,93895.57753834297,93555.43574413842,93225.5625776258,92905.88244674596,92596.2844410036,92296.62852404229,92006.75084953173,91726.46831970182,91455.5824903631,91193.8829124127,90941.14998761468,90697.15740576958,90461.67422111276,90234.46661775852,90015.29940708746,89803.93729401928,89600.14594399456,89403.69287809127,89214.34821992615,89031.88531474741,88856.08123833899,88686.71721096132,88523.57892949336,88366.4568291666,88215.14628475375,88069.44775975696,87929.16691100203,87794.11465506275,87664.10720208872,87538.96606187409,87418.51802636661,87302.59513226338,87191.03460685899,87083.6787998949,86980.3751037956,86880.9758643616,86785.33828371424,86693.32431704777,86604.80056453489,86519.63815955044,86437.71265421796,86358.90390314575,86283.09594609731,86210.17689023528,86140.03879248553,86072.57754248695
I,13.0,16.86489191117116,21.86891916105929,28.341143070906682,36.70120466419307,47.48129523073946,61.35150418403043,79.14772257769533,101.9001549104439,130.85878474050097,167.50979936382663,213.5741808531119,270.9770352312869,341.77504138965725,428.03161261359253,531.6370573490999,654.0850241969829,796.2344867220288,958.1019915122397,1138.7331374947696,1336.1894775637588,1547.659602578356,1769.671888329682,1998.3642990871676,2229.7610989813347,2460.0157816867627,2685.596601894553,2903.408002059343,3110.8533524979653,3305.8507205687133,3486.815021669527,3652.6187182526446,3802.540806427893,3936.21119153478,4053.5552289015795,4154.741379377477,4240.133601820302,4310.24919793594,4365.722240182477,4407.272360266348,4435.678481104089,4451.756984548467,4456.343782052235,4450.2797693813245,4434.399182035365,4409.520413985158,4376.438911746179,4335.921804548839,4288.703977146253,4235.485333485105,4176.929036636216,4113.66054304404,4046.2672775509204,3975.2988201448584,3901.267496378374,3824.6492813249333,3745.8849421731793,3665.3813574703904,3583.512961940927,3500.623275010371,3417.026478912831,3333.009018764922,3248.8312024424654,3164.7287826554957,3080.914507420721,2997.579628295022,2914.8953583581983,2833.014274102385,2752.0716571709786,2672.186773352227,2593.464087423328,2515.994413403486,2439.856000545838,2365.1155560096445,2291.8292056321066,2220.043394585925,2149.7957299831364,2081.115767683786,2014.0257457030852,1948.5412666941836,1884.6719320251273,1822.4219299759945,1761.7905805623675,1702.7728394498558,1645.3597633660745,1589.5389393452358,1535.2948800596503,1482.60938740463,1431.4618864108402
IH,439.0,398.31979995930936,361.6120370059352,328.5494628799717,298.8487040608574,272.2697673061757,248.6164704182601,227.7378464975968,209.53053254754494,193.94207438042898,180.97493998239486,170.69081321064576,163.2144281682628,158.73581688945194,157.50944403599982,159.84842926359326,166.11211825038131,176.68587798568984,191.9532676655608,212.2625112752865,237.8909758965325,269.01245979449914,305.6719938817527,347.77151794622705,395.06769330871333,447.1809892180049,503.61363367414117,563.7733008237417,626.9994323604693,692.5895982630057,759.8240143419332,827.9870448519757,896.3851150422144,964.3609020755562,1031.3039691516767,1096.6581832466754,1159.9263429183043,1220.6724674906588,1278.5221851922,1333.1616219831446,1384.335146206379,1431.8422741816096,1475.533992918902,1515.3087107725225,1551.1080063149077,1582.912310396115,1610.7366261919865,1634.626366689221,1654.6533680297548,1670.9121199155402,1683.5162403370975,1692.5952107464188,1698.2913790042455,1700.757230602056,1700.1529234500924,1696.6440776425648,1690.399808811902,1681.5909917566978,1670.3887397981116,1656.9630846415816,1641.481841274632,1624.1096425184435,1605.0071281898274,1584.3302743555093,1562.2298488189745,1538.8509797288336,1514.332825002683,1488.8083310948816,1462.4040704795786,1435.2401480555318,1407.4301674945905,1379.0812493421388,1350.294093428935,1321.163078865267,1291.7763955575347,1262.2162018128581,1232.5588031787768,1202.8748482029773,1173.2295372932945,1143.6828413124642,1114.2897269570449,1085.100386347579,1056.1604685995778,1027.5113114544822,999.1901713286106,971.2304503884684,943.6619194847949,916.510935977487,889.8006556610228
IN,0.52,1.0213797296841984,1.6594016240891216,2.4747381851410712,3.519767958038564,4.861779546860951,6.586939722670556,8.805133355050973,11.655746175009307,15.314380939675058,20.00035172772604,25.984566864622632,33.5970732159427,43.23310350000066,55.3560050137388,70.49506994720812,89.23624982127144,112.20426022445756,140.0358057395619,173.34545356012512,212.68758828432985,258.5192051048223,311.16847866780665,370.81296730377994,437.4693898676496,510.99483710724076,591.0976568421809,677.3553706228894,769.2368058959206,866.125945259982,967.3455524899038,1072.1792385948572,1179.891165691066,1289.7430047781936,1401.0080613109617,1512.982676589665,1624.9951271085633,1736.412300934026,1846.6444488070897,1955.1483022336922,2061.428831461516,2165.0398897852947,2265.5839614897423,2362.711201644748,2456.117928472314,2545.5447039159576,2630.7741156909947,2711.6283545185725,2787.966663321434,2859.68272067173,2926.702008479722,2988.979203538071,3046.4956238402406,3099.2567533426395,3147.289862830524,3190.6417395931853,3229.3765345536744,3263.5737321927254,3293.3262459358148,3318.738639533743,3339.9254732733625,3357.009772531835,3370.121615172182,3379.396833516743,3384.9758260836447,3387.00247389176,3385.62315590019,3380.9858580224054,3373.239370120579,3362.53256542367,3349.0137569080007,3332.8301253184627,3314.127213681378,3293.0484833576324,3269.734926899635,3244.3247332020564,3216.953000669219,3187.751494357603,3156.8484432869955,3124.3683743458478,3090.4319794434978,3055.156012782512,3018.653215337404,2981.03226383058,2942.397741691938,2902.850129674835,2862.4858139778657,2821.3971098890693,2779.6722991268784
D,0.01,4.3999999999999995,8.383197999593094,11.999318369652446,15.284812998452164,18.27330003906074,20.995997712122495,23.482162416305098,25.759540881281065,27.854846206756516,29.794266950560807,31.604016350384757,33.31092448249122,34.943068764173844,36.53042693306836,38.10552137342836,39.70400566606429,41.3651268485681,43.131985628425,45.051518305080606,47.17414341783347,49.5530531767988,52.24317777474379,55.29989771356132,58.777612893023594,62.728289826110725,67.20009971829077,72.23623605503218,77.8739690632696,84.14396338687429,91.06985936950434,98.66809951292367,106.94796996144343,115.91182111186558,125.55543013262114,135.86846982413792,146.83505165660466,158.43431508578772,170.6410397606943,183.4262616126163,196.75787783244772,210.6012292945115,224.91965203632762,239.67499196551665,254.82807907324187,270.33915913639095,286.1682822403521,302.27564850227196,318.62191216916415,335.1684458494617,351.8775670486171,368.7127294519881,385.63868155945227,402.6215953494947,419.6291676555153,436.6306968900162,453.5971376664419,470.5011357545609,487.31704567212785,504.020933070109,520.5905639165248,537.0053823292711,553.2464787544556,569.2965500363538,585.1398527799089,600.7621512680986,616.1506610653869,631.2939893154137,646.1820726263625,660.8061133311583,675.1585148117135,689.2328164866594,703.0236289800808,716.5265699143702,729.7382007030228,742.6559646585981,755.2781266767267,767.6037147085145,779.6324631905443,791.3647585634773,802.8015869766019,813.9444842461724,824.7954881096481,835.3570927956439,845.6322059101888,855.6241076234749,865.3364121273595,874.7730313222074,883.9381406819823
R,0.0,36.82882031100646,70.26455472327632,100.64518545101322,128.28271131410287,153.46724581248904,176.47118846999246,197.55357438881518,216.96471486014835,234.95124532995862,251.76169097537755,267.65263715951227,282.89554218671765,297.78414171829087,312.6422582002829,327.8316426079476,343.75925404238825,360.8831646571484,379.71612962007856,400.8258648341132,424.83129137549116,452.3944391031675,484.208275061253,520.9812934883624,563.4201243095176,612.2115921460545,668.005580597739,731.3997914822528,802.927131829004,883.0461004386389,972.1342387926566,1070.4844837678033,1178.304113493048,1295.7159007363878,1422.761063429526,1559.4036126764338,1705.5357310036381,1860.983857322262,2025.515202907626,2198.8444700527552,2380.6405892031735,2570.5333299304275,2768.1196755107485,2972.969880137112,3184.6331522099417,3402.642927184771,3626.521709628714,3855.785476981676,4089.9476475352953,4328.522622790617,4571.028920040721,4816.991915100576,5065.946217876639,5317.43770519046,5571.025236160108,5826.282075680743,6082.797051280486,6340.175467982374,6598.039804877935,6856.03021599383,7113.804856775574,7371.0400561735705,7627.430352937849,7882.688413341106,8136.544846179623,8388.747929567116,8639.063262751151,8887.273354955367,9133.177162089738,9376.589581079577,9617.340910543811,9855.276285604721,10090.255093733867,10322.150377730659,10550.848231188507,10776.247191125756,10998.257631841421,11216.8011634957,11431.810038408665,11643.226567613956,11851.002549794135,12055.098714357027,12255.48418008474,12452.135930495655,12645.038306801613,12834.182519114858,13019.566176359234,13201.192835165262,13379.071567876514
G,13.0,17.90489191117116,24.25811051395298,32.47984795668511,43.10720099564404,56.82338793532588,74.492100507076,97.19643923546334,126.28068937442754,163.39133159732012,210.51104899988584,269.9762144382772,344.46500328470114,436.9411722615745,550.5397467966823,688.387720541277,853.3666519770879,1047.8429164378927,1273.4091801658658,1530.6884854693749,1819.2434765379458,2137.608759757644,2483.433813715238,2853.6999755390984,3244.965919360239,3653.6014899841734,4075.983572726904,4508.642701043258,4948.360691646628,5392.226327917213,5837.658686663524,6282.407584980204,6724.539170615664,7162.412820236783,7594.653752926365,8020.124321714389,8437.895854507413,8847.222138768675,9247.515116850087,9638.323016148557,10019.310925807606,10390.243707740312,10750.971064007957,11101.414553901226,11441.556348105772,11771.429514618394,12091.109645498227,12400.707651240582,12700.363568201903,12990.241242712455,13270.523772542374,13541.409601881096,13803.1091798315,14055.842104629512,14299.834686474616,14535.317871131445,14762.525474485685,14981.69268515675,15193.054798224917,15396.846148249635,15593.299214152925,15782.643872318042,15965.10677749678,16140.910853905207,16310.274881282872,16473.413162750832,16630.53526307761,16781.845807490452,16927.544332487236,17067.825181242162,17202.87743718144,17332.884890155463,17458.026030370092,17578.474065877566,17694.3969599808,17805.95748538519,17913.313292349274,18016.616988448575,18116.016227882577,18211.65380852992,18303.6677751964,18392.191527709278,18477.35393269373,18559.27943802621,18638.088189098416,18713.896146146864,18786.815202008896,18856.953299758647,18924.414549757228
H,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254,52491.520429669254
beta,9.764343601750268,9.764343601750268,9.749615582945674,9.730604561237278,9.70611206378579,9.674635352032285,9.63431048152946,9.582858163315777,9.517543135780032,9.435164133582782,9.33209903769201,9.204436473351763,9.04822689451386,8.859876554264964,8.6366794054968,8.377431701198551,8.08301070400118,7.756749272935707,7.404440894772584,7.033891243700359,6.654075824385934,6.27410317659514,5.902243711346019,5.545235713137485,5.207959307568186,4.893446171835623,4.603119097294943,4.337141168422986,4.094779310969923,3.874724960829671,3.6753478947140508,3.4948812340948083,3.331546867455512,3.1836343288626088,3.0495458393013304,2.9278181174459013,2.817129056345377,2.716295083873799,2.62426319961139,2.5401003222843284,2.4629816193243377,2.392178832705679,2.327049179688777,2.2670251266560855,2.2116051590641455,2.1603455651710846,2.1128531911240676,2.0687790936672172,2.0278130032008637,1.9896785070473215,1.9541288659793326,1.9209433834617249,1.8899242548698623,1.8608938321193813,1.8336922470651242,1.8081753443831041,1.784212881292979,1.7616869573695872,1.7404906428505227,1.7205267783235931,1.7017069225395391,1.6839504284116074,1.667183630103177,1.6513391265315587,1.6363551486878065,1.622174999940251,1.6087465599977835,1.5960218444963508,1.5839566132717613,1.572510021321811,1.5616443072651458,1.5513245147934056,1.5415182432044405,1.5321954236122939,1.5233281178666713,1.514890337591134,1.5068578810742705,1.4992081860289816,1.4919201964782247,1.4849742422364811,1.4783519296393661,1.4720360423332126,1.4660104510752823,1.460260031616502,1.4547705898445547,1.4495287934579004,1.4445221095226939,1.4397387473359222,1.4351676060810095
