series,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,18124.054880827585,18118.43222582785,18113.465840952827,18108.44705298445,18102.887334553925,18096.39920300904,18088.625301001182,18079.193185072185,18067.68314889498,18053.60179386558,18036.3570069461,18015.231601307416,17989.353723734952,17957.66257513015,17918.86822645236,17871.404469239988,17813.373812809463,17742.484019110274,17655.976054039475,17550.54416263456,17422.250119134165,17266.435788081282,17077.641240644974,16849.540120608668,16574.910051712362,16245.663792800487,15852.97638794179,15387.553785531292,14840.097046498997,14202.018997952377,13466.459947856827,12629.616002128869,11692.326620974794,10661.760068794414,9552.892257385347,8389.328160977951,7202.9336255276985,6031.826145896333,4916.600546611992,3895.232822649663,2997.739264504473,2242.0413512748696,1632.2885421746528,1160.0854994624517,808.0215525510409,554.1714490137379,376.1812006943507,254.07276009095506,171.59003072773464,116.39758525416511,79.61102619585333,55.07148757088552,38.62274328402529,27.50906537845937,19.921812720364738,14.678959824130597,11.007684955551168,8.400691410644864,6.5227492935431926,5.150410017681958,4.133230050974135,3.368799908767091,2.7865962157872626,2.3374729408985973,1.9867682715892658,1.7097423178849687,1.4885280176549043,1.3100725128273962,1.1647326892790844,1.0453068835302963,0.9463602674338903,0.8637499452428773
E,0.0,5.622654999732452,10.026774374784729,14.042884905683099,18.198314845641644,22.86661490596218,28.353855423225315,34.950585809898854,42.965563406115876,52.75036209490416,64.72011280489295,79.37350716308727,97.31403401924206,119.27377922211949,146.14074997769706,178.99043219229966,219.12204540359411,268.09963456242417,327.7976361769815,400.4497639641976,488.69883106817406,595.6432790142394,724.8734985491228,880.4872687305162,1067.068610753769,1289.6080085902665,1553.3346125899382,1863.423753741441,2224.538117399592,2640.1623542062534,3111.705168881177,3637.3785977210177,4210.93011910299,4820.403659373072,5447.231104844831,6066.072090767743,6645.859417141222,7152.380955058465,7552.368458836959,7818.499336915592,7934.142961369223,7896.426578461904,7716.53672971593,7417.086099456538,7027.441436422295,6578.547396317368,6098.682905005018,5610.923055107912,5132.313478960341,4674.274576537877,4243.633677942401,3843.8098487731286,3475.877608182676,3139.403525269974,2833.050425401071,2554.9882357571983,2303.1606870500577,2075.4516118899583,1869.7843928180641,1684.178292812119,1516.777643497615,1365.8643092900604,1229.8600820540341,1107.3231971235193,996.9415820804767,897.5244498261333,807.99321914375,727.3723527342025,654.7804572843306,589.4218373616463,530.5786002415781,477.6033505396113
I,5.0,4.417776017774646,4.465614488618207,4.9482943559673735,5.77637971750477,6.923581841674656,8.40402825404628,10.260808437007768,12.561049268188418,15.394936783629298,18.877312713065265,23.151159157251726,28.392677858026836,34.81790166624263,42.69091611628446,52.33385607683983,64.13889407801655,78.58245815324936,96.24190326568336,117.81479804812281,144.1408542676118,176.22628493981853,215.26997896315424,262.6902599369673,320.15007296355606,389.57712396081706,473.17369592057025,573.4085424749314,692.9804768407174,834.7403180145511,1001.5553870194783,1196.0999907376488,1420.5582305603539,1676.2346284746825,1963.0861943050763,2279.218132489576,2620.422250074687,2979.8736562787276,3348.1209704471685,3713.4865514536705,4062.920299559699,4383.228668441846,4662.467156219127,4891.200790252955,5063.354519805634,5176.497377059866,5231.575933321424,5232.254429179381,5184.0779327355585,5093.650380998817,4967.94875687484,4813.820342925246,4637.656997847487,4445.213733569346,4241.5320777360275,4030.9327808689245,3817.050457292599,3602.890862477603,3390.898130571589,3183.0241272730154,2980.795359974172,2785.375015387329,2597.6190196263715,2418.1258098495373,2247.2799618553877,2085.290062350098,1932.2213304934253,1788.0235328916694,1652.5547318385227,1525.6013782036803,1406.8952199985977,1296.1274525104755
R,0.0,0.5822239822253543,1.0966510113550387,1.6166485814843452,2.192851710515259,2.865481070909538,3.6716961491341324,4.6503015084951755,5.845119258304411,7.307788083475118,9.100448363529566,11.298613199832399,13.994445215366015,17.30062480907442,21.354988281244538,26.326123318458876,32.420128536512124,39.88876900163872,49.03928734544714,60.246156180705846,73.96507635763663,90.7495287922473,111.27016267033554,136.3372315514347,166.92614539789764,204.20595547601351,249.570184375287,304.66879907991967,371.4392400882778,452.1332106544033,549.3343770701014,665.9602902400487,805.2399101894454,970.6565241854158,1165.8453242923292,1394.4364965923128,1659.839588083976,1964.9741235940573,2311.964904931463,2701.836169808657,3134.252355394188,3607.3582826489633,4117.762452717873,4660.682491655638,5230.237372048613,5819.83865843661,6422.61484180679,7031.804636449335,7641.073438403948,8244.732338036723,8837.861419814488,9416.353201558322,9976.897531513394,10516.928556609802,11034.550564970119,11528.45490437733,11997.836051529375,12442.311715049376,12861.849608144386,13256.702050724767,13627.348647304823,13974.446756241428,14298.789182931392,14601.26840091363,14882.84656862013,15144.530626333468,15387.351803172754,15612.348922688885,15820.554959015451,16012.986358378726,16190.634700319973,16354.460327832254
G,5.0,5.0,5.562265499973245,6.564942937451718,7.969231428020028,9.789062912584193,12.075724403180411,14.911109945502943,18.406168526492827,22.702724867104415,27.97776107659483,34.44977235708413,42.38712307339286,52.11852647531706,64.04590439752901,78.65997939529872,96.55902261452869,118.4712271548881,145.2811906111305,178.06095422882868,218.10593062524845,266.97581373206583,326.5401416334898,399.02749148840206,487.0762183614537,593.7830794368306,722.7438802958573,878.077341554851,1064.419716928995,1286.8735286689543,1550.8897640895798,1862.0602809776974,2225.798140749799,2646.891152660098,3128.9315185974056,3673.6546290818887,4280.2618381586635,4944.847779872785,5660.085875378632,6415.322721262328,7197.172654953887,7990.58695109081,8780.229608937,9551.883281908593,10293.591891854247,10996.336035496475,11654.190775128212,12264.059065628715,12825.151371139505,13338.38271903554,13805.810176689329,14230.173544483569,14614.554529360881,14962.142290179148,15276.082642706146,15559.387685246253,15814.886508821972,16045.202577526978,16252.747738715974,16439.72617799778,16608.144007278992,16759.821771628755,16896.40820255776,17019.394210763163,17130.126530475514,17229.82068868356,17319.573133666174,17400.37245558055,17473.10969085397,17538.5877365824,17597.529920318568,17650.587780342725
