series,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,28395.29151506366,28391.03859646139,28387.016051491217,28382.138362296555,28375.806266578256,28367.49731026313,28356.64515179745,28342.60975229082,28324.68553171037,28302.133116572426,28274.22801052123,28240.31768318266,28199.87558920043,28152.540843577015,28098.136692342876,28036.66737460999,27968.298238719,27893.326210815583,27812.14718318821,27725.224955205515,27633.064271216877,27536.18889541888,27435.12466977226,27330.38699853591,27222.47201956291,27111.850716372577,26998.965302394365,26884.22731550071,26768.01696909763,26650.68340313707,26532.54556024513,26413.893478577575,26294.989845623546,26176.071698151023,26057.35218499814,25939.02233340244,25821.252777658592,25704.195422431832,25587.985023086676,25472.740672748325,25358.567191143065,25245.556414061837,25133.788384940603,25023.33245184463,24914.248274303834,24806.586745141904,24700.39083280089,24595.696349781058,24492.532652765516,24390.923279833823,24290.886529928208,24192.435989449583,24095.581010549096,24000.32714535987,23906.67654009359,23814.628292614772,23724.17877680705,23635.321936763372,23548.04955356737,23462.35148718725,23378.215895776048,23295.629434462884,23214.577435528085,23135.044071679757,23057.012503989623
E,0.0,4.25291860227474,6.981769412080266,9.735676055952455,13.106279105646049,17.428439921311995,22.979045956985996,30.024455683545586,38.81554520307356,49.56067013474628,62.38992933034265,77.32188092543211,94.24345284350368,112.91030801368655,132.96830316468748,153.99002868968404,175.51697936600354,197.09854474570642,218.32221930845895,238.83307039652874,258.34318724066827,276.63321872353276,293.54846032072646,308.9917047371756,322.9145805444357,335.30858473956954,346.19657093567525,355.6251164684684,363.65795479292495,370.37050575564365,375.8454445863178,380.16920202918186,383.42926815037754,385.7121701576237,387.10200250054925,387.6794005614696,387.5208642104169,386.69835247206026,385.2790844755254,383.3254942205251,380.89529732418487,378.0416368410048,374.8132826090714,371.2548645532942,367.4071251691445,363.3071802096239,358.9887795785029,354.4825627472289,349.81630479186003,345.0151504991328,340.1018350072273,335.0968902000963,330.0188366232317,324.88436108041714,319.70848034254766,314.5046915802021,309.2851102441655,304.060596180218,298.8408687898959,293.63461204803536,288.4495701686868,283.2926346794343,278.16992362474275,273.0868535750087,268.0482050719179
I,5.0,4.8,5.901694160367583,7.789408944742873,10.439325255559506,14.008547744797909,18.749758265014634,24.989757714484305,33.12329846682925,43.60565673442566,56.93727732064839,73.63816197130357,94.213157556609,119.11252170757516,148.69417692241066,183.1940020534006,222.7084271859374,267.1905526222141,316.4582835819449,370.2113291332956,428.0534431124626,489.51664970309884,554.0849677644005,621.2159958737259,690.3594592045184,760.9723798315366,832.5309124203828,904.5391172844281,976.5350606716735,1048.0946732426464,1118.8337903742095,1188.40876298393,1256.5159792974057,1322.8905855907872,1387.3046429771132,1449.5649107928089,1509.5104064559987,1567.0098571628753,1621.959130218052,1674.2787056026818,1723.911235880173,1770.8192240093745,1814.9828384021687,1856.3978760178315,1895.0738779020658,1931.0323969074336,1964.305414003271,1994.9338972942473,2022.9664963733862,2048.4583637428705,2071.4700945906775,2092.066776092806,2110.3171375264446,2126.2927927574246,2140.0675670512765,2151.7169006103904,2161.317321729732,2168.945982968169,2174.6802542357673,2178.5973671883166,2180.774105791335,2181.286538362098,2180.2097868171036,2177.6178292424834,2173.583332266008
R,0.0,0.2,0.392,0.6280677664147034,0.9396441242044183,1.3572171344267985,1.9175590442187147,2.6675493748193,3.6671396833986725,4.992071622071842,6.736297891448869,9.013788984274804,11.959315463126947,15.727841765391307,20.492342633694314,26.44010971059074,33.76786979272676,42.67620688016426,53.36382898505282,66.02216032833061,80.83061349366244,97.95275121816094,117.5334172062849,139.6968159168609,164.54545575180995,192.1598341199907,222.59872931325216,255.89996581006747,292.0815305014446,331.14293292831155,373.0667198580174,417.8200714729858,465.356421992343,515.6170611642392,568.5326845878707,624.0248703069552,682.0074667386675,742.3878829969075,805.0682772834225,869.9466424921446,936.917790716252,1005.8742401514588,1076.7070091118337,1149.3063226479205,1223.5622376886338,1299.3651928047163,1376.6064886810136,1455.1787052411444,1534.9760611329143,1615.8947209878497,1697.8330555375646,1780.6918593211917,1864.3745303649039,1948.7872158659616,2033.8389275762586,2119.4416302583095,2205.510306282725,2291.9629991519146,2378.7208384706414,2465.7080486400723,2552.851943327605,2640.0829075592587,2727.3343690937427,2814.5427605664268,2901.647473736126
G,5.0,5.0,6.293694160367584,8.417476711157576,11.378969379763925,15.365764879224708,20.667317309233347,27.657307089303607,36.79043815022792,48.5977283564975,63.67357521209726,82.65195095557837,106.17247301973595,134.84036347296646,169.18651955610497,209.6341117639913,256.47629697866415,309.8667595023784,369.8221125669977,436.23348946162616,508.88405660612506,587.4694009212598,671.6183849706855,760.9128117905869,854.9049149563285,953.1322139515274,1055.1296417336353,1160.4390830944958,1268.6165911731182,1379.237606170958,1491.900510232227,1606.2288344569158,1721.8724012897487,1838.5076467550264,1955.8373275649838,2073.589781099764,2191.517873194666,2309.3977401597826,2427.0274075014745,2544.2253480948266,2660.829026596425,2776.6934641608336,2891.689847514003,3005.7041986657523,3118.6361155907,3230.3975897121504,3340.911902684285,3450.1126025353924,3557.942557506301,3664.3530847307206,3769.3031501282426,3872.758635413998,3974.6916678913494,4075.080008623387,4173.906494627536,4271.158530868701,4366.827628012458,4460.908982120085,4553.40109270641,4644.30541582839,4733.626049118941,4821.3694459213575,4907.544155910848,4992.160589808911,5075.230806002135
