beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,antibody ratio,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
3.907188700564595,0.2,0.4962960143079458,0.2,0.2,0.04,0.5,0.013153100808164208,0.2,0.019702383394393185,0.8,0.0,0.013820617689701447,0.07142857142857142,4.000477015229175,2021-03-21,0.3970453279411846,0.0606188844925512,1.6384332961719061,2021-06-28,0.016255298560967794,0.1011204710061095,0.9986649588039881,0.8106636109596151
