beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h,Hiding_init,metric1,metric2,r1,r2,reopen
11.230743084325454,0.20000000000995394,0.6036560097904496,0.10621119148305498,0.19198698461470845,0.0726895103680494,0.29573435111067276,0.006236138897555473,0.18891676526545167,0.046622532455211335,0.8200000000000001,2.4019078671920865e-09,8.191850271916197e-07,0.03333333333333333,0.1,0.01091109826765943,0.010248268817774363,0.9992818813107026,0.9966176386024457,2021-06-05
