beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,k,k2,eta,c1,I_initial,metric1,metric2,r1,r2
1.3071936913217144,0.200000000000337,0.13440169728416362,0.04,0.0596824768956371,0.04,0.3108289135787533,0.003736412411743526,0.013586559248954104,0.48965190609199594,0.3564122500045006,0.39932340275465716,0.9900000000000002,1.6168485249703387e-06,0.09168990031803265,0.1199872858349023,0.614274714705147,-0.13902863843673563
