beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,r1,r2
8.957985941546285,0.04,0.04,0.032434995399741345,0.020886050633162703,0.19346356031914397,0.03296358505272157,0.5000000646531835,0.9511609923784731,1.779534775043467,0.047187939742801624,0.9600000000000001,0.3478201286255368,44.31045251710977,0.9892781460149849,0.9771581915459557
