beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,r1,r2
5.6147403932802975,0.04,0.04,0.5,0.13026930570510256,0.03282226509266808,0.00890844140244877,0.5000280547926459,1.143335052319744,1.604823401907315,0.05,0.9,0.3050220869391673,78.06695632111575,0.9803193984001769,0.9438301942253813
