beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,eta,c1,metric1,metric2,metric3,r1,r2,r3
86.93175197668211,0.2001475301993561,0.11095899270631408,0.1997014643061617,0.2,0.04,0.21375244072989583,0.026451624015845825,0.014362805921826566,1.4049713965127393,0.04989144365785538,0.9800000000000002,0.13629834412115172,5.146346836165334,0.34101948261411685,0.9638476127493606,0.9890234856448004,0.989798415931325
