series,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04
S,155033.3890817265,155031.31146535088,155028.8621382644,155025.97536695845,155022.574092199,155018.56809289474,155013.85189675694,155008.30242031513,155001.77632726665,154994.10710454776,154985.1018712402,154974.5379579976,154962.15932574333,154947.67293352672,154930.7452178058,154910.9989092754,154888.01048722264,154861.3086511211,154830.37426685833,154794.6423079559,154753.50634255394,154706.32609259227,154652.43848872048,154591.17244288538,154521.86725153576,154443.89413746187,154356.67997632403,154259.73180256615,154152.66033699422,154035.20061510988,153907.2278876693,153768.7673306127,153619.99669664234,153461.24176609106,153292.96518078112,153115.74984662584,152930.27848087793,152737.3110246116,152537.66156006488,152332.1761234894,152121.71246075138,151907.12240488,151689.23721535335,151468.85594033217,151246.73665801514,151023.59032007042,150800.07684831554,150576.8031114284,150354.32241725834,150133.13518587602,149913.69050911118,149696.38834695934,149481.58215524087,149269.58177949864,149060.656485911,148855.03803049301,148652.92369315503,148454.4792237081,148259.84166323216,148069.12201698037,147882.40776479,147699.7652023568,147521.2416121881,147346.8672669858,147176.65727096022,147010.61324641693,146848.72487410464,146690.97129644366,146537.32239300315,146387.7399375689,146242.17864592362,146100.58712310932,145962.90871850468,145829.08229656256,145699.04293054144,145572.72252604636,145450.05038068458,145330.9536856468,145215.35797455252,145103.18752445254,144994.36571346244
I,8.0,9.437616375605238,11.131934152025675,13.128150725813352,15.479173427197582,18.246838857284693,21.50328788649957,25.33250129738483,29.83199424208852,35.114657421600235,41.31071813544421,48.56977392717229,57.06282426727962,66.98419054251278,78.55317102005242,92.01522586884667,107.64242985209326,125.73287156545007,146.60862610298238,170.61189491719927,198.09890872575863,229.43124598936208,264.96435018199116,305.0332480025194,349.93577951194857,399.9140312248714,455.1350698647325,515.6724380334347,581.4901085626866,652.4306217620039,728.2088994616297,808.4127445612837,892.5103589667269,979.8644608006698,1069.751889246561,1161.3870722621161,1253.9474722290688,1346.5991307170598,1438.520664806416,1528.9244481974006,1617.074155079606,1702.2982785446197,1783.9996057876963,1861.660912345847,1934.8473216752034,2003.2058738859146,2066.4628757299242,2124.4195825586867,2176.94671012405,2223.978204696465,2265.5046250855917,2301.5664172305896,2332.247295570607,2357.6678876671826,2377.9797502414467,2393.3598256401065,2404.0053769268848,2410.129416219668,2411.9566233980377,2409.719739777971,2403.6564127861,2394.0064621964216,2381.0095353893785,2364.903117760548,2345.9208643652873,2324.2912197593528,2300.2362944909005,2273.9709685926086,2245.7021945457163,2215.62847441631,2183.939488108292,2150.8158518739256,2116.4289883286565,2080.941091204485,2044.5051699292471,2007.2651608299886,1969.3560933253639,1930.9043008971214,1892.0276679196081,1852.8359045860282,1813.4308432092623
IH,430.0,408.52738172578097,388.20051130053514,368.971589697711,350.7970482655482,333.63764272688286,317.458591188483,302.2297601559384,287.92590254693346,274.52695142018604,262.018372465224,250.39157706978878,239.64439579859285,229.78160914325008,220.81552817310256,212.7666119569361,205.66410109430296,199.5466372468552,194.4628272410435,190.4716974884431,187.64297097022836,186.0570863002016,185.80486856081393,186.98675751219295,189.7115036443933,194.09425951987035,200.25402517134486,208.31045231841097,218.38007037485292,230.5720618978807,244.98377762966288,261.6962314005481,280.76984333482767,302.2406995104544,326.117565869541,352.3798376591421,380.9765315039594,411.82634638730406,444.81874333206827,479.8159302158282,516.6555932388803,555.1541917148667,595.1106266162451,636.3101022040805,678.5280197180008,721.5337681150643,765.0943054414532,808.9774526979425,852.954848048903,896.8045317825296,940.3131510686989,983.2777882594057,1025.5074275136162,1066.8240823476483,1107.0636118256232,1146.0762560264577,1183.7269226317578,1219.8952563929497,1254.4755222112663,1287.3763308916023,1318.52023454229,1347.84321626719,1375.2940963699152,1400.833874862289,1424.435027711155,1446.0807720175437,1465.7643132305543,1483.4880855725012,1499.2629950993833,1513.1076732419951,1525.0477472634043,1535.1151328201336,1543.3473527171225,1549.7868849891274,1554.4805426118205,1557.4788864326176,1558.8356723026036,1558.6073328757896,1556.8524941099051,1553.6315261443567,1549.006127936969
IN,0.32,0.6078007476462779,0.9241468725009765,1.276434118708372,1.6731219467996818,2.1239348970639793,2.640092464688367,3.234570844186909,3.922399762119907,4.720997220013827,5.650544201726443,6.734400118746551,7.999557798100765,9.477133955481849,11.202887115236768,13.21774961443333,15.568353476113908,18.307521475480954,21.494684763223333,25.19617737310908,29.485346689841165,34.442408917611566,40.15397183091022,46.712146238228215,54.21317558111435,62.755532632114324,72.43746503169137,83.35401714997019,95.5936114434689,109.23433197887663,124.34010740848768,140.95703058653157,159.11006849746084,178.80040395748065,200.0036094895875,222.66878914191702,246.71874536715686,272.05114693609835,298.5406011231714,326.04147723606275,354.3912932786327,383.41446359356485,412.92621014373645,442.7364592381059,472.653573928186,502.48780522393685,532.0543787885186,561.1761650411081,589.685907865166,617.4280095301772,644.2598868145403,670.0529259525831,694.6930724758781,718.081096957973,740.1325798040747,760.7776582127237,779.960576857499,797.6390811839826,813.7836888882877,828.3768714496563,841.4121737664177,852.8932961634904,862.8331594202031,871.2529700878704,878.1813002739507,883.6531932865596,887.7093040650389,890.3950811623708,891.7599951783873,891.8568169486441,890.7409474493065,888.4698002589075,885.1022364988718,880.6980514324209,875.3175113134006,869.0209386217822,861.868343482009,853.9190988167057,845.2316566261464,835.8633026896184,825.8699469464386
D,0.01,4.31,8.39527381725781,12.277278930263162,15.96699482724027,19.47496530989575,22.81134173716458,25.985927649049408,29.008225250608792,31.887484276078126,34.632753790279985,37.25293751493223,39.756853285630115,42.153297243616045,44.45111333504855,46.65926861677957,48.78693473634893,50.843575747291965,52.839042119760514,54.78367039217095,56.68838736705538,58.56481707675766,60.42538793975968,62.28343662536782,64.15330420048974,66.05041923693368,67.99136183213238,69.99390208384584,72.07700660702994,74.26080731077847,76.56652792975729,79.01636570605392,81.6333280200594,84.44102645340767,87.46343344851222,90.72460910720763,94.24840748379904,98.05817279883864,102.17643626271168,106.62462369603236,111.42278299819064,116.58933893057944,122.14088084772811,128.09198711389055,134.45508813593136,141.24036833311138,148.45570601426203,156.10664906867657,164.196423595656,172.72597207614504,181.69401739397034,191.09714890465733,200.9299267872514,211.18500106238756,221.85324188586404,232.92387800412027,244.38464056438485,256.22190979070245,268.42086235463194,280.9656175767446,293.8393808856606,307.0245832310835,320.5030153937554,334.2559563574545,348.2642951060774,362.50864538318893,376.96945310336434,391.6270962356699,406.46197709139494,421.4546070423888,436.58568377480873,451.83616124744276,467.1873125756441,482.6207861028153,498.1186549527066,513.6634603788248,529.2382492431509,544.8266059661769,560.4126792949348,575.9812042360339,591.5175194974775
R,0.0,17.52481752657278,34.20507731975452,50.09026129552798,65.22865106068743,79.66760704060879,93.4538716926982,106.6339014647794,119.25423265808276,131.36188684083402,143.00482189360957,154.23243509820796,165.09612483352555,175.64991731488368,185.9511642772448,196.0613163940879,206.0467753449788,215.97982457028397,225.93963464112076,236.01333359966355,246.29712541963772,256.8974308502525,267.93201449248846,279.5310504627426,291.83806725273575,305.01070165077067,319.2211835025101,334.6564695746303,351.51794774418033,370.02064366701126,390.3918816275995,412.8693788593042,437.6987862649926,465.1307249133358,495.4174028910914,528.8089269301903,565.5494442645111,605.8732602755108,650.0010761371653,698.1364788917067,750.4627963797184,807.1404040627796,868.3045429776504,934.0636804922988,1004.4984202539254,1079.6609460979473,1159.5749674366991,1244.2361209316,1333.6127748342972,1427.6471777650945,1526.256892252454,1629.3364544198646,1736.7592041382122,1848.3792341925976,1964.0334120584191,2083.543433349995,2206.7178715908635,2333.3541944310214,2463.240721642044,2596.1585050500694,2731.883114955942,2870.1863215114345,3010.8376629650384,3153.6058956724482,3298.260323309723,3444.572004862837,3592.3148427319197,3741.266553719607,3891.209526808392,4041.931572508187,4193.2265692070005,4344.8950124166995,4496.744473101459,4648.589971435026,4800.254272377821,4951.568109416863,5102.370342688723,5252.5080575238435,5401.836609223299,5550.219619617845,5697.5289306738505
G,8.0,10.077616375605238,12.526943462074094,15.413714768023825,18.814989527473124,22.82098883173604,27.537184969533694,33.08666141133892,39.612754459833404,47.281977178712204,56.287210486284195,66.85112372884781,79.22975598312892,93.71614819974445,110.6438639206851,130.39017245108354,153.37859450383786,180.08043060536212,211.01481486813043,246.74677377058592,287.8827391725212,335.0629891341854,388.9505930059634,450.21663884105095,519.5218301906817,597.4949442645604,684.7091054024113,781.6572791602921,888.7287447322187,1006.188466616551,1134.161194057137,1272.6217511137215,1421.3923850840674,1580.1473156353484,1748.423900945293,1925.6392351005732,2111.1106008484953,2304.0780571148116,2503.7275216615326,2709.2129582370303,2919.6766209750276,3134.2666768464096,3352.151866373056,3572.533141394222,3794.6524237112462,4017.798761655974,4241.312233410857,4464.585970298013,4687.066664468071,4908.253895850411,5127.698572615255,5345.000734767101,5559.806926485566,5771.80730222779,5980.732595815429,6186.351051233404,6388.465388571391,6586.9098580183245,6781.547418494268,6972.267064746044,7158.981316936411,7341.62387936962,7520.14746953829,7694.52181474061,7864.731810766194,8030.775835309482,8192.664207621778,8350.417785282758,8504.066688723275,8653.649144157525,8799.210435802812,8940.801958617109,9078.480363221754,9212.306785163875,9342.346151184996,9468.666555680078,9591.338701041852,9710.435396079638,9826.031107173894,9938.201557273884,10047.023368264001
H,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387,77762.4465982387
beta,7.513679499111367,7.513679499111367,7.508748853629923,7.502944361016197,7.496114710156647,7.488083762286321,7.478647005301256,7.46756770751931,7.45457283221802,7.4393488201505775,7.421537409086629,7.400731740072462,7.376473101484845,7.348248784002038,7.31549165858927,7.277582235866278,7.233854100539718,7.18360370943863,7.126105553566112,7.060633558869051,6.986489276137574,6.903036833184439,6.809743765906634,6.706225739136675,6.592291928299134,6.467986673666328,6.333622240064108,6.189797441299366,6.037397769161227,5.877574556231537,5.711703376549378,5.541324851169398,5.368073623051301,5.1936028883137775,5.019512158622627,4.847284887897171,4.678240573891937,4.51350348896045,4.353987859762249,4.2003975101503945,4.05323689320045,3.9128300517653054,3.7793442116212175,3.65281522325098,3.533172734399994,3.420263648967562,3.313873017956932,3.2137419737054627,3.1195826531694095,3.0310902739608645,2.9479526515180434,2.869857502076629,2.796497886118055,2.7275761283780513,2.662806516345266,2.6019170384276324,2.5446503813482235,2.4907643672123454,2.440031975781148,2.392241067447121,2.3471938972341526,2.304706489481968,2.264607926193147,2.226739588738998,2.190954382171742,2.1571159632597388,2.125097987100509,2.0947833823922672,2.0660636618444244,2.0388382715242597,2.013013980964237,1.9885043144287315,1.9652290227303386,1.9431135942937434,1.9220888037096941,1.9020902957432257,1.88305820261097,1.864936792287218,1.8476741456098695,1.8312218600150074,1.8155347778173188
