beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,r1,r2
11.942757815013627,0.04,0.04,0.5,0.15665835179212972,0.09883008416437356,0.057166455303246586,0.499647509342705,1.7626814215048996,0.5032790834641173,0.05,0.93,0.24148711290460162,0.44905358683959296,0.9952366118518596,0.9196501326662184
