beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,eta,c1,metric1,metric2,metric3,r1,r2,r3
58.16694765163204,0.2,0.3335539041869618,0.12489712075303572,0.2,0.04,0.5,0.04706379051673553,0.17375510725257648,0.349165313392605,0.05,0.9900000000000002,0.36363800045963257,1.2601903680624222,0.6004901773642539,0.8137814852549076,-0.11861961105002661,0.9863356393583854
