beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
1.6035793358902577,0.2012523380320397,0.838849293577044,0.040054583499905906,0.1523361282689434,0.09205657255959257,0.04762412363688371,0.0010500099087270662,0.05520054388841947,0.47744424679088093,0.03333333333333333,0.7687831776967198,0.8600000000000001,0.030999643072083746,0.003857467574433958,0.011293954091891488,0.9996249456631838,0.9915339426061286,2021-03-20
