series,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11
S,12066093.381699983,12064575.891393805,12063188.445029546,12061885.125473322,12060633.884099118,12059412.268176438,12058204.472964425,12056999.304810546,12055788.772081804,12054567.109447872,12053330.101628222,12052074.614271356,12050798.268212736,12049499.213049814,12048175.96956016,12046827.319873685,12045452.230797138,12044049.800175782,12042619.219281733,12041159.746367509,12039670.68801157,12038151.38591351,12036601.207511038,12035019.539286187,12033405.781971773,12031759.34710758,12030079.65456139,12028366.130745085,12026618.207336206,12024835.32037113,12023016.909615038,12021162.418141065,12019271.292070134,12017342.980436375,12015376.93515255,12013372.611056538,12011329.466024818,12009246.961142164,12007124.560919382,12004961.733552586,12002757.951218892,12000512.69040434,11998225.432260605,11995895.662987545,13080897.321637603,14165625.152258674,15250069.808923123,16334216.309742272,17418043.975262552,18501526.34992582,19584631.04069315,20667319.432365604,21749546.254683807,22831258.98469387,23912397.071287125,24992890.968872026,26072660.96498003,27151615.78304786,27380321.816580318,27370269.318642203,27359511.582408305,27347975.83464315,27335594.822961774,27322303.765641846,27308038.465798013,27292734.16833653,27276324.896620195,27258743.10503066,27239919.545755133,27219783.28696014,27198261.843682222,27175281.397670645,27150767.091448765,27124643.387146052,27096834.483531367,27067264.78599923,27035859.424569678,27002544.814617123,26967249.25428876,26929903.551584247,26890441.67298051,26848801.40440773,26804925.0144082,26758759.908518378,26710259.2633736,26659382.62879882,26606096.486255243,26550374.752483245,26492199.21801785,26431559.91143687,26368455.381696798,26302892.89266447,26234888.525896214,26164467.18977434,26091662.535202153,26016516.780102666,25939080.446886808,25859412.0187885,25777577.52245191,25693650.045362104
E,0.0,1517.4903061774771,2583.9547259769897,3340.712100575037,3885.320778967707,4285.107518684381,4586.510025608336,4821.532340460078,5012.206939226648,5173.679651129221,5316.34258589405,5447.308768762505,5571.4314796947565,5692.0086632231505,5811.269497328825,5930.710288408456,6051.326164929789,6173.770725702173,6298.4658924328705,6425.677360877639,6555.566300467604,6688.2246686866765,6823.699233911064,6962.007827672037,7103.150258966087,7247.11557022158,7393.886793633135,7543.444006348256,7695.7662339734015,7850.83257981482,8008.622838475519,8169.1177704803285,8332.299158133847,8498.149723965298,8666.652966436019,8837.79294931186,9011.554068627505,9187.920812689634,9366.877524834537,9548.408174811691,9732.496142113408,9919.124012901335,10108.273391110883,10299.924723649745,10494.057139213226,10920.954388844504,11540.727615127042,12327.561275763175,13266.797937593456,14352.656635429892,15586.516683740512,16975.68780223383,18532.58860760931,20274.26360568102,22222.180176261638,24402.259367995175,26845.106245401075,29586.416336180107,32667.54411051596,35810.151562596904,38993.26802254911,42281.09819656769,45718.7452595613,49339.30142906247,53168.274367547834,57226.33452486657,61531.00164814946,66097.6586611085,70940.13686159927,76071.02595021157,81501.8057641779,87242.86119472144,93303.41973039114,99691.43744068053,106413.4508753184,113474.40733706189,120877.48304186328,128623.89701308479,136712.72765156798,145140.73844378904,153902.21899141266,162988.84731531728,172389.5791024199,182090.5691560168,192075.12973837048,202323.72973875576,212814.0376615584,223521.010325193,234417.027926715,245472.0748047016,256653.96387912173,267928.6014215682,279260.28757337923,290612.0469403617,301945.9827010504,313223.6470097746,324406.42008192645,335455.89022770245,346334.2272483014,357004.5420073774
I,6275.090364309997,5298.793180781211,4598.099908024375,4093.362783119695,3728.8464593372423,3465.440202862217,3275.6068493134453,3139.879238221775,3044.4279980206106,2979.371501184105,2937.600249943832,2913.958047854637,2904.6707821705727,2906.9471764256846,2918.6990839448727,2938.3449649411905,2964.6713220264687,2996.734582104132,3033.791258599146,3075.24793464493,3120.625178955865,3169.5312904274188,3221.6430065245495,3276.69117150389,3334.4499593318483,3394.728663088427,3457.3653533201755,3522.2219107908413,3589.1800811160438,3658.138298407036,3729.009095159254,3801.7169651396903,3876.1965811605487,3952.3912946906084,4030.251862252977,4109.7353565802205,4190.804230004453,4273.425504570452,4357.570068588398,4443.212063290555,4530.3283462765,4618.8980207737395,4708.902021582429,4800.322750040915,4893.143751534262,4987.349430036895,5101.699785574239,5248.784266129375,5437.129083871727,5672.739015733646,5960.2133223476985,6303.548142066527,6706.7137844369845,7174.075235726439,7710.707865230081,8322.647462875335,9017.10388568704,9802.660242830798,10689.47422521387,11689.494455143598,12790.119908942203,13979.000498684229,15250.941689598527,16605.234024693233,18043.97616694297,19571.019696289633,21191.30204684013,22910.420715171713,24734.356367942648,26669.28673566147,28721.4547355366,30897.067851363354,33202.21438427734,35642.78764187804,38224.41262740127,40952.37206135601,43831.530076449824,46866.252960354985,50060.327057852504,53416.87449244735,56938.26779166204,60626.04483560722,64480.8258128682,68502.23406783148,72688.82285930155,77038.01011823784,81546.02328825415,86207.85625246844,91017.24019270582,95966.62999323737,101047.20749599958,106248.90254612247,111560.43234770502,116969.35919531144,122462.1661741407,128024.34995011822,133640.52931939237,139294.56777313064,144969.70797439475,150648.715752673
A,10006.632352646686,9606.36355575277,9419.378898026322,9378.51372042901,9437.661377271294,9565.242058529737,9739.691614258727,9946.34535474865,10175.28569791577,10419.855983157211,10675.634771506306,10939.728453993574,11210.283857993485,11486.152863253526,11766.662006451768,12051.454555448794,12340.382566861455,12633.433381471474,12930.67981406677,13232.246616503237,13538.288090880855,13848.973319135323,14164.476574308776,14484.971238334389,14810.626075900593,15141.60307621881,15478.056324394549,15820.13153626597,16167.96600902234,16521.68882125295,16881.421171794922,17247.276784794427,17619.362334266447,17997.77785893354,18382.61714986875,18773.968101274702,19171.913019849875,19576.52889148558,19987.887606095428,20406.05614261012,20831.09671685232,21263.066895329404,21702.01967807497,22148.00355362029,22601.06252904276,23061.23613785845,23558.49914510735,24116.441776220294,24754.354627235025,25488.85120204269,26335.128934965534,27307.95666806618,28422.462745744106,29694.78478946664,31142.630690416172,32785.79077033587,34646.6334590806,36750.611089933205,39126.798300948954,41808.48280218237,44791.43693323511,48068.87596132878,51642.63313633361,55520.331775579565,59713.592238571364,64236.88605420725,69106.79303693396,74341.50736425622,79960.49521529852,85984.24217943747,92434.05107229338,99331.86496451829,106700.09922874477,114561.47218536957,122938.82770047242,131854.94562683624,141332.337762911,151393.02833437116,162058.31906279613,173348.53978585405,185282.78639488257,197878.64858895153,211151.93061842656,225116.36880101095,239783.35012581458,255161.6366979085,271257.1010970399,288072.4779105299,305607.13673577335,323856.8818210735,342813.7832200291,362466.04387691565,382797.90644874226,403789.6029217165,425417.3492202758,447653.38606571755,470466.0663527484,493819.988311903,517676.17274968186,541992.2817404068
IH,0.0,251.05219085766592,342.49524712267805,361.99622240340705,351.9398699732166,332.128880046481,311.2923984301359,292.86632912576215,277.85789418132083,266.23738805637413,257.5940275556586,251.42984351011324,247.2796927199756,244.75078969979808,243.52728316957297,243.36144459159115,244.06122533890175,245.4782449830713,247.49762185571265,250.02989269721803,253.00481125110616,256.3666809912836,260.0708785508375,264.0812747093523,268.36832038281517,272.9076205119825,277.6788642504915,282.66501513792133,287.85169140534924,293.2266859992687,298.7795900005305,304.5014932446412,310.38474319650015,316.4227483052857,322.6098157568,328.94101617958745,335.4120697539486,342.0192495372305,348.75929880842216,355.62935995870464,362.6269129886998,369.749722071631,376.99578894244814,384.36331210304405,391.8506510120162,399.456294567555,407.17883330364486,415.7680797731671,426.11747856007383,439.0325764795945,455.1723522075283,475.06336351524703,499.1392032886964,527.7841058507217,561.3724379715527,600.3018578688259,645.0205554315542,696.0499598056522,754.0045122445683,819.6099992184834,893.7217380325268,976.280203113559,1066.7603526267674,1164.681436569996,1269.7651666495588,1381.9508451984207,1501.3610132352442,1628.256905887085,1762.9982621654851,1906.01135535698,2057.7649288205703,2218.75241077422,2389.478643562676,2570.449634618142,2762.1641957602296,2965.1066641178786,3179.7401585958096,3406.500021642424,3645.787239232301,3897.961735877274,4163.3355174365615,4442.16569094812,4734.647433466468,5040.907014701135,5360.995003309581,5694.87980515516,6042.441694154619,6403.467502573107,6777.646137662222,7164.565085251498,7563.708048281947,7974.4538494973585,8396.07670302292,8827.747930073489,9268.539160523593,9717.42702574736,10173.299310382856,10634.96249297588,11101.150569314623,11570.535019110881
IN,725.24499267112,1342.506629843128,1755.0270272854527,2025.1435524505637,2196.7067139006363,2300.596394166901,2358.574468794765,2385.980024791779,2393.6183565686492,2389.0876012312538,2377.712520846693,2363.2033798833972,2348.122084627589,2334.212899448809,2322.6377788669715,2314.1443333585744,2309.1860731777792,2308.0087341826675,2310.7124103928763,2317.2963639750915,2327.6913826646564,2341.7831489867976,2359.429095508228,2380.470520840102,2404.741245263613,2432.0737320363733,2462.3033483422223,2495.2712588813574,2530.8263145363603,2568.8262038440034,2609.138065913744,2651.6387127346843,2696.2145713854766,2742.761428867509,2791.1840415226943,2841.395655409052,2893.317472245156,2946.878086622408,3002.0129134091794,3058.66361910896,3116.777566997575,3176.3072828627264,3237.209945884968,3299.4469074680164,3362.9832395225612,3427.787312735086,3493.830404637392,3563.2562605736443,3639.3444671371135,3725.87172481495,3826.746416134616,3945.8265563639525,4086.857586811213,4253.486151044602,4449.320419961167,4678.017922748826,4943.389198652092,5249.510708032343,5600.843952703365,6002.360128886952,6459.671224970906,6976.097281619502,7553.03664697313,8191.079106442749,8890.644635312306,9652.333231252142,10477.100704157867,11366.331196310672,12321.84969387639,13345.90067363865,14441.108419798033,15610.428007560537,16857.091955697226,18184.555142785888,19596.439163137922,21096.476494780687,22688.454430328235,24376.158537134274,26163.315375617145,28053.534257903688,30050.247937665943,32156.652263580203,34375.64498807979,36709.76408916778,39161.12612754534,41731.365316996176,44421.57412632884,47232.246350157526,50163.22367781297,53213.646849774,56381.912515136646,59665.63688889434,63061.62725270894,66565.86224754859,70173.48177292982,73878.78713914842,77675.25192108017,81555.54374156757,85511.5569768833,89534.45613479914
D,12356.0,12356.0,12360.057629300432,12365.593206366048,12371.44396780992,12377.132193527112,12382.50022425647,12387.531485495645,12392.264935516978,12396.755811812202,12401.058871757457,12405.22223344833,12409.285966557149,12413.282622882492,12417.238405830241,12421.174413862149,12425.107741529186,12429.052379397715,12433.019919836455,12437.020098439949,12441.061204853426,12445.15039336748,12449.293918077983,12453.497311855954,12457.765523634132,12462.103024758393,12466.513892289633,12471.001875014837,12475.570446369315,12480.222847343133,12484.962121629946,12489.791144689318,12494.712647970344,12499.729239238075,12504.843419721667,12510.057598640202,12515.374105541832,12520.795200802157,12526.323084560085,12531.959904317797,12537.707761391392,12543.568716367494,12549.544793696194,12555.637985530635,12561.850254907264,12568.183538347286,12574.639747948733,12581.220773029154,12587.940621746302,12594.827742549849,12601.923603534302,12609.28032353246,12616.95853186347,12625.0258657885,12633.556172753306,12642.62935090398,12652.331725534816,12662.756865806085,12674.006768473031,12686.193361193413,12699.4403021438,12713.885073560794,12729.664195599335,12746.905702429332,12765.72985810211,12786.252428836366,12808.588199825172,12832.853936829972,12859.170627823141,12887.66507505635,12918.470970420309,12951.729581867039,12987.59015237872,13026.210084448443,13067.754958910928,13112.398418643479,13160.321934618907,13211.714462966114,13266.771996033323,13325.697007101799,13388.697786730241,13455.987668269896,13527.784140562733,13604.307846998518,13685.781471800323,13772.4285165068,13864.471972016581,13962.13289415631,14065.628893430585,14175.172552309608,14290.969786006151,14413.218165085338,14542.10522033918,14677.806752050497,14820.485166986973,14970.28786714055,15127.345714314826,15291.771594140293,15463.659101965184,15643.081371353406
R,0.0,508.25215239302753,1208.890944327808,2005.9023509431152,2850.5461432304755,3718.4339853539504,4597.700864523035,5482.909826219828,6371.915506375606,7264.252025166214,8160.304753883002,9060.884410799968,9967.007333108913,10879.781344861352,11800.345793856524,12729.839535312905,13669.383518606768,14620.071185984098,15582.963210690843,16559.084774960273,17549.424428963706,18554.933994502462,19576.529191688096,20615.09077850412,21671.466054354485,22746.47061519087,23840.89027198734,24955.483062082763,26090.981296977607,27248.093601815497,28427.506911595774,29629.888397459505,30855.8873033611,32106.136679232182,33381.25500150041,34681.84767567412,36008.50841876748,37361.82052173647,38742.35799392958,40150.68659292335,41587.36474409545,43052.94435495988,44547.97152971116,46072.98718965017,47628.527605237025,49215.12484547236,50833.30715017741,52484.796829700965,54172.9269232294,55902.70497752152,57680.739192779016,59515.133375941994,61415.400852227096,63392.41894682696,65458.43174299993,67627.10258643038,69913.61553983513,72334.82473767037,74909.45132107713,77658.32882006855,80604.69923331485,83772.86791346822,87187.3355290271,90872.64065487104,94853.49154035395,99154.99465431165,103802.89650215526,108823.80596126788,114245.3869876526,120096.52084198897,126407.44019822223,133209.83809004218,140536.95422767667,148423.6404956611,156906.40671912438,166023.44716946583,175814.6477970481,186321.5738248161,197587.43709963647,209657.04246427587,222576.71237119543,236394.18900109243,251158.51326747192,266919.8802773941,283729.47107175796,301639.2607791198,320701.80367690267,340969.9960531735,362496.8181895455,385335.0572282777,409537.0131301222,435154.19035894243,462236.97832938354,490834.32401009445,520993.4003734326,552759.274611181,586174.5801848401,621279.1968415725,658109.9426990416,696700.2823836708
G,838340.0,838340.0,838463.7086972803,838674.3576033594,838946.6988105937,839263.4375535863,839612.7676723255,839986.6686969458,840379.7291878794,840788.3338349251,841210.1020446997,841643.5004083791,842087.5753844919,842541.7690801839,843005.7924573146,843479.5382045741,843963.0209923977,844456.3366159863,844959.6341531599,845473.0970775987,845996.9305230064,846531.3527619255,847076.5895634477,847632.8705093117,848200.4266349162,848779.4889600894,849370.2876113772,849973.0513320776,850588.00724134,851215.3807484412,851855.3955591198,852508.2737319318,853174.2357569948,853853.5006392852,854546.2859752871,855252.8080162476,855973.2817142617,856707.9207493599,857456.9375370293,858220.5432163962,858998.9476197707,859792.3592245269,860600.9850884303,861425.0307695639,862264.7002320051,863120.1957383634,864010.492720823,864951.3147960101,865956.2810484202,867037.8156607071,868207.8715402422,869478.5140387372,870862.4044101633,872373.2162977557,874026.0128452962,875837.6072582175,877826.9258751614,880015.3900178651,882427.3309754066,885090.4513319633,888009.7630278503,891188.5684344708,894635.4040130476,898362.4831214454,902384.716858071,906719.095754513,911384.295436764,916400.4197739395,921788.8266803672,927572.0016240947,933773.4564095173,940417.638699206,947529.8427518249,955136.1150684627,963263.1507441325,971938.177745819,981188.8273540416,991042.9897804881,1001528.6546139499,1012673.7363127021,1024505.885488278,1037052.2872296732,1050339.4482023101,1064392.9747181928,1079237.3444025454,1094895.6744644574,1111389.4898997082,1128738.4951980615,1146960.3532814651,1166070.4754529754,1186081.826081815,1207004.7455851957,1228846.7949947154,1251612.625021563,1275303.872072435,1299919.0831330314,1325453.6708475132,1351899.8995017135,1379246.9019874216,1407480.7272066365
H,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,15461287.590361863,14373913.1429634,13286538.695564937,12199164.248166474,11111789.80076801,10024415.353369547,8937040.905971084,7849666.4585726205,6762292.011174157,5674917.563775694,4587543.116377231,3500168.6689787675,2412794.221580304,1325419.7741818407,238045.3267833772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
