beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
1.8901246992270104,0.2004286589215428,0.6399612199832622,0.04007155169500855,0.04123927517050035,0.08558939025126307,0.09652638097218291,0.010050063596441268,0.15065830851118997,0.23087398604899723,0.06007017947274946,0.7725059393869005,0.9000000000000001,0.0005988092047542217,0.005174582362565944,0.01610355078988446,0.999652741597142,0.9965555534065526,2021-03-15
