beta,betaEI,gamma,eta,theta,Geo,c1,RMSE,R2
31.67995963809308,0.38273244978982646,0.044932684749724894,0.04964349154725913,1.0,0.98,0.9600000000000001,188.31618524237362,0.9984188794844525
