beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,metric3,r1,r2,r3
39.9656723899336,0.15869398568902868,0.04,0.0627748304153068,0.01,0.1960458133192208,0.07142673342641463,0.6347972194244142,0.6521659519910457,0.8951769954754409,0.014736048996516083,0.93,0.19916511106223447,0.19060440660518443,648.8472146549976,0.7914767027140246,0.6342564667481098,0.8689038393061678
40.550651690789074,0.2,0.04,0.0635499155888701,0.010156945632805206,0.07792553406578763,0.07142857142857142,0.5128854944637279,0.574506869014405,0.41051963177234035,0.015085850310165376,0.92,0.218774889359674,0.1969834385242202,603.0150400865618,0.761748682299423,0.6328103577204103,0.8847472684867552
30.041771621762297,0.2,0.05923718954037152,0.059971317849300064,0.01,0.17298077187762081,0.0,0.0,1.5719069313853677,1.5980533751666492,0.02007740180867009,0.93,0.21150122063399573,0.21379411706897516,762.0894082684198,0.7516295724479773,0.6328875602477247,0.8545898602628514
60.007604161894115,0.1515797441885689,0.04,0.060211490691412406,0.01,0.060708206064628394,0.0019249249965983726,0.49999828656947837,1.1989559636335276,0.4416029190129013,0.010449500174631853,0.91,0.21140701609279455,0.17202579922996675,867.2956530947878,0.7761302492580178,0.6113014611733221,0.8953848866349223
23.482045894135986,0.2,0.11036743831777547,0.05183917470869119,0.010175453978666349,0.11493854839062814,0.00013011707355647218,2.3390281991097697e-08,1.3254136751327328,0.19448470048274313,0.029641121634911352,0.9500000000000001,0.2070791867144209,0.1734214004322573,1114.0487464226585,0.7666176295966796,0.5023704313174839,0.8868887324843593
42.71947294120318,0.2,0.04,0.06490327139398698,0.01,0.14186972983150337,0.01873494600640181,0.5025322401363645,0.2307409682762964,0.431183330337701,0.013647285872002854,0.9,0.2337447890825791,0.20522930957546012,468.61401190132307,0.7610327186632198,0.7366391639084431,0.8578109404652975
23.531359122565462,0.19508404126184822,0.04215001973383138,0.06454504648610948,0.01,0.18590715589290505,0.056687654606823776,0.4325071051566443,0.24833983147584365,0.1,0.026899559595003463,0.9600000000000001,0.21989525212679045,0.21536335384149502,628.7851474651978,0.7925716709853319,0.6090785573164843,0.8843564063297213
35.822840720221656,0.2,0.09252070990759088,0.052570424939502106,0.01,0.11329486427336394,0.015873148274758712,0.9212722040179174,0.36687693104962715,1.6457382847832591,0.01780509491133967,0.91,0.19261894541206365,0.22446395298419336,935.0268223674241,0.7890697659760388,0.5411991679011794,0.8717348649064578
27.447871654367997,0.18856827950082047,0.04,0.061405373503304383,0.01,0.13279668577330364,0.04710635260093586,0.3791034287460166,0.40577930528254713,1.057442948449506,0.02052401217753178,0.9400000000000001,0.22317115263827872,0.16879266804312165,857.8403672236742,0.7337813701979273,0.6595578630391399,0.8824817695386586
49.48982643721136,0.2,0.043669012455720295,0.0601025780045439,0.01,0.1755109481542616,0.044036114941716005,0.4890393011765201,0.4210897374681012,0.4597295212730577,0.013145257240426462,0.91,0.17315309878169932,0.2181380674993847,597.5282064484464,0.8076589297452308,0.6488474239922021,0.8742260858707079
46.81198365118841,0.2,0.040005505695272364,0.061571531022205306,0.01,0.0936732077836643,0.029019657225705014,0.4916409569779953,0.30142828866535,0.9889814955456756,0.012751467582403331,0.9,0.24011479129396257,0.19249167660382124,665.5028879073791,0.7606787196237986,0.5988104245402907,0.8873715407873345
21.485590215053758,0.19999999967678775,0.06801034418652674,0.05696511615991051,0.01,0.11966339370983313,0.009801709139251701,1.2860766163083732,0.4458730224927951,0.9419628570315187,0.026436771639698486,0.9400000000000001,0.23758976104998342,0.20917646004952087,731.2405134496281,0.7446004326848341,0.5974441170799627,0.8578097991562424
48.1803751294083,0.2,0.04,0.06432170061325732,0.01,0.10557767479517448,0.06389497122514903,0.24898341212173924,0.10028488911119139,2.0,0.013156226070968995,0.91,0.21841525152113747,0.19857377713454266,348.8528727097471,0.7522636749617346,0.6942957558215066,0.8864804819276837
