series,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15
S,2110.30191774263,2103.876870260385,2095.3711345705337,2084.134922758026,2069.333637010895,2049.9089071561666,2024.5418900724637,1991.6286472677186,1949.2845457270043,1895.403862383076,1827.8099729993692,1744.5347339822592,1644.2514504239255,1526.8385838491738,1393.9617182810612,1249.4494567366148,1099.1789348216946,950.2886797639735,809.8428298607854,683.4265147378587,574.2565140398355,483.10244759129074,408.8608189726581,349.3716183041254,302.12672649092565,264.72416797473204
I,13.0,17.26247920761353,22.896577214706074,30.32391122089342,40.08077170886743,52.83800884664709,69.41534888216191,90.78125082036674,118.02376367219885,152.27102801842898,194.5344178376632,245.4485829824966,304.90114972458815,371.5932814306481,442.6550822689108,513.5310486195848,578.3749587050556,631.0517263368748,666.5212344687229,682.0608052816395,677.7690322203143,656.1752673913828,621.2612178670697,577.4027416111325,528.5958756786897,478.06576720690873
R,0.0,2.16256827463127,5.0342059573902675,8.843083763710926,13.887509022867794,20.55500173981666,29.344678788004767,40.892019654545116,55.993608343427354,75.6270273411255,100.95752690559809,133.31860077787454,174.14931759411667,224.87005246280845,286.68511719265837,360.3214123864308,445.7480242158802,541.9615116417821,646.9378534131221,757.8145977231321,871.2763714824806,984.0242027599568,1093.1798809029026,1196.5275578273727,1292.579315573015,1380.5119825609895
G,13.0,19.4250474822448,27.93078317209634,39.166994984604344,53.96828073173523,73.39301058646376,98.76002767016669,131.67327047491187,174.01737201562622,227.8980553595545,295.49194474326134,378.76718376037115,479.0504673187049,596.4633338934566,729.3401994615692,873.8524610060157,1024.122982920936,1173.0132379786571,1313.4590878818453,1439.875403004772,1549.045403702795,1640.1994701513397,1714.4410987699723,1773.930299438505,1821.1751912517047,1858.5777497678982
