series,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,2611.1563650243406,2609.2506039040954,2607.422408517682,2605.3663430017614,2602.953383721749,2600.0934408336498,2596.6968016086303,2592.6619774273963,2587.8704032152905,2582.1826965404025,2575.4350325871587,2567.435240398454,2557.9585273951843,2546.742849366742,2533.484015542816,2517.830698990109,2499.3796290973396,2477.67138566841,2452.1874009159656,2422.349011197943,2387.51968336099,2347.01185828188,2300.1001744542395,2246.0430952463807,2184.115061312611,2113.6510704972666,2034.1048472801278,1945.1202706399117,1846.61328441654,1738.858065574762,1622.5670341758287,1498.9501124759986,1369.735840027017,1237.1373590300493,1103.7516717274939,972.3916921894338,845.86610898986,726.7379322474042,617.1029737004839,518.429136435635,431.4846285564099,356.3617416744684,292.5804046652356,239.24033223546462,195.1864892716195,159.15876934285825,129.9085348219332,106.27667983790452,87.23664967692609,71.91034498003702,59.565795633061825,49.60432506092908,41.54293101220125,34.99561821079724,29.65581964461991,25.280925195634826,21.67923711809945,18.699281632229322,16.221219175066757,14.150031037204922,12.410161423908725,10.941326571102348,9.695246340963294,8.63309812363543,7.723532952977898,6.941127738018772,6.265175277222342,5.678735861297603,5.167891645690763,4.721158470237692,4.329020217324523,3.9835588033279077,3.6781590363498013,3.4072722780163613
E,0.0,1.9057611202452847,2.7810759465358865,3.4466034891883592,4.136261024606617,4.928073400402601,5.860675925220762,6.965162143844216,8.274155284027788,9.824784316901951,11.660056111694661,13.829820244551975,16.39162312554547,19.411489591214732,22.964578619533462,27.135605862473692,32.018872824006024,37.717679840932696,44.34282467291074,52.009802054477724,60.83422886419217,70.92493951120588,82.37415358324321,95.24415599948047,109.55011193350998,125.23904678209948,142.1657466081885,160.06744994431034,178.54071119552685,197.0255744395414,214.80381861870396,231.01883100918207,244.7236879535726,254.96032497375398,260.8658497894324,261.79290443277625,257.42203541596194,247.83919445043676,233.5545557721387,215.45111515091827,194.67006545468422,172.45791960928364,150.01029681387462,128.3452208367083,108.22645338219925,90.14094661986087,74.3207078308555,60.79220889945641,49.43613461070664,40.04437200224239,32.3667353480964,26.144838246180946,21.133813171818304,17.114219387313167,13.896908259833914,11.323348578902042,9.263362366986394,7.611636669363325,6.283880791844226,5.213128533783948,4.346433880188171,3.642051792900463,3.0671061265892856,2.5957012806225075,2.207415810968785,1.8861131204435184,1.6190090210181896,1.3959439264338345,1.2088161788237564,1.0511412648649487,0.9177088853456435,0.8043158566694366,0.7075576953128245,0.6246656059898523
I,6.0,5.76,6.482480560122642,7.6137193109856796,9.032472283140432,10.739303904118124,12.7737684481547,15.193155672838893,18.068010517847444,21.482367739147442,25.535465188032518,30.34407463635855,36.045221773180195,42.79922446502572,50.79300028203206,60.24356958051751,71.40162972853365,84.55500095139531,100.03164083380585,118.201787536909,139.4786170626715,164.31658681226074,193.20639309537324,226.6652141631799,265.220683596393,309.38691221929224,359.6309591215703,416.3285940608017,479.70917527052484,549.7911638574673,626.3123045229393,708.6617216513737,795.8246682899098,886.3535255350997,978.3795470005728,1069.677290015266,1157.7866506310434,1240.1862023137826,1314.4983514464498,1378.6956952746611,1431.2734250391338,1471.3575207649105,1498.732179738956,1513.788040956335,1517.4091297364357,1510.825991238078,1495.4634248984853,1472.8052418179736,1444.289136594983,1411.2356384365369,1374.8083989001966,1335.999430618237,1295.6318725165982,1254.3735042018434,1212.7556737274263,1171.1939009082462,1130.0078191613673,1089.4391875784058,1049.6674384099513,1010.8226812694753,972.9963382855883,936.2497016942589,900.6207395229387,866.1294630053158,832.7821351254144,800.5745576258822,769.4946318810687,739.5243511163351,710.6413490348986,682.8201031629145,656.0328696688304,630.25040932475,605.4425508800947,581.5786276925473
R,0.0,0.24,0.4704,0.7296992224049057,1.0342479948443328,1.3955468861699503,1.8251190423346753,2.336069780260863,2.943796007174419,3.666516427888317,4.525811137454214,5.547229744975515,6.760992730429857,8.202801601357065,9.914770579958093,11.946490591239375,14.356233374460075,17.212298563601422,20.594498601657236,24.59576423500947,29.32383573648583,34.90298041899269,41.47564389148312,49.20389961529805,58.27050818182525,68.87933552568097,81.25481201445267,95.64005037931548,112.29319414174755,131.48156115256853,153.4732077068672,178.52569988778478,206.87216875383973,238.70515548543614,274.1592965068401,313.29447838686303,356.0815699874737,402.3930360127154,452.0004841052667,504.5804181631247,559.7282459741111,616.9791829756765,675.833483806273,735.7827709958312,796.3342926340846,857.030657823542,917.4636974730652,977.2822344690046,1036.1944441417236,1093.966009605523,1150.4154351429843,1205.407771098992,1258.8477483237216,1310.6730232243856,1360.8479633924594,1409.3581903415566,1456.2059463778864,1501.4062591443412,1544.9838266474774,1586.9705241838753,1627.4034314346543,1666.3232849660778,1703.7732730338482,1739.7981026147659,1774.4432811349784,1807.754566539995,1839.7775488450304,1870.5573341202733,1900.1383081649267,1928.5639621263226,1955.8767662528392,1982.1180810395924,2007.3280974125823,2031.545799447786
G,6.0,6.0,6.952880560122642,8.343418533390585,10.066720277984764,12.134850790288073,14.598887490489375,17.529225453099755,21.011806525021864,25.14888416703576,30.061276325486737,35.891304381334066,42.80621450361005,51.00202606638278,60.70777086199015,72.19006017175688,85.75786310299372,101.76729951499674,120.62613943546309,142.79755177191845,168.80245279915732,199.2195672312534,234.68203698685633,275.8691137784779,323.49119177821814,378.26624774497316,440.88577113602287,511.96864444011715,592.0023694122723,681.2727250100357,779.7855122298065,887.1874215391584,1002.6968370437495,1125.058681020536,1252.5388435074128,1382.971768402129,1513.8682206185172,1642.5792383264982,1766.4988355517166,1883.276113437786,1991.0016710132452,2088.3367037405874,2174.565663545229,2249.5708119521664,2313.7434223705204,2367.85664906162,2412.9271223715505,2450.087476286978,2480.4835807367062,2505.20164804206,2525.223834043181,2541.407201717229,2554.4796208403195,2565.0465274262287,2573.603637119885,2580.5520912498023,2586.2137655392535,2590.8454467227466,2594.651265057428,2597.7932054533503,2600.399769720242,2602.572986660336,2604.394012556786,2605.9275656200807,2607.225416260392,2608.3291241658767,2609.2721807260987,2610.081685236608,2610.7796571998247,2611.3840652892363,2611.9096359216687,2612.3684903643416,2612.7706482926765,2613.124427140333
