beta,betaEI,gamma,eta,theta,Geo,c1,RMSE,R2
66.83799426329519,0.2316906969452745,0.0575490308534874,0.03242508164188883,1.0,0.98,0.9600000000000001,133.33435900793117,0.9993837908471862
