series,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31
G_high,5.0,11.150230641688129,24.30842984394784,52.43623334603255,112.45610676641317,240.04035433059596,509.07550615523877,1067.0379609565853,2186.5479618647437,4299.1751105370095,7906.865886732663,13297.062967920998,20303.38280882952,28752.644987725056,37994.668512370554,47007.47633336098,56474.02276864809,65577.4318893191,74370.35799114991,82626.8135630645,90966.34625256687,98847.07685980886,105895.64876275652,112570.88556899667,118719.90843754186,124505.64650402672,129946.51131922405,135082.47241652984,140291.23951214473,145111.28835661846,149431.40600726588,153322.42626235134,157803.24436424277,162117.11044246788,165750.93910182393,169201.5647954015,172327.42308133328,175400.0201850509,178205.41234084184,180876.59890796492,183175.8581918795,185417.22688423278,187447.28094953854,189466.8919688256,191333.9938177133,193184.19930119283,194821.2167494997,196449.3169189877,197957.52277484327,199408.20992805873,200723.1366742227,202222.56824104855,203452.27702283944,204648.81164681146,205638.46371280157,206639.39942508488,207404.45224930212,208201.31530181476,208965.18748573706,209741.9934624043,210497.41137095276,211193.00805572915,211947.00795781397,212639.39831728215,213178.91234695507,213742.80136236726,214272.84704894724,214724.63489716264,215182.8280883645,215663.53951250488,216068.9873865883,216503.59987031057,216803.87614248836,217109.8444607271,217448.17411990307,217750.42126118965,218142.39165138247,218408.64764324066,218654.12718975588,218872.7869578195,219075.95431635177,219264.73292610457,219442.8100179013,219676.94107985488,219859.51999094282,220052.09021296763,220190.57339886428,220307.56537603986,220471.02606790813,220625.2266328422,220770.6957891715,220907.93162363372,221037.40341319796,221145.21832466137,221229.67281218476,221308.64171405128,221451.9209748301,221582.91634184678,221674.24785695976,221760.42462890805,221841.73890345768,221918.4662155458,221990.86636010456,222047.16362924562,222096.7590992742,222143.26920816503,222186.88631484617,222227.79073560875,222266.15150398543,222323.98389474166,222386.91523998854,222446.1849615061,222504.94596694666,222562.70986433615,222604.09800206395,222650.73521491463,222699.39659088966,222752.02018066045,222789.14961928155,222798.15327409242,222834.8183650422,222881.54003908424,222930.70215857174,222982.53928980615,223037.34083620066,223115.88895652266,223179.71949339096,223223.40721161882,223279.06277461766,223302.8854710765,223336.43360139307,223380.6527548306,223463.38197289754,223618.4469100826,223640.05921309846,223748.545852921,223901.1019278285,223979.93897878373,224064.14019373045,224222.3293973022,224366.1249375968,224567.3278907868,224745.45430363965,224898.4576512575,225150.90907765267,225416.69949160935,225777.21620076953,226073.76779857004,226241.42772146533,226563.41730249726,226822.65287145213,227046.956530785,227462.84763406694,227936.68222354827,228390.14163877032,228879.5165215037,229396.60066496575,229937.37401057399,230874.8590123779,231640.0542416324,232748.10425958785,233890.4947359442,235103.89737848254,236315.54560648365,237271.75329183583,238615.2210607762,240279.37718099172,241602.40155221705,243253.43782419132,245574.47539715693,247624.022016914,249902.0688105541,252562.30594707228,255852.04528858798,260386.2453246493,265483.8845422463,270966.0755258235,278031.36658324086,285812.51282267476
G_low,5.0,7.897795165684261,12.147496808161396,18.35948686729648,27.4699231620082,40.82803835155191,60.292063421828175,88.89502511725078,130.835941273003,192.1025634421643,281.44227693818976,411.7514618579051,601.4728906103029,876.7246832321621,1274.7451116687268,1847.2290640197386,2664.3706484708787,3818.361098861295,5424.535767805255,7617.381922957365,10538.27073800968,14313.529952723147,19026.221629945005,24690.932522157873,31218.46058106208,38547.295199913024,46423.775664254026,54669.512359317414,62725.136449289574,70917.60625104391,79247.35663886537,87374.86216328245,95002.46617010883,102220.06268705243,109184.3722120634,115725.43823948239,122202.13434810395,128366.53427921853,134216.70429011158,139516.92247268072,144316.8488059433,148649.0027209695,153023.79321407838,157180.79702350113,160738.52313660563,164185.52444814888,167428.2427401503,170446.62918583505,173255.59582798247,175750.16243788484,178178.12095525223,180554.1465210205,182667.73801797154,184796.57108070282,186388.1291595446,187976.5610833803,189702.6956794451,191097.1652048421,192166.11592631432,193359.34873675194,194675.1953582539,195657.4215187645,196582.27175648563,197449.09718702064,198237.36142504215,199006.45745490363,199667.160542624,200401.82251546264,200982.75781473922,201529.00979730856,202042.6854502195,202463.92131220858,202812.25211951582,203139.72796878224,203595.01056520033,203975.5169867741,204245.9721072796,204562.95869360107,204882.3351635397,205118.01437082828,205340.17166364918,205630.51116900027,205864.66705223077,206046.4752629608,206252.81632056544,206456.77178150092,206647.1229118942,206802.10291859583,206934.01504541465,207057.85419715435,207172.21968759786,207256.96102997402,207331.5298747327,207406.32124378695,207488.6838525619,207623.94983435946,207691.80732331594,207755.01896373782,207813.90334984232,207880.68757739358,207951.0440609963,208001.76470061863,208048.87371613987,208092.62852209457,208133.26815287909,208171.01457963052,208220.14995444944,208280.76694229865,208338.28885944132,208392.874332071,208444.67379803638,208493.82993527988,208540.478067298,208584.74654691014,208626.7571195447,208666.62526717994,208690.08074152638,208708.53193060818,208728.95263312303,208751.53079347062,208776.49802130525,208804.1375340335,208849.83382157568,208909.21181919507,208973.96676715935,209044.75449717641,209122.3705082182,209207.77710694604,209313.57443400891,209351.67900910278,209466.00838419423,209551.76875711902,209655.83005442147,209761.15581506616,209877.38377775342,210006.1530980437,210111.277276085,210157.20403194355,210194.87813936357,210305.93227483795,210443.9254260523,210619.74619743836,210809.32393889932,211058.32164216592,211331.70339213437,211512.57038984608,211708.21027262695,211872.89399189278,212046.91953722134,212223.04845543875,212550.94512727356,212792.9530548856,213064.10847674057,213327.75667709965,213535.66411227235,213804.70026475372,214081.03821469515,214327.3392125907,214639.54083835715,214908.5107673324,215257.41735665186,215839.14805851132,216181.10841562733,216680.05710569595,217003.72468172177,217485.0908837282,217742.91898861877,218177.9178654769,218899.49152559735,219307.36637626585,219740.8865351219,220048.59946198287,220690.2472522151,221149.43597345182,221510.07794655344,221557.41857361273,221955.90152086486,222546.30864699735,222871.56424546585
D_high,0.01,0.5721547301268517,1.0249726174236125,1.4251539532698723,1.7675631908532492,2.106633786060755,2.4479418274319213,3.0109927971448984,4.080223309904608,6.255757536164439,10.879440496290577,19.990262527255275,37.35115509003618,68.6127263265175,119.32958033058188,195.57022237510813,302.9500432312785,445.56223503201306,626.0667688788783,845.7408321758842,1104.63623981424,1403.3368877051646,1770.0726633893908,2208.8679985433173,2621.6859263544216,3086.386034410463,3552.822113491236,4106.551686498267,4616.2738633407325,5139.5162984443505,5755.87035031798,6341.9862863979815,6923.428784072902,7485.985042431587,8086.210650267252,8671.299511986768,9265.895606410317,9846.119091856184,10430.359210403487,10972.812952440718,11513.644308503988,12043.238999959762,12584.904788182519,13081.759102620714,13548.471703876727,14017.528853157055,14468.193771212605,14921.740776140896,15369.03573451057,15769.679163733825,16162.84737051171,16541.591507980338,16915.139129216892,17304.825769089628,17665.019948701345,18001.796522294782,18309.220211712025,18586.880572547958,18835.983011293032,19078.400215112433,19323.126330686682,19540.147519151273,19768.658690652705,19962.25019463611,20147.97493976623,20326.184723663024,20515.473759776392,20656.547105553476,20802.369110589527,20959.604486814955,21092.6233781681,21223.099419573507,21355.08153634559,21486.824448967764,21596.090460344134,21686.94825707529,21806.260645248436,21892.502424402286,21984.071485031352,22059.76818974418,22135.651331189347,22216.30980677349,22298.909748868646,22362.4174470465,22432.109075860146,22487.22630598618,22543.759302121976,22601.246739619415,22665.229040149734,22705.927832254692,22757.467911980104,22817.136935866758,22857.725271014966,22903.809537067307,22949.008458783595,22988.198632164742,23028.524559455,23044.67806409032,23075.190231587218,23106.168595504718,23150.276578763216,23189.068240471854,23210.941142182175,23231.43134488446,23250.62532784235,23285.069818667766,23312.195431167176,23330.82367920341,23348.310213308494,23374.822774354016,23386.23571238669,23399.277230550917,23419.495952011028,23437.381910832253,23454.96097501486,23471.625064762113,23480.34502793647,23489.726115087906,23495.130698051806,23499.5959511815,23512.2566133466,23534.393718531526,23539.66671905222,23540.93008774063,23542.140134147794,23543.29836968568,23544.406663838592,23545.467152964564,23546.482166363272,23547.454166857544,23549.949536859323,23554.616285516247,23554.90390256806,23564.193138901188,23572.67294222284,23574.91968086939,23577.224648605763,23581.701213222303,23589.06703052915,23592.15636361872,23602.517149701962,23613.44878986776,23615.024805569094,23634.462404157577,23644.033091730347,23646.898099273014,23651.92285765463,23661.67385663321,23668.42866373613,23679.565254252124,23695.14441984721,23696.69902201178,23707.621545399685,23719.302162229775,23735.371359459623,23756.779653180674,23776.353829978874,23793.634192580463,23822.416547912944,23858.640527044357,23890.111760814303,23931.705734410054,23963.352821927394,23991.54391815789,24030.68763839918,24098.264112430737,24160.501588891493,24228.089653705378,24296.174568172384,24352.74111698837,24426.888483739167,24527.74057107251,24647.366615257306,24772.2782487832,24829.250850546454,24944.68905381121,25046.785923468313,25217.385141821425,25431.91621514033
D_low,0.01,0.3456232808031662,0.6418189876595228,0.903299459474985,1.1495533701896992,1.393230711484269,1.6692467066482355,1.9788064298075465,2.3490918018603666,2.8364077010848385,3.469396495593169,4.310550701893488,5.410086037370922,6.995380587724444,9.259578408304618,12.419108775342972,17.042835431677055,23.951733474693143,33.990415546251334,48.49437341583773,69.25603957545621,97.64395969450754,137.91593974383508,193.19921278890274,267.94198301599783,366.72995680520455,494.1434739618703,654.5204230469585,851.3414321417191,1087.5461901440217,1364.4339915997455,1682.7312945859296,2036.9180483543687,2419.3785723379688,2835.1385355858847,3281.4863482786486,3764.9022462255807,4292.6857759942895,4841.844692648474,5397.007944814426,5955.215289981563,6534.1687792772,7149.926870221006,7745.109385884436,8353.223471330302,8924.850599258792,9487.637542032408,10084.065497034439,10638.752855656745,11150.103406809796,11681.073349388944,12177.763145568244,12674.54892581029,13159.24191148083,13622.714699400225,14117.131393336345,14560.79981473714,14996.517248694627,15411.355185863553,15808.323668129431,16162.426636002343,16488.95761238719,16834.60355558929,17163.566486332744,17468.930456602022,17749.747728218877,18010.09352578481,18284.015693614376,18542.9099830204,18777.604333194064,19008.202336981976,19217.13176827342,19414.643166706443,19610.329113700955,19789.633838288042,19959.310717335105,20124.770274089067,20266.647075285884,20401.647465753078,20518.81330552747,20642.326818710673,20749.658046185446,20844.420029434852,20962.054799938753,21062.773528259666,21147.499449068724,21215.580350049553,21294.054172426415,21364.20069472426,21433.56649639631,21496.996966526658,21565.02918921455,21620.07356495292,21657.080861719653,21708.46726951709,21752.313840995805,21790.167559780817,21832.359996147585,21873.802663246577,21907.996725509645,21935.397986090495,21960.75521671665,21984.818670084747,22007.457798201904,22032.312933912093,22049.18367803418,22076.356937518347,22102.388736741825,22118.858900146628,22134.32928199474,22148.86002316018,22165.499333089323,22180.782361030506,22190.375600636235,22198.971607277883,22209.28638070288,22227.251421009474,22234.009075716483,22246.477067623426,22260.90957943222,22270.224524233974,22277.28004831934,22283.7634913396,22289.856518116772,22295.669032630078,22301.243679593863,22308.091375155735,22313.89992680511,22319.52536799096,22322.94768598051,22327.976346479405,22329.100400148644,22330.16564261848,22331.185924791265,22340.539816792763,22347.325534661144,22347.63612030613,22356.98700829467,22361.619004643526,22365.96317229833,22368.074542217404,22378.051497358938,22385.696363217743,22393.10868219678,22399.605049963582,22407.489528223705,22413.92453922773,22420.165876124243,22423.994870002003,22439.21655508024,22457.973405142864,22460.45433823073,22469.966262997998,22481.620739326834,22486.076391255465,22489.197406911037,22499.056075406104,22500.73955380551,22517.243989366063,22522.073457781622,22538.00929641931,22540.59021048241,22542.67189161952,22547.411769992803,22555.70888165799,22562.099704287513,22566.343422820402,22579.746241683664,22592.16241100057,22603.116848756436,22605.73104723363,22609.392134276277,22620.239233144115,22634.42185778365,22649.312528910472,22654.276601273035,22659.462280331234,22671.43902409966,22701.438712078965
