beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,antibody ratio,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
6.336077075214489,0.26337340611645954,0.1,0.16382340386079394,0.2,0.2,0.1262216393497106,0.0016767115085106123,0.2,0.058861397573390976,0.8,0.004986323131174594,0.0007267756079437364,0.03333333333333333,1.146936766962313,2021-03-22,0.37634776240974355,0.03333333333333333,1.2660079324215088,2021-08-22,0.09612886955943054,0.42786085725805567,0.9984194082585216,0.88875247420608
