series,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,11724.458255277517,11721.816086389765,11718.30693097833,11713.647063728482,11707.460491720363,11699.249394029504,11688.355430996497,11673.909364393305,11654.765917463495,11629.420361458155,11595.903130467534,11551.649191601602,11493.340555094219,11416.724234665198,11316.415775961377,11185.712450807323,11016.463143669653,10799.076116393331,10522.790360254696,10176.381630426979,9749.493687395043,9234.726202236872,8630.399786180717,7943.504998603261,7191.801630331964,6403.687873061964,5614.823051589616,4861.839967487273,4175.237420242552,3574.3200149968307,3065.968471115088,2646.879481532046,2307.440362481291,2035.4118869536885,1818.4896689658774,1645.6673108917373,1507.7303541899255,1397.2565895583202,1308.3960686208738,1236.588444920128
I,5.0,6.642168887751723,8.82289052163619,11.71817966715642,15.56111574184359,20.659990284334135,27.421955260475492,36.38363081157158,48.25035157906588,63.94583726859285,84.67390080549588,111.99305951032758,147.90308411564473,194.93878772153653,256.25948888105006,335.7109162588943,437.8180401447852,567.64145939215,730.3989236523552,930.727868749601,1171.470238031617,1451.943675583465,1765.881356522927,2099.5998727957967,2431.3832665079344,2733.2203704763474,2975.4411178534256,3133.3359783850833,3193.2713299527877,3155.5344692079516,3032.7791192481036,2845.3122849815245,2615.6889470359747,2364.579633156382,2108.585924512917,1859.6910976844736,1625.6898348493905,1411.0256325111177,1217.6810269463406,1045.9524452578182
R,0.0,1.0,2.3284337775503445,4.093011881877582,6.436647815308866,9.548870963677585,13.680869020544412,19.165260072639512,26.441986234953827,36.092056550767005,48.881224004485574,65.81600416558476,88.21461606765027,117.79523289077922,156.78299043508653,208.03488821129656,275.17707146307544,362.7406794920325,476.2689713704625,622.3487561009335,808.4943298508538,1042.7883774571771,1333.17711257387,1686.3533838784556,2106.273358437615,2592.550011739202,3139.1940858344715,3734.2823094051564,4360.949505082173,4999.6037710727305,5630.710664914321,6237.266488763941,6806.328945760246,7329.466735167441,7802.382661798717,8224.0998467013,8596.038066238194,8921.176033208072,9203.381159710296,9446.917365099564
G,5.0,7.642168887751723,11.151324299186534,15.811191549034003,21.997763557152457,30.20886124801172,41.102824281019906,55.54889088421109,74.69233781401971,100.03789381935985,133.55512480998146,177.80906367591234,236.11770018329503,312.73402061231576,413.04247931613656,543.7458044701908,712.9951116078605,930.3821388841823,1206.6678950228174,1553.0766248505342,1979.9645678824706,2494.732053040642,3099.058469096797,3785.9532566742523,4537.656624945549,5325.770382215549,6114.635203687897,6867.61828779024,7554.220835034961,8155.138240280682,8663.489784162424,9082.578773745467,9422.017892796222,9694.046368323825,9910.968586311636,10083.790944385775,10221.727901087586,10332.201665719193,10421.06218665664,10492.869810357386
