beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
11.266576473947994,0.2000091593446354,0.46982461456656816,0.07760664655473859,0.14823755914265968,0.10381192707472979,0.49780903303297924,0.008676358141420993,0.09485552665870975,0.05446816648044153,0.0358816740834934,0.4343025865216022,0.8,5.4556326134467865e-05,0.0018099102679584168,0.003531501105505085,0.9997488066270664,0.9965492254479305,2021-03-28
