series,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29
S,21787.816223525802,21785.31993753952,21782.20179159966,21778.3071612244,21773.443137086277,21767.369136659432,21759.78526461133,21750.31791081008,21738.50197513836,21723.758998893085,21705.370369017797,21682.444654862942,21653.878057466893,21618.306931954066,21574.05143845704,21519.049669651748,21450.782218829518,21366.188271770345,21261.576175868824,21132.53437820701,20973.852996332644,20779.47243300119,20542.483519370933,20255.213310209572,19909.440466208544,19496.790995873493,19009.36336375721,18440.61330504146,17786.483584736605,17046.68613561393,16225.938879450021,15334.854226422634,14390.123830751965,13413.709423105227,12430.969022927151,11467.980043321011,10548.630853113738,9692.172710139239,8911.769879109836,8214.230446156827,7600.729650002459,7068.118104915079,6610.38791905498,6219.988039668409,5888.8375535219,5609.012065768586,5373.150151442033,5174.652249581033,5007.741771649532,4867.443765078006,4749.520072604114,4650.38602656634,4567.023512809377,4496.898410304464,4437.886156186353,4388.2066994677,4346.368756398971,4311.122620162723,4281.420515125318,4256.383439575073,4235.273502654798,4217.470869399256,4202.45454895656,4189.786378270993,4179.097659139602,4170.077998093742,4162.465976047585,4156.0413393336685,4150.618457279773,4146.0408355885575,4142.176511045892,4138.9141828881975,4136.159960671552,4133.834628673887,4131.871343519544,4130.213695488192,4128.814075381391,4127.63229829445,4126.634443522881,4125.791876401654,4125.0804233593035,4124.479676054008,4123.972404297501,4123.544060690362,4123.182362592267,4122.87693931838,4122.619034359093,4122.401254023491,4122.217355256111,4122.0620665126535,4121.930936537295,4121.82020669072,4121.726703157812,4121.647745937148,4121.581071997862,4121.524770397263,4121.477227496612,4121.437080702772,4121.403179408438,4121.374552010405,4121.350378059854,4121.329964745935,4121.312727038298,4121.298170919184,4121.28587922432,4121.275499686699,4121.266734840478,4121.259333495588,4121.25308353867,4121.247805853988,4121.2433491900765,4121.239585824977,4121.23640790584
I,5.0,6.24628598628248,7.80286042957181,9.746775697440073,12.174105911202101,15.204579860247861,18.98730694328805,23.707834008715345,29.59681117825995,36.94058462896728,46.0940683470119,57.496265415115005,71.68879645738585,89.33772285586446,111.25878563892377,138.44585803448686,172.10184434809617,213.67033032024335,264.8648436417046,327.6904303930951,404.4492046691863,497.71746683334624,610.2770137552645,744.9779694778107,904.5063211093853,1091.029211167089,1305.6995404915995,1548.0247140844497,1815.1482558681932,2101.1586410238197,2396.6162369317744,2688.5468307262167,2961.1405187153314,3197.2697966832375,3380.692747690504,3498.5085403740177,3543.2305954877856,3513.8810895903393,3415.813648222158,3259.399669119627,3058.050547994089,2826.149456082946,2577.3422779223088,2323.4065878283022,2073.705427017736,1835.104558016616,1612.1903328390147,1407.640651490261,1222.6409665491974,1057.2787314834231,910.8827410864603,782.2961018526197,670.0845901464272,572.6885451147333,488.528662954161,416.0759539342739,353.8949085194345,300.66731762582367,255.20259325677256,216.43902049282445,183.4392022898927,155.38203497296124,131.55284667241713,111.33280568988025,94.18832339880122,79.66090359496037,67.35769974237742,56.942911520699994,48.13006569442075,40.67517096203075,34.370702764189005,29.040355230835928,24.53448863977231,20.72619847749414,17.507934012463103,14.788598540699773,12.491069012324909,10.550078846184368,8.910413906206976,7.525377550881951,6.3554862055121895,5.367361959429015,4.532793226079061,3.827938526698529,3.2326519931186355,2.7299122687261717,2.3053391608315277,1.9467847062258368,1.643987297049252,1.3882792162440465,1.1723393875416455,0.9899843872314131,0.8359918233309588,0.7059510881626668,0.5961372554086439,0.5034045421555258,0.42509630726783143,0.358969024291242,0.3031280625527419,0.2559734449471392,0.21615403426134483,0.1825288396149391,0.15413433734798712,0.1301568721254377,0.10990934895799384,0.09281154933931329,0.07837350822506674,0.0661814760588577,0.055886063962664774,0.047192232653806225,0.03985083840194519,0.033651493900100304,0.028416539562884
R,0.0,1.25,2.81157149657062,4.762286603963572,7.19898052832359,10.242507006124114,14.04365197118608,18.79047870700809,24.717437209186926,32.11664000375191,41.35178616099373,52.87530324774671,67.24936960152546,85.17156871587193,107.50599942983804,135.320695839569,169.9321603481907,212.95762143521475,266.3752040152756,332.59141492570177,414.51402252397554,515.6263236912721,640.0556903996087,792.6249438384248,978.8694362078775,1204.996016485224,1477.753319276996,1804.178204399896,2191.1843829210084,2644.9714468880566,3170.2611071440115,3769.4151663769553,4441.551874058509,5181.8370037373425,5981.154452908152,6826.327639830778,7700.954774924283,8586.76242379623,9465.232696193814,10319.186108249354,11134.036025529262,11898.548662527784,12605.08602654852,13249.421596029099,13830.273242986173,14348.699599740608,14807.475739244763,15210.523322454517,15562.433485327083,15868.093726964382,16132.413409835237,16360.134095106852,16555.70812057001,16723.229268106617,16866.401404385302,16988.533570123844,17092.55255860741,17181.02628573727,17256.193115143724,17319.99376345792,17374.103518581123,17419.963319153598,17458.80882789684,17491.697039564944,17519.530240987413,17543.077321837114,17562.992547735856,17579.83197267145,17594.067700551626,17606.100216975232,17616.26900971574,17624.861685406788,17632.121774214498,17638.25539637444,17643.436945993813,17647.81392949693,17651.511079132106,17654.633846385186,17657.27136609673,17659.498969573284,17661.380313961003,17662.969185512382,17664.31102600224,17665.44422430876,17666.401208940435,17667.209371938716,17667.891850005897,17668.468184796104,17668.95488097266,17669.36587779692,17669.712947600983,17670.00603244787,17670.253528544676,17670.46252650051,17670.63901427255,17670.788048586404,17670.91389972194,17671.02017379876,17671.109916054833,17671.185698070472,17671.24969143171,17671.303729940275,17671.34936215018,17671.38789573452,17671.42043495255,17671.44791228979,17671.471115177126,17671.49070855418,17671.507253923195,17671.521225439184,17671.533023497348,17671.542986206947,17671.55139908042
G,5.0,7.49628598628248,10.61443192614243,14.509062301403645,19.373086439525693,25.44708686637198,33.030958914474134,42.49831271572344,54.31424838744689,69.0572246327192,87.44585450800564,110.37156866286172,138.93816605891132,174.5092915717364,218.76478506876185,273.7665538740559,342.0340046962869,426.6279517554581,531.2400476569802,660.2818453187969,818.9632271931619,1013.3437905246184,1250.3327041548732,1537.6029133162356,1883.375757317263,2296.025227652313,2783.4528597685958,3352.202918484346,4006.332638789202,4746.130087911877,5566.877344075787,6457.9619971031725,7402.692392773842,8379.10680042058,9361.847200598657,10324.836180204797,11244.18537041207,12100.643513386569,12881.046344415972,13578.58577736898,14192.08657352335,14724.698118610728,15182.428304470826,15572.828183857397,15903.978670003906,16183.80415775722,16419.66607208377,16618.16397394477,16785.074451876273,16925.372458447797,17043.29615092169,17142.430196959467,17225.79271071643,17295.917813221342,17354.930067339454,17404.609524058105,17446.447467126833,17481.69360336308,17511.395708400487,17536.43278395073,17557.542720871006,17575.345354126548,17590.361674569245,17603.029845254812,17613.718564386203,17622.738225432062,17630.350247478218,17636.774884192135,17642.19776624603,17646.775387937247,17650.63971247991,17653.902040637604,17656.65626285425,17658.981594851914,17660.944880006256,17662.60252803761,17664.00214814441,17665.18392523135,17666.18178000292,17667.02434712415,17667.735800166498,17668.336547471794,17668.843819228303,17669.27216283544,17669.633860933536,17669.939284207423,17670.19718916671,17670.41496950231,17670.59886826969,17670.754157013147,17670.885286988505,17670.99601683508,17671.089520367987,17671.16847758865,17671.235151527937,17671.291453128535,17671.338996029186,17671.379142823025,17671.41304411736,17671.44167151539,17671.46584546594,17671.48625877986,17671.503496487498,17671.51805260661,17671.530344301475,17671.540723839094,17671.549488685316,17671.556890030206,17671.563139987124,17671.568417671806,17671.572874335718,17671.576637700815,17671.579815619953
