series,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,4229.982203327392,4227.951683787543,4225.503841837901,4222.553676320146,4218.999221968689,4214.718322267908,4209.56486071339,4203.364393381857,4195.90913698565,4186.9522892548375,4176.201698000802,4163.312958840722,4147.882118635529,4129.438303574764,4107.4367902931,4081.253307864894,4050.1807065301246,4013.4295537593116,3970.1346973001764,3919.3703101479696,3860.1762917853657,3791.598959087161,3712.748454467163,3622.873904267996,3521.4547681933736,3408.302888956981,3283.6647355451314,3148.30813495174,3003.5740714467474,2851.3740909322314,2694.1194250773265,2534.579630079674,2375.684254172125,2220.296134365654,2070.9936832126277,1929.898025553073,1798.5692436905647,1677.9787091004705,1568.5479012244562,1470.2333574190668,1382.634278385322,1305.1024479650382,1236.840526030889,1176.981573192986,1124.6480861598588
I,5.0,6.030519539849509,7.272257581520961,8.767971582971773,10.568831617834645,12.735964995049416,15.342233550557047,18.474254171978814,22.23465973378974,26.744575517843696,32.146251668310306,38.60574049472802,46.315432600975484,55.49616114154496,66.39844219490038,79.30223618412626,94.51439028207047,112.36266499646952,133.18498845631092,157.31237791725562,185.04392069640852,216.61246925533183,252.14048002426355,291.58693421857794,334.6886834494845,380.90282599598004,429.3604142086334,478.8449319602979,527.8100090732312,574.4479877731011,616.8130560733857,652.9902398563606,681.2875677926379,700.4181740405813,709.6369903854911,708.8052499679477,698.3729818368665,679.2889200595873,652.8619439236842,620.6040989443366,584.082358189214,544.7977169716548,504.1000955114731,463.1390292470814,422.84471043079225
R,0.0,1.0,2.2061039079699016,3.6605554242740936,5.4141497408684485,7.527916064435377,10.075109063445261,13.14355577355667,16.838406607952432,21.285338554710382,26.63425365827912,33.06350399194118,40.78465209088679,50.04773861108188,61.146970839390875,74.42665927837095,90.2871065151962,109.1899845716103,131.66251757090419,158.29951526216638,189.7619908456175,226.77077498489922,270.0932688359656,320.5213648408183,378.8387516845339,445.7764883744308,521.9570535736268,607.8291364153536,703.5981228074131,809.1601246220594,924.0497221766796,1047.4123333913567,1178.0103813626288,1314.2678949211563,1454.3515297292727,1596.2789278063708,1738.0399777999603,1877.7145741673337,2013.572358179251,2144.144746963988,2268.265566752855,2385.082038390698,2494.041581785029,2594.8616008873237,2687.48940673674
G,5.0,7.030519539849509,9.478361489490863,12.428527007245869,15.982981358703094,20.263881059484795,25.417342614002308,31.617809945535484,39.07306634174217,48.02991407255408,58.78050532658943,71.6692444866692,87.10008469186226,105.54389975262684,127.54541303429126,153.7288954624972,184.80149679726668,221.55264956807983,264.84750602721516,315.61189317942205,374.8059115420261,443.3832442402311,522.2337488602292,612.1082990593962,713.5274351340183,826.6793143704108,951.3174677822601,1086.6740683756514,1231.4081318806443,1383.6081123951606,1540.8627782500653,1700.4025732477173,1859.2979491552667,2014.6860689617376,2163.9885201147636,2305.0841777743185,2436.412959636827,2557.0034942269212,2666.4343021029354,2764.7488459083247,2852.3479249420693,2929.879755362353,2998.141677296502,3058.000630134405,3110.3341171675324
