series,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,57073.01195491957,57059.09051440527,57045.88767544356,57023.92944758986,56987.514952227044,56927.97935209633,56832.74329114493,56685.113934180445,56465.61468705539,56155.134328017666,55738.7286479441,55208.09874217118,54561.87559433211,53804.40164449728,52944.06173866152,51991.76748173692,50959.77580593941,49860.83081838198,48707.56542252013,47512.09847536873,46285.77555189212,45039.014108379044,43781.224015795706,42520.78200788539,41265.044123017,40020.38427402128,38792.25008291504,37585.229367496184,36403.12237092402,35249.01612639157,34125.35834708759,33034.02899868107,31976.4083002073,30953.44034893995,29965.69190571164,29013.406132548444,28096.551262741006,27214.864319101973,26367.890090716763,25555.01564121837,24775.50065989211,24028.503986641543,23313.106647719764,22628.33173487523,21973.16144911316,21346.55161392712,20747.443943387654,20174.776329244814,19627.49138923423,19104.543496828028,18604.904491288184,18127.568246438936,17671.554257325668,17235.910386019576,16819.71489133378,16422.077852155155,16042.142080443027,15679.083607649183,15332.111817301067,15000.469286678297,14683.431391810895,14380.305722343326,14090.43134604928,13813.177956858728,13547.944935086029,13294.160344045697,13051.279883336869
E,0.0,13.921440514309735,23.657837965750467,39.72525936998477,66.24815709642756,109.28795268007853,177.3112912589151,280.7901007547759,430.37255586915967,633.6900612488672,892.3067876076515,1200.7521223747826,1547.9877483219623,1920.012435011255,2302.2688552977347,2681.2977005293897,3045.6457053332456,3386.224294838992,3696.319154818978,3971.4018830900054,4208.844932581049,4407.603134650015,4567.89915318113,4690.933345929218,4778.627876699196,4833.40841565705,4858.022931419616,4855.394952079977,4828.507621281972,4780.314489263648,4713.672991659295,4631.29680957076,4535.723663589095,4429.29550312536,4314.148468153537,4192.210398167584,4065.2040289720767,3934.654345285012,3801.8988440476796,3668.0997106442746,3534.2571204104042,3401.2230542021025,3269.7151631199977,3140.330337499821,3013.5577326059433,2889.7910814543807,2769.340186883384,2652.4415330821566,2539.267993643275,2429.9376408632197,2324.52168122286,2223.0515562126393,2125.5252571643523,2031.912908542779,1942.161677085094,1856.200064947881,1773.9416441927665,1695.2882879631002,1620.1329509337702,1548.3620483351442,1479.85747927785,1414.4983364034683,1352.1623401811148,1292.7270325515983,1236.070761152908,1182.0734820856776,1130.6174061211966
I,5.0,4.79975555451561,8.073972186885802,13.64142501967155,22.986698738301868,38.5619115368915,64.23027219095366,105.80846861193653,171.48774899765442,271.7827088145899,418.6870669656077,624.103686060191,898.0965486441075,1247.578042714705,1675.6974135916073,2181.8530054076964,2762.115887362083,3409.8626125680757,4116.471938843614,4871.99602957483,5665.7578748915275,6486.85380755434,7324.556592880156,8168.624053370317,9009.52308868121,9838.581007724724,10648.07644341938,11431.28150560029,12182.465707717478,12896.870866213354,13570.664792103951,14200.88027336913,14785.344638678358,15322.604122715891,15811.846327730009,16252.82329088302,16645.777012398234,16991.368762223432,17290.613048683528,17544.816787181564,17755.523937006816,17924.465667455534,18053.51595982269,18144.65243980374,18199.922157196594,18221.411979488814,18211.223237044203,18171.450245249398,18104.162329097435,18011.388984973793,17895.10783021405,17757.2350112046,17599.61776373522,17424.028843695607,17232.162571057117,17025.632254665317,16805.968789161238,16574.620237982035,16332.952237625666,16082.249078057785,15823.715332226973,15558.477924127994,15287.588539744764,15012.026298577888,14732.700615398113,14450.454192462088,14166.066091781966
R,0.0,0.20024444548439074,0.3924693233793113,0.7158229400631795,1.2621468577993842,2.1827386062729843,3.7271003247775782,6.299451372415378,10.536962997365336,17.404856838445674,28.289452402210312,45.05740431341313,70.05206362139057,106.01983269632747,155.98394736870898,223.09376724556483,310.47455628482794,421.0942291305172,557.6554387368473,722.5155668860061,917.6335955548791,1144.540904336174,1404.3321930625796,1697.6725477346445,2024.8168665221635,2385.6382575165203,2779.662497165539,3206.106129743123,3663.916254996103,4151.810473051001,4668.315824068739,5211.805873298619,5780.535352444824,6372.671980138375,6986.325253324392,7619.572133320531,8270.479650808264,8937.124528309165,9617.609971471611,10310.079815875371,11012.730237610253,11723.819246620404,12441.67418425713,13164.697442740788,13891.370616003887,14620.257280049269,15350.004587604344,16079.343847343218,16807.09024294465,17532.141832254554,18253.477952194502,18970.15714106342,19681.314676694354,20386.15981666163,21083.9728154436,21774.101783151244,22455.959441122566,23129.01982132528,23792.814949059095,24446.931541848375,25091.00775160388,25724.72997204481,26347.829728944438,26960.080666931382,27561.295643282545,28151.32393632613,28730.048573679564
G,5.0,5.0,8.466441510265113,14.357247959734728,24.248845596101255,40.74465014316449,67.95737251573124,112.10791998435192,182.0247119950198,289.1875656530356,446.976519367818,669.1610903736041,968.1486122654981,1353.5978754110324,1831.6813609603164,2404.946772653261,3072.590443646911,3830.956841698593,4674.127377580462,5594.511596460837,6583.391470446408,7631.394711890514,8728.888785942736,9866.296601104961,11034.339955203373,12224.219265241245,13427.73894058492,14637.387635343413,15846.381962713584,17048.68133926436,18238.980616172696,19412.686146667755,20565.879991123187,21695.27610285427,22798.171581054405,23872.395424203554,24916.2566632065,25928.4932905326,26908.22302015514,27854.896603056935,28768.25417461707,29648.28491407594,30495.19014407982,31309.34988254453,32091.292773200483,32841.66925953808,33561.227824648544,34250.79409259261,34911.252572042074,35543.53081722833,36148.58578240854,36727.39215226801,37280.93244042956,37810.18866035723,38316.135386500704,38799.734037816546,39261.92823028379,39703.6400593073,40125.767186684745,40529.18061990614,40914.72308383084,41283.20789617279,41635.41826868919,41972.10696550926,42293.99625868065,42601.77812878821,42896.11466546152
