series,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,7981.014008449607,7976.549018162283,7970.722487723002,7963.147856021067,7953.3481583356715,7940.747466115542,7924.669866289016,7904.351435627466,7878.971301488988,7847.706648740898,7809.812261233048,7764.717575181791,7712.125040691216,7652.087030401763,7585.039423264158,7511.7801547322015,7433.396804670306,7351.161267423946,7266.415577541585,7180.470015845772,7094.526252164935,7009.629261624378,6926.64521647304,6846.2593241002205,6768.986972057769,6695.192424676216,6625.110753679992,6558.870110307073,6496.51260779988,6438.012924166147,6383.294291971449,6332.241880874528,6284.713765068871,6240.549754723611,6199.578396543218
I,9.0,11.810172987490954,15.46518358524673,20.196253804740188,26.282494802589852,34.050661791373216,43.86741448421619,56.12000554715957,71.18143345828247,89.35805648262402,110.82230424081145,135.54024959594284,163.21118965816902,193.2397888173136,224.75666867146202,256.69024569558235,287.87632250463173,317.1804465628611,343.6066153184222,366.37371352909855,384.9528595041273,399.06911098603007,408.67688183859707,413.9199326437938,415.08541076569486,412.5587894090637,406.783857970558,398.22972740316754,387.3652918864912,374.6406659236799,360.47464754151986,345.2470938714223,329.29511371533044,312.9120961798308,296.3487487951549
IH,0.46972524668148774,0.610642820685934,0.7995857817502504,1.0470298650311323,1.368185659561953,1.782183626152079,2.311816811136812,2.9830597199941016,3.8239160770433402,4.862254422038962,6.1224246737537875,7.62073120182903,9.360294602407006,11.326356861095716,13.483418999538852,15.775456992640756,18.129735873357685,20.4636737178126,22.693286949153155,24.74139743383894,26.544084004048184,28.05456707802782,29.24446307906112,30.102877716457918,30.634045811325247,30.85422451737565,30.788409480300295,30.467261514230938,29.924462558753113,29.194589577318,28.311507897408443,27.30723489576284,26.211201172597807,25.04983018743958,23.846361452642146
IN,1.185092053152219,2.2803462699687382,3.6626078070146186,5.421365199308859,7.6697697539691845,10.549147649099059,14.233137713074907,18.930496412100936,24.885147316480513,32.37163825371304,41.684044810398134,53.11685469058112,66.9377640574664,83.35458030712145,102.48096571244893,124.30748914397059,148.68433162327395,175.319733547415,203.79467143890042,233.59073605526828,264.1259621827932,294.79285993138564,324.99378763036276,354.17040616996195,381.82563219448457,407.5378752361551,430.9682620949801,451.86204521639183,470.0455596733715,485.4200480215501,497.95350896580965,507.6715131451258,514.6477111820029,518.9945599336077,520.8546238481197
D,1.0,1.0939450493362974,1.2160736134734842,1.3759907698235343,1.5853967428297608,1.8590338747421515,2.2154705999725675,2.67783396219993,3.2744459061987503,4.039229121607418,5.011680006015211,6.236164940765969,7.760311181131775,9.632370101613176,11.89764147383232,14.59432527374009,17.74941667226824,21.375363846939777,25.468098590502297,30.00675598033293,34.955035467100714,40.26385226791035,45.87476568351592,51.72365829932814,57.74423384261973,63.871043004884775,70.04188790835991,76.19956980441997,82.29302210726615,88.27791461901677,94.11683253448037,99.77913411396206,105.24058109311463,110.48282132763418,115.4927873651221
R,0.0,0.3247004596764439,0.8028872389544788,1.4803300894704798,2.4148204548193726,3.680332692533112,5.37111985202556,7.605994480521176,10.532581502449458,14.330998728560166,19.21611078541509,25.437250138531567,33.274225559051935,43.02869926053546,55.010707628001555,69.52115391130667,86.83221440560428,107.16834065046699,130.69057591087886,157.48620690513133,187.5646324264372,220.85917386170934,257.2337110448645,296.4926268196792,338.3925310775479,382.65446890574555,428.97565461525073,477.0401115041568,526.5278817236781,577.1226834417283,628.5180368387731,680.4219688486393,732.5604535175237,784.6797633973172,836.5479077451828
G,9.0,13.46499028732466,19.291520726605857,26.866152428540484,36.665850113936415,49.26654233406591,65.34414216059233,85.66257282214201,111.04270696062082,142.3073597087099,180.20174721655997,225.29643326781684,277.8889677583924,337.9269780478457,404.97458518545,478.23385371740676,556.6172037793021,638.8527410256618,723.5984309080231,809.5439926038363,895.4877562846729,980.3847468252295,1063.3687919765675,1143.7546843493872,1221.0270363918385,1294.8215837733908,1364.9032547696152,1431.1438981425333,1493.501400649726,1552.001084283459,1606.7197164781574,1657.772127575078,1705.300243380735,1749.4642537259951,1790.4356119063873
H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beta,42.9374677727842,42.9374677727842,42.72235798606826,42.44487364037068,42.089481069261474,41.63842703425023,41.07246474820927,40.3722948673698,39.52086659974936,38.50648296574377,37.32629717802801,35.98935723246016,34.518081357001776,32.94722111870772,31.320113008395342,29.683058074756822,28.079416501349815,26.545002080530796,25.105666500825667,23.777062423867264,22.56595311663142,21.472263986428484,20.491225438173068,19.615225943866736,18.83523044190264,18.141768397070496,17.52556522029605,16.97790818590651,16.490829384163668,16.057170509647253,15.67057615416815,15.325447226628423,15.016874892826136,14.740567583086252,14.49277838599454
