beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h,Hiding_init,metric1,metric2,r1,r2,reopen
1.7834745469443778,0.20004331292928013,0.5872702509756583,0.04129724379703489,0.199994859324331,0.04882426640405281,0.4604538758200831,0.06099447747380029,0.1769323775278973,0.2746046103585981,0.8,2.8618643517007e-06,0.0,0.06451393603237056,0.0,0.036062966439204557,0.04303232412463204,0.9939991615749941,0.9961746064463071,2021-06-10
