series,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16
S,400523.1814154815,400523.1814154815,400523.06911658717,400522.88140039955,400522.6339268813,400522.3310623286,400521.970845434,400521.54741564946,400521.05213519494,400520.4740285716,400519.79985391715,400519.01396262593,400518.0980227938,400517.0306402976,400515.7868893661,400514.3377524899,400512.6494624406,400510.68273444363,400508.3918728447,400505.7237332255,400502.61651747476,400498.9983755712,400494.7857836414,400489.8816630872,400484.1732001404,400477.5293189769,400469.7977544184,400460.80166213465,400450.33569503145,400438.1614640264,400424.00228957104,400407.5371369333,400388.39361331373,400366.13988824165,400340.275380341,400310.2200334846,400275.3019837019,400234.74339519534,400187.644219936,400132.963611238,400069.4986985584,399995.8604100951,399910.446013771,399811.4080389476,399696.61924477294,399563.6333218583,399409.6410589454,399231.4217842226,399025.29001289996,398787.0374117105,398511.8704424699,398194.3443876673,397828.2949089288,397406.768860531,396921.9567871863,396365.13038166706,395726.5891522792,394995.621619046,394160.487455585,393208.42801574105,392125.71347810345,390897.73520830664,389509.151641444,387944.0947744594,386186.44200921524,384220.15446744853,382029.6780331285,379600.397512032,376919.12793758535,373974.62094437785,370758.05918291846,367263.5088733626,363488.30051495996,359433.31082831864,355103.1250584235,350506.06715033005,345654.09497697727,340562.5675165417,335249.8994717376,329737.1253913391,324047.3993862348,318205.4579391789,312237.0723556278,306168.5145985231,300026.0562074268,293835.5153325647,287621.8621439654,281408.88840649195,275218.94310909434,269072.7328434023,262989.1831852274,256985.3556126726,251076.41342001365,245275.62955634395,239594.4292229331,234042.46029719475,228627.68511799254,223356.48778434526,218233.79181998476,213263.18378684428,208447.0391519239,203786.64739614053,199282.3339823883,194933.57736244917,190739.11969388602,186697.07035830198,182805.00172414453,179060.03688542088,175458.92933835246,171998.1347378016,168673.87501106702,165482.1952049753,162419.01350928674,159480.16494093815,156661.43919458642,153958.61316969126,151367.47867675204,148883.86580846988,146503.6624381859,144222.8302801053,142037.41791528944,139943.5711555534,137937.54108529707,136015.69008972746,134174.49614747037,132410.55563663726,130720.58487626392,129101.42059983604,127550.01953442386,126063.4572377747,124638.92632650881,123273.73421125732,121965.30043906401,120711.15372953337,119508.92877891868,118356.36289547884,117251.29251986521,116191.64967590765,115175.45838983376,114200.83110956795,113265.96515021527,112369.13918704221,111508.70981313949,110683.10817540911,109890.83669948949,109130.46591165473,108400.6313635403,107700.03066370495,107027.42061849465,106381.61448338768,105761.47932493544,105165.93349253989,104593.94419860022,104044.52520499293,103516.73461339985,103009.67275665302,102522.4801880037,102054.33576503485,101604.45482480912,101172.08744676756,100756.51679986026,100357.05757038965,99973.05446707597,99603.88079990543,99248.93712939086,98907.6499829583
E,1.1462430149227187,0.9169447647955318,0.8458149906398191,0.8643315453880727,0.9389013178191797,1.0539449404720758,1.2033271974527782,1.3860394229335726,1.6040519594172387,1.8612787146707759,2.1631170087706155,2.5162912072454997,2.928863810018182,3.4103466865558274,3.971880568634896,4.626469297346369,5.3892651012364094,6.277906653060455,7.3129150068721085,8.518154880894372,9.921370709210741,11.55480874725825,13.455938455062688,15.668288502105812,18.24241510901117,21.237023118224673,24.720263215455347,28.771232149044472,33.48170665611849,38.95814613916589,45.324003975221075,52.722392702523884,61.31915422037837,71.30639253609507,82.90653344086681,96.3769826842232,112.01546156069959,130.166106037371,151.22642221386698,175.6551964097401,203.98146166621706,236.81462276178476,274.85583739849136,318.910739930735,369.90357316091956,428.8927598360995,497.0878941801021,575.8680597340725,666.80127657735,771.6647413347705,892.4653392480659,1031.459670912985,1191.1725399290547,1374.412487169105,1584.2825332491211,1824.1838122012534,2097.8092684044072,2409.1240856921877,2762.3290857935694,3161.8030639143763,3612.020041816609,4117.437856081497,4682.355513433089,5310.738471197867,6006.013518562613,6770.838218577989,7606.8537443454725,8514.434041454599,9492.448022530889,10538.054265502316,11646.548739862093,12811.284855303624,14023.681348370574,15273.327358619323,16548.18612424288,17834.890057072316,19119.11173767895,20385.98874584413,21620.576064590543,22808.298481588874,23935.376896156275,24989.206252694155,25958.66822998311,26834.36799513001,27608.79051211701,28276.37746696474,28833.530429433613,29278.549216355976,29611.51653075071,29834.140928771234,29949.570197155703,29962.18652666346,29877.39366392359,29701.404717369747,29441.037652464605,29103.52387012822,28696.333716433615,28227.021384521337,27703.09047699661,27131.880512739073,26520.47388388974,25875.62218348536,25203.690411546773,24510.617303516152,23801.88988474221,23082.53031380446,22357.09311319794,21629.670978089085,20903.907485130254,20183.015179188515,19469.79768457626,18766.674659782522,18075.708583862226,17398.63252355078,16736.8781794523,16091.603645236042,15463.720434637364,14853.919436962453,14262.695553091822,13690.370841430255,13137.116067895975,12602.97060707364,12087.860684340592,11591.615982387131,11113.98466132349,10654.64686066026,10213.226764935567,9789.303323607748,9382.419720895801,8992.091693283966,8617.814792061474,8259.070686098024,7915.3325965271915,7586.0699505114235,7270.752336112537,6968.852834748115,6679.850801982127,6403.234161637869,6138.5012725557945,5885.162421838933,5642.740993200042,5410.7743540915235,5188.814500688999,4976.428495526051,4773.198728644979,4578.723029531775,4392.6146538330695,4214.502165893958,4044.0292354912317,3880.854364747666,3724.6505590797206,3575.10495413309,3431.9184089780765,3294.805074350403,3163.4919434142334,3037.7183913754043,2917.235709267791,2801.806636359104,2691.204894860321,2585.214729962525,2483.6304576545454,2386.2560222838797,2292.904565402451,2203.398007079215,2117.566640555867,2035.2487408631046
I,0.0,0.09463820922671459,0.14750922501006902,0.18175013587994904,0.20925778296388142,0.23628481777217444,0.2662888841925978,0.3013867770477713,0.34310124597545494,0.39275029216701457,0.4516570407356175,0.5212709805506702,0.6032470396115864,0.6995064957037697,0.8122923737939515,0.9442262960809725,1.0983709549073042,1.278301065105229,1.4881851073613237,1.732880037633661,2.018041229213424,2.35025014511398,2.7371625675305826,3.187680620862151,3.71215231069701,4.3226028656119055,5.03300281790676,5.859578502140908,6.8211714966759684,7.939654494390649,9.240412175717271,10.752896881342053,12.511270253479395,14.55514354162162,16.93043095546246,19.690332292872913,22.896463064212952,26.62015245302243,30.94393165635362,35.963237369727565,41.788357321702456,48.54664667500779,56.385045587616055,65.47292898049791,76.00531919865651,88.20649025754653,102.33398805563954,118.68308342735163,137.5916631004708,159.44554614114745,184.68418867513975,213.80670565997357,247.37809313507856,286.03547550320724,330.4941279609133,381.5529327035288,440.0988186009152,507.10960920898657,583.6545677308101,670.8917885181079,770.0614569878111,882.4739039651352,1009.4913438400362,1152.5022418720118,1312.8874409480434,1491.9775262981514,1691.0014420180232,1911.0270992288229,2152.895604910055,2417.1517266676315,2703.974185307607,3013.110194959015,3343.819197057514,3694.8308220264526,4064.3216699623645,4449.9145118478,4848.702046026378,5257.295553203194,5671.896887006982,6088.39044600601,6502.450305594005,6909.65669733499,7305.615586392782,7686.075212695657,8047.034058950096,8384.835672257297,8696.246957258245,8978.517838803293,9229.4214395316,9447.275038281798,9630.94300615406,9779.823625851766,9893.822180147117,9973.31296032968,10019.092922162328,10032.32963959226,10014.506012323156,9967.36390842635,9892.848600053476,9793.055506689967,9670.180418408887,9526.47404787336,9364.201465909498,9185.606718396439,8992.882705385355,8788.146227270152,8573.41796585461,8350.607067184676,8121.499924014681,7887.752714264245,7650.887233196132,7412.289556844482,7173.211088305358,6934.771563152444,6697.963622228886,6463.658596661189,6232.613188900425,6005.476773133556,5782.799077148961,5565.03804467117,5352.567711594509,5145.685960993339,4944.6220500248955,4749.5438267896525,4560.564576918138,4377.749458247911,4201.121497638969,4030.667136989308,3866.3413261160617,3708.0721686309275,3555.7651335275236,3409.306850169054,3268.5685079566815,3133.408884393017,3003.677026730458,2879.2146130881874,2759.8580189906484,2645.440114859312,2535.791819194621,2430.7434311140623,2330.1257646473873,2233.771105798554,2141.51401192103,2053.191971462457,1968.6459406509325,1887.7207722447392,1810.2655500699304,1736.133841739937,1665.183880697802,1597.2786875505801,1532.286139579705,1470.0789963112325,1410.534888114563,1353.5362739648506,1298.9703737493244,1246.7290798168294,1196.708851858477,1148.8105986603796,1102.9395497821515,1059.0051197822045,1016.9207672280876,976.6038503926145,937.975481239911,900.9603790457328,865.4867247696122,831.4860170990785
A,0.0,0.13466004090047234,0.23580756338911651,0.32366034294459084,0.4093990903319522,0.4997121248560615,0.5991309574475208,0.7112450893267003,0.839350269406548,0.9868128089027187,1.1572944652303023,1.3549122875763886,1.584372288231718,1.8510978902408042,2.161365171538127,2.522452592606455,2.9428109330100036,3.432258445230516,4.002206194994386,4.665918914009529,5.438817308033626,6.338828580050167,7.386792924041489,8.606934919733657,10.02741012526132,11.680938743130799,13.605540050715343,15.845383369629081,18.451773732146847,21.48429312393834,25.01212127987905,29.11556352439096,33.887817120859815,39.43701206584102,45.888567268282614,53.38790861866377,62.10360159034489,72.23095771593742,83.99618150248192,97.66113200040628,113.52878116537552,131.9494590996508,153.32798385575313,178.13178018861745,206.90009669275378,240.2544331155466,278.91028789606327,323.69032829536775,375.5390694753865,435.5391215320408,504.9290210645722,585.1226018791936,677.7297726631389,784.5784521236242,907.7372581177455,1049.5383510221004,1212.5995886736837,1399.8448591306876,1614.5211215228212,1860.2103149622196,2140.8339116242255,2460.6475264615888,2824.2227015017593,3236.4128216891468,3702.3001688994877,4227.121463758587,4816.169956992108,5474.673264415507,6207.647698272877,7019.7317734789,7915.003724054139,8896.790040146034,9967.47396044408,11128.31424133196,12379.285118796453,13718.9480141361,15144.364168804172,16651.055129105476,18233.015069064353,19882.775659830957,21591.520919771447,23349.24653941396,25144.955826897345,26966.882821104824,28802.732325194804,30639.9265837187,32465.848953038112,34268.07604614768,36034.591302153196,37753.97457583902,39415.56402250159,41009.5881545534,42527.267387640655,43960.885623554575,45303.83340970987,46550.624966277195,47696.89189387043,48739.35668942016,49675.78933427172,50504.950208176975,51226.52245734681,51841.03673393846,52349.79095509053,52754.76742502405,53058.549343001396,53264.238398396876,53375.37484348798,53395.861143296235,53329.89003557824,53181.87759625988,52956.40169772121,52658.14606942644,52291.850021421684,51862.26376939726,51374.109203037435,50832.045864678534,50240.64185017023,49604.349305599106,48927.48416960613,48214.20979899563,47468.52411298623,46694.249896816,45895.02791674406,45074.312514283054,44235.36936646522,43381.27512001644,42514.91862959717,41639.00355305077,40756.05207930834,39868.409586793285,38978.25005151883,38087.58204433861,37198.25517583275,36311.96686499092,35430.26932414122,34554.57666746141,33686.17206391734,32826.214867650415,31975.747669740216,31135.70322497585,30306.91121585838,29490.104823612717,28685.92708259411,27894.93700021789,27117.615429501137,26354.370685561677,25605.54390104577,24871.414118520373,24152.203120433798,23448.079999377325,22759.165473125224,22085.535950339206,21427.227353940405,20784.23871001686,20156.535510782316,19544.052860564978,18946.698414109585,18364.355116648596,17796.88375525858,17244.12533098651,16705.9032611224,16182.025420825517,15672.286033092136,15176.467415795234,14694.341594239073,14225.671787362362
IH,0.0,0.0,0.003908297198950429,0.007962046487927128,0.011316030129526653,0.014057074532147435,0.016484947890305218,0.018885895929712182,0.021484319805628517,0.02445049242345916,0.027920327978999692,0.03201350985483127,0.03684717262599246,0.04254571520131247,0.04924801236056564,0.05711315360719288,0.0663255372561287,0.07709988817697724,0.08968658917960991,0.10437760813317443,0.12151324563654865,0.1414899044312699,0.16476907998466392,0.19188778441634124,0.22347063896205616,0.26024390125234087,0.3030517318684683,0.35287504972505507,0.4108533780782055,0.47831014291370877,0.5567819538466678,0.6480524752752577,0.7541915832281084,0.8776006019542335,1.0210645245546635,1.1878122443754318,1.3815859586669526,1.6067210528387255,1.868237931400061,2.171947428161549,2.524571599694099,2.9338818764530603,3.4088567064841535,3.959860964411888,4.598849495460153,5.339597195824424,6.197957963455822,7.192154643083674,8.343101678695907,9.674761502476125,11.214534639841233,12.993681984113643,15.047775559353992,17.41717119543785,20.147492722995874,23.290112395479458,26.902606122158506,31.04915466699404,35.8008532580455,41.235882256954,47.43948110930594,54.5036575316676,62.52655501985511,71.6113960051706,81.86491754041596,93.3952238233231,106.30899779836939,120.70804476824247,136.68518561411116,154.31957532149954,173.6715910397092,194.7775070296611,217.64424303891028,242.24452749646633,268.51284678500434,296.34254786471865,325.58441874148946,356.04699022452684,387.4986896504036,419.67184456303363,452.2683968720813,484.96706162448953,517.4315631222843,549.3195145485698,580.291480156062,610.0197707737184,638.1965687823354,664.5410496260967,688.805253727466,710.7785557250205,730.2906687591692,747.2132034293038,761.4598695104478,772.9854611128961,781.7838020823258,787.8848488863501,791.3511548278233,792.2738945634229,790.7686342256438,786.9710125557923,781.032474746225,773.116175221104,763.3931400283459,752.0387551469341,739.2296247356826,725.1408237336433,709.9435525631326,693.8031880572544,676.8777140415207,659.3165070328762,641.259446992802,622.8363196571815,604.1664753235438,585.3587087720525,566.5113259168833,547.7123645460472,529.0399388619292,510.56268027031535,492.34024980757476,474.4239006034047,456.8570717410579,439.67599771687327,422.91032035868614,406.5836925007331,390.7143649097135,375.31574990438753,360.396956811087,345.96329585877976,332.01674835403855,318.55640200600163,305.57885111369905,293.0785620033064,281.04820463127544,269.4789516704921,258.36074668912556,247.6825432327435,237.43251674507667,227.59825132539257,218.1669033330002,209.12534382258826,200.46028173704096,192.1583697048285,184.2062941935435,176.59085166502066,169.299012265131,162.3179724663021,155.6351979658649,149.23845803060848,143.1158523690463,137.2558315090264,131.6472115602461,126.2791841494648,121.14132223099665,116.22358239649016,111.51630423598104,107.01020723656039,102.69638564546733,98.56630167067402,94.61177734372819,90.824985326379,87.19843890395138,83.72498137417473,80.39777500983706,77.21028974687111,74.15629172594214,71.22983179497669
IN,0.0,0.0,0.01892715534100339,0.045079415451609664,0.07345250015567699,0.10230685553414767,0.131461209237909,0.16145787286848506,0.19316655362914956,0.22760762145953783,0.26588450328276414,0.3091700122938841,0.3587193433834853,0.4158965839183374,0.4822087157246665,0.5593446802139755,0.6492189013411838,0.7540196022034562,0.8762627629728221,1.0188528801761685,1.1851519170879385,1.3790580424130632,1.6050959713690107,1.8685209676353458,2.175438847711119,2.53294465938738,2.9492830906783847,3.434034111988056,3.9983278702776537,4.6550934479582216,5.419346780285886,6.308523802983159,7.342865786943059,8.545864819704269,9.944778524174037,11.571224373141565,13.461865370855325,15.659200434381432,18.21247451637491,21.178725358080612,24.623985726071233,28.624662031293198,33.26911229460014,38.65944841836521,44.91358951679334,52.167594461311225,60.578302553911264,70.32631100172885,81.61931616765769,94.69584181189225,109.82937094849841,127.33288755769999,147.56381904568877,170.9293486413099,197.89203728194013,228.9756552608675,264.7710732803822,305.94199909916534,353.23026876868,407.4603106679458,469.5422980197383,540.4733956425603,621.3363970418465,713.294950369033,817.5845026557655,935.4980718320023,1068.3660092970647,1217.529066715779,1384.3043501076872,1569.9441438648803,1775.5881134453243,2002.2100238303867,2250.5607935734242,2521.1103715169215,2813.991489952575,3128.9487259249486,3465.2964154864626,3821.888765456184,4197.104984126165,4588.851440569608,4994.581835827883,5411.335230987932,5835.790642131697,6264.335890542546,6693.147578714809,7118.278509065534,7535.748599281564,7941.635370024661,8332.160354659016,8703.768255609593,9053.196286972181,9377.53183536789,9674.257282661694,9941.281515922254,10176.958264134653,10380.09192198438,10549.931934235135,10686.157115490658,10788.85147311038,10858.473195262204,10895.818474917343,10901.981779458414,10878.314060514342,10826.380245151651,10747.917171810233,10644.792944712688,10518.96848915703,10372.461905239228,10207.316045202073,10025.569583951696,9829.231715866137,9620.260495014707,9400.544740386369,9171.8893519218,8936.003825682516,8694.493715593275,8448.854762851754,8200.469400209604,7950.605334804131,7700.41591806653,7450.942022607914,7203.115162229675,6957.761610865182,6715.607298089187,6477.28328178811,6243.331621819908,6014.211501335666,5790.305464373451,5571.92565899446,5359.319994356304,5152.678137551855,4952.137291708985,4757.787710735391,4569.677918242702,4387.819608671078,4212.192217562058,4042.7471554134277,3879.411705725148,3722.092592843872,3570.6792291686475,3425.046654321557,3285.058181137127,3150.5677648980027,3021.422113247076,2897.462554733387,2778.526684086252,2664.449802134871,2555.0661678653314,2450.2100794908133,2349.7168006529864,2253.423347014639,2161.169147580333,2072.796594121924,1988.1514911127367,1907.0834176065055,1829.4460115498287,1755.097186100908,1683.8992866511694,1615.7191964158308,1550.4283976784366,1487.9029950450108,1428.02370638659,1370.6758265242818,1315.7491681375725,1263.137983852686,1212.74087299121
D,768.0,768.0,768.0,768.0002383845455,768.0007240254106,768.0014142407554,768.0022716446713,768.0032771354541,768.004429070808,768.0057394956684,768.0072308406778,768.0089338264937,768.0108864737995,768.0131339478402,768.0157290015076,768.0187328582881,768.0222164452493,768.0262619367373,768.03096460413,768.0364349907734,768.0428014484415,768.0502130853653,768.058843188154,768.0688931920914,768.0805972872354,768.0942277620898,768.1101012028623,768.1285856848953,768.1501091141666,768.175168901281,768.2043431785183,768.2383038028601,768.2778314249651,768.3238329464992,768.3773617366462,768.4396410337883,768.5120910209711,768.5963601346052,768.6943612456693,768.8083134420916,768.9407902405729,769.0947751661414,769.2737257581655,769.4816471917607,769.7231768421537,770.0036812641101,770.3293672049899,770.7074084123756,771.1460901267411,771.6549732541441,772.2450802766713,772.9291049571401,773.7216478002218,774.6394790076076,775.7018302637451,776.9307160547916,778.3512842906599,779.9921946937642,781.8860216586809,784.0696759962716,786.5848370877055,789.478383449596,792.802805561151,796.6165801128238,800.9844797933287,805.977787662142,811.6743805377941,818.1586423092691,825.5211664267921,833.8582079017343,843.270849762448,853.8638577099584,865.7442099748822,879.0193068542213,893.7948852297559,910.1726860144099,928.2479448746731,948.1067963694212,969.8236964942855,993.4589765912941,1019.0566414608822,1046.6425160060082,1076.2228285217982,1107.7832963428937,1141.288753098945,1176.6833287135623,1213.8911658805926,1252.8176321190433,1293.3509662008782,1335.3642827331932,1378.7178493392237,1423.261547084181,1468.837425988876,1515.282272846934,1562.4301171423594,1610.114611647852,1658.1712363151987,1706.4392865022105,1754.763618717239,1802.996138364503,1850.9970240623709,1898.635691749586,1945.7915088837403,1992.3542745668528,2038.2244854770877,2083.3134101709943,2127.5429958095488,2170.8456318340304,2213.16379475924,2254.4495972408627,2294.6642630771844,2333.777547971648,2371.7671238408425,2408.61794231039,2444.32159088668,2478.87565319397,2512.283082675396,2544.5515973090505,2575.6931012097616,2605.7231374860944,2634.6603754044813,2662.526133775538,2689.3439415140497,2715.1391355226056,2739.938495396056,2763.769913925232,2786.662101978337,2808.644326042177,2829.7461764981967,2849.997364576602,2869.4275458628917,2888.066168213616,2905.94234196178,2923.084730348215,2939.5214581955443,2955.280036939588,2970.387304243452,2984.869376537607,2998.75161295115,3012.058589222024,3024.814080295011,3037.041050433813,3048.761649786176,3059.9972164478963,3070.768283171858,3081.0945879618,3090.9950878769882,3100.4879754534486,3109.5906972200214,3118.3199738534886,3126.6918215766136,3134.7215744566133,3142.4239073096287,3149.812858959593,3156.901855638,3163.7037343446827,3170.23076601944,3176.4946784003328,3182.506678467261,3188.2774743892087,3193.817296910757,3199.1359201282344,3204.2426816186558,3209.1465018954373,3213.855903174148,3218.379027439367
R,0.0,0.0,0.00657467771090531,0.023236226193343174,0.050680868319943825,0.08887611399183751,0.13784822153922408,0.19795065346849583,0.2699398824847457,0.35499049956089984,0.45470039264409495,0.5711040464681768,0.7066995749776785,0.8644908794002388,1.0480452867957197,1.2615671284330356,1.509988182872627,1.7990764622884454,2.135565386242821,2.5273059592999587,2.983445164031734,3.514634420541082,4.133272668900978,4.853789422364969,5.692974037129871,6.670358469762474,7.808661968528692,9.134307494285204,10.678021217470377,12.475528220350181,14.568359581846568,17.004788373665374,19.8409147928128,23.141923742933837,26.98354170539046,31.45372376466147,36.65460622873224,42.704765472903105,49.74182949422821,57.925495250144266,67.44101221824349,78.50320079098044,91.36108312427281,106.30321387438453,123.66380881669232,143.82978050765976,167.2488016969343,194.43852875991377,225.99712847022963,262.61526120948736,305.08968117378873,354.3386178781277,411.4191014351449,477.54638432523365,554.11559171376,642.7256971914785,745.2058668451492,863.644136958718,1000.4182841788662,1158.2286064394602,1340.1321537475533,1549.5777270577432,1790.4407006546185,2067.056422790915,2384.2506208814625,2747.364899095606,3162.2750943789774,3635.399987572085,4173.6976930486,4784.647021381549,5476.211272106582,6256.782306155102,7135.103391076995,8120.170202332387,9221.110465103875,10447.04396530594,11806.925949906967,13309.378161751722,14962.512795826018,16773.755418007488,18749.673276579004,20895.815421255964,23216.570625819462,25715.048329608755,28392.986742837777,31250.690994438042,34287.00284085648,37499.30209892766,40883.53870237911,44434.29317813416,48144.862442386984,52007.367152873725,56012.876428610274,60151.54555101628,64412.762267867074,68785.29750278527,73257.45659249839,77817.22759522691,82452.42370113655,87150.81729786354,91900.26377320106,96688.81365062953,101504.81213413477,106336.98557424506,111174.51474945834,116007.09518210548,120824.98497428153,125619.0408593749,130380.74332141783,135102.21174275663,139776.21060599957,144396.14780482402,148956.06611606956,153450.62885845342,157875.1007167052,162225.324648896,166497.6957236472,170689.13265654235,174797.04773464205,178819.31573713798,182754.24238097674,186600.5327443379,190357.2600493518,194023.83511919653,197599.97676422526,201085.68329728497,204481.20532993562,207787.0199587381,211003.80641390558,214132.42321107455,217173.88682035127,220129.35184470745,223000.09268178727,225787.48662880625,228492.99837903774,231118.16584998544,233664.5872773391,236133.90950485299,238527.81739804396,240848.02430878638,243096.26351822173,245274.28058667565,247383.82654127505,249426.6518345209,251404.5010100395,253319.10801498918,255172.19210202963,256965.45426728783,258700.57417429908,260379.2075174177,262002.98378162488,263573.5043589866,265092.34098520066,266561.03446270264,267981.09363967023,269353.99461695517,270681.1801574911,271964.0592750714,273204.0069815595,274402.36417360365,275560.4376417715,276679.5001867158,277760.79082853324,278805.515096891,279814.8453907883,280789.92139798804
G,53409.0,53409.09463820923,53409.17034467755,53409.24017839955,53409.31154091917,53409.38906020452,53409.476077931555,53409.575429229306,53409.689865947534,53409.82230261495,53409.9759769075,53410.15457212458,53410.362326754825,53410.60414495781,53410.88571622939,53411.21364988691,53411.59562889454,53412.04058724245,53412.558915237125,53413.16269748179,53413.8659889421,53414.68513527039,53415.63914449318,53416.75011825902,53418.043752109945,53419.54991570301,53421.3033255917,53423.34432511089,53425.719788125614,53428.48416593951,53431.700699551846,53435.442822745055,53439.79578522034,53444.858529220655,53450.74585783089,53457.590938460286,53465.548190921734,53474.79661603735,53485.54362781149,53498.029459873054,53512.53222500503,53529.373714982474,53548.92603637078,53571.61918599808,53597.949676947464,53628.49033132421,53663.9013586655,53704.942837235954,53752.488707714176,53807.54237251633,53871.253966212054,53944.93931949557,54030.10057664081,54128.44833936767,54241.92509327687,54372.729521224435,54523.341116705975,54696.54427683549,54895.4507794764,55123.519238407855,55384.56979749595,55682.79199296256,56022.74341707493,56409.336604544886,56847.8114934143,57343.69095055239,57902.717261402555,58530.76821293915,59233.75246651523,60017.485296582294,60887.54737891335,61849.13100652351,62906.8797045001,64064.728495984644,65325.752843644965,66692.03440903735,68164.55117448997,69743.09819576137,71426.24343032815,73211.32091788064,75094.46131280945,77070.65761422938,79133.86209963376,81277.10907537358,83492.65717444835,85772.14455972888,88106.75047841584,90487.35707754051,92904.70613050635,95349.54623899455,97812.76706961983,100285.51818231445,102759.3109474476,105226.10288938668,107678.36451050485,110109.12923049172,112512.02752116666,114881.30663470487,117211.8375263722,119499.11067757686,121739.22254848927,123928.85434867468,126065.24472505329,128146.15784330171,130169.84819381827,132135.02329680923,134040.8053211098,135886.69247435944,137672.5208727706,139398.42746018566,141064.8144204436,142672.31541533425,144221.7638829107,145714.16354738845,147150.6612216042,148532.52192507454,149861.10629396062,151137.8502224855,152364.24664733684,153541.8293661126,154672.15876678508,155756.80933641404,156797.35881297576,157795.37884333133,158752.427012293,159670.04011180814,160549.72852491823,161392.97160590228,162201.2139454953,162975.8624179738,163718.28391496517,164429.80367888114,165111.70415673216,165765.22430264964,166391.55926464143,166991.86039787627,167567.23555310856,168118.74959469584,168647.42510802715,169154.24326107802,169640.14478925333,170106.03107669356,170552.7653108259,170981.17369016763,171392.0466682622,171786.14021917703,172164.17711224302,172526.84818569757,172874.81361062906,173208.70413813923,173529.12232395835,173836.6437258928,174131.81807047062,174415.17038600013,174687.20209998064,174948.39209942246,175199.19775315566,175440.05589564648,175671.3837722071,175893.57994578982,176107.02516580425,176312.08319960104,176509.101627426,176698.41260177645,176880.33357218932,177055.16797656208
H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
