beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,r1,r2
6.514377868506275,0.04,0.04,0.5,0.03560668622133927,0.17700013887392904,0.001586099302066879,0.5000009010009534,1.0692690309365753,0.15552107133083734,0.040638456208866254,0.9900000000000001,0.2995714726847006,9.316013637685007,0.9678395895952612,0.9480799095153368
