series,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,34798.34529677586,34789.70114017887,34781.50457934286,34772.51050741877,34761.76466333863,34748.40126757169,34731.531071411046,34710.17944583012,34683.25749566526,34649.559987771594,34607.788170232925,34556.595523138574,34494.65149526884,34420.71418574377,34333.70011437197,34232.73963996158,34117.21050078362,33986.747700112785,33841.233094791205,33680.770900560325,33505.65571107677,33316.3383873971,33113.393370270605,32897.489326209754,32669.36385665239,32429.802284386908,32179.620168524903,31919.64905985947,31650.724992249074,31373.679247761516,31089.330996572433,30798.481478107373,30501.909449286897,30200.36767620898,29894.580287082357,29585.240837709836,29273.010967633287,28958.519546478823,28642.36222719868,28325.101336711206,28007.26604561964,27689.35276781172,27371.825748244893,27055.117803443678,26739.631184437356,26425.738536247878,26113.78393175548,25804.08396094392,25496.928859253396,25192.583661122,24891.28936683577,24593.264112580688,24298.704335136514,24007.785924003605,23720.66535493636,23437.48079989222,23158.35320931209,22883.387363441718,22612.67289009789,22346.28524688939,22084.286666430868,21826.72706354652,21573.644903857974,21325.06803349316
E,0.0,8.644156596985507,15.97630177329887,23.372743520057966,31.781313248189342,41.966577690317486,54.64011608192594,70.52773005465308,90.39690721404874,115.05472438630912,145.32106948634674,181.981609632062,225.72747653858983,277.0920384098037,336.3969059406197,403.71768975694096,478.8750599592053,561.4503546341215,650.8199244922897,746.2001262739437,846.6953031301043,951.3430964967577,1059.1538039735833,1169.1424676370793,1280.3536904307355,1391.8798936531443,1502.8740201498345,1612.557726800287,1720.2260217306525,1825.2491640451433,1927.072498829713,2025.214767411801,2119.2653194910954,2208.880560619902,2293.7798936845356,2373.741353688604,2448.5970883962927,2518.2288007111283,2582.563239920161,2641.5678064156186,2695.2463168656245,2743.63496298698,2786.7984862551084,2824.8265824308132,2857.8305431940553,2885.9401370641285,2909.300727850113,2928.0706258766595,2942.4186649795192,2952.521996612964,2958.5640912378976,2960.7329363691883,2959.2194201764437,2954.2158892917064,2945.9148694297824,2934.5079375309438,2920.1847343579784,2903.1321067925505,2883.5333694571236,2861.567675719909,2837.409488606442,2811.2281426301442,2783.187488055677,2753.445609614922
I,6.0,5.76,6.3940156596985505,7.735885210640496,9.763724154220673,12.55130651287078,16.2459120213877,21.060087148724786,27.270456668241103,35.219329122916335,45.31602839663059,58.03549420940004,73.91223540423024,93.52849364192002,117.4965577372236,146.43638602179664,180.95069955661887,221.60017757027464,268.8812059308758,323.2079501428698,384.89964476454935,454.17318928697784,531.1405713651745,615.8103289079259,708.0921625153168,807.8038450577776,914.6796806207809,1028.3798954109332,1148.5004722745246,1274.5830555566088,1406.1246497388588,1542.5869136322758,1683.4049138281648,1827.9952492241478,1975.763495317172,2126.110944872939,2278.4406424468816,2432.1627255886356,2586.699096636203,2741.487456762771,2895.984739133822,3049.669981255032,3202.0466783035286,3352.6446597968984,3501.021531648104,3646.7637247015855,3789.487189419935,3928.837774628149,4064.491326230689,4196.153539679413,4323.559597753533,4446.473622967182,4564.687971685413,4678.022394835641,4786.323087971386,4889.461651395508,4987.333979092782,5079.859093364868,5166.977940309529,5248.65215964286,5324.862840829137,5395.609276056615,5460.907719277365,5520.790159311838
R,0.0,0.24,0.4704,0.726160626387942,1.0355960348135618,1.4261450009823888,1.92819726149722,2.578033742352728,3.4204372283017195,4.511255495031364,5.920028659948017,7.732669795813241,10.054089564189242,13.010578980358453,16.751718726035254,21.4515810355242,27.309036476396066,34.54706445866082,43.41107156147181,54.16631979870684,67.09463780442162,82.4906235950036,100.6575511664827,121.90317402108968,146.5355871774067,174.85927367801938,207.17142748033046,243.7586147051617,284.89381052159905,330.83382941258003,381.8171516348444,438.0621376243987,499.76561416968974,567.1018107228164,640.2216206917823,719.2521605044692,804.2965982993868,895.434223997262,992.7207330208075,1096.1886968862557,1205.8481951567665,1321.6875847221193,1443.6743839723206,1571.7562511044616,1705.8620374963375,1845.9028987622617,1991.773447750325,2143.3529353271224,2300.5064463122485,2463.086099361476,2630.9322409486526,2803.874624858794,2981.7335697774815,3164.321088644898,3351.4419844383233,3542.8949079571785,3738.4733740129986,3937.96673317671,4141.161096911304,4347.840214523686,4557.786300909401,4770.780814542566,4986.605185584831,5205.041494355925
G,6.0,6.0,6.864415659698551,8.462045837028437,10.799320189034233,13.977451513853168,18.174109282884917,23.638120891077513,30.69089389654282,39.7305846179477,51.23605705657861,65.76816400521328,83.96632496841949,106.53907262227847,134.24827646325883,167.8879670573208,208.2597360330149,256.1472420289354,312.2922774923476,377.3742699415766,451.99428256897096,536.6638128819814,631.7981225316571,737.7135029290155,854.6277496927235,982.6631187357971,1121.8511081011115,1272.138510116095,1433.3942827961237,1605.416884969189,1787.9418013737031,1980.6490512566745,2183.1705279978546,2395.0970599469642,2615.9851160089543,2845.363105377408,3082.737240746268,3327.596949585897,3579.41982965701,3837.6761536490258,4101.832934290587,4371.3575659771495,4645.7210622758475,4924.400910901359,5206.88356914444,5492.666623463846,5781.260637170259,6072.19070995527,6364.997772542936,6659.2396390408885,6954.491838702185,7250.348247825975,7546.421541462893,7842.3434834805375,8137.765072409708,8432.356559352687,8725.807353105782,9017.825826541579,9308.139037220833,9596.492374166546,9882.649141738537,10166.390090599181,10447.512904862197,10725.831653667765
