beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,antibody ratio,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
1.0063918062981476,0.25635479065320005,0.9,0.2,0.19923255715018454,0.1999895126008896,0.488653584289369,0.023521750556066062,0.2,0.11900896973472347,0.9900000000000002,0.0,0.05759098333160107,0.033514321624437474,10.0,2021-03-20,0.7123496539536824,0.04048826749564738,7.603333699330244,2021-06-18,0.07789404743113282,0.1831992556920445,0.9617991971199543,0.9679979384204591
